comments,N,lang,comment_in_english
Ophélie was very helpful and we had a great stay.,1,english,
Wonderful time..Wonderful host..,1,english,
Clara was very helpful.... we enjoyed our stay...having a pizza place nearby was a bonus,1,english,
Never met John. Everything  was great.,1,english,
verry god,1,english,
Good house great stay,1,english,
"We enjoyed our stay, thank you very much.",1,english,
"Great neighborhood, great view, great hosts.",1,english,
Great place. Very good location. Louis was very helpful.,1,english,
"Great spot near Canal St-Martin. Simon was wonderful to book with.

m",1,english,
It's noisy,1,english,
good host,1,english,
"Large, very well located, nice garden",2,english,
"Benedicte is a very kind lady, she gave me a lot of useful info, helped me to have a wonderful journey.",1,english,
It was marvelous,1,english,
My colleague was very Happy.,2,english,
Very nice place to stay in Paris. Paul was very helpful.,1,english,
Beautiful apartment. Elsa was very helpful. Amazing stay.,1,english,
Absolutely wonderful in every regard!,1,english,
"Cosy and quiet, and Manualla is very helpful.",1,english,
Here is easy to stay. Jay is very kind.,1,english,
It was a very nice stay at Stevens place.,1,english,
Simple but very nice.,1,english,
very Good｡,1,english,
Jo was very accommodating! Thank you!,1,english,
Some noise at night..,1,english,
"Great place to stay, was very quiet so easy to sleep. Good value",1,english,
Thank you very much. It was a very nice stay in Paris.,1,english,
wonderful room thank.,1,english,
Definitely would stay here again,1,english,
Quite small but warm,1,english,
"nice little 'hostel' in Paris, Renaud was very helpful.",1,english,
Wonderful stay! Area is great! Would stay again!,1,english,
House is very small,1,english,
Comfortable is like as  home,1,english,
I loved staying here. It was very nice energy.,1,english,
Our host(melika's son) was very nice. He did us several favors:D. We strongly recommend here.,1,english,
We had a wonderful stay,1,english,
"Great host, very welcoming home.",1,english,
5* stay if you visit Paris.,1,english,
Stephanie’s place is super stylish! Also Stephanie was very accommodating. You won’t regret if you choose her place to stay!,1,english,
Felt at home.,1,english,
All very good,1,english,
Mathieu is a very kind and helpful host!,1,english,
"Camille is very nice host, she was helpful and kind",1,english,
Was great! She was very helpful.,1,english,
You will feel like your home when you enter first. Good neighbourhood.,1,english,
Asmaa was a wonderful host.,1,english,
Ant was very helpful.,1,english,
"Lovely room in a great neighborhood, very helpful host!",1,english,
Great location. Great views.  Medi was very nice.,1,english,
She was amazing!!! You should all stay here. Eleanor was very helpful!,1,english,
Great stay! Wonderful host!,1,english,
Geraldine is very kind :),1,english,
very small,1,english,
Thank you Julie! The stay in your flat was very good. We had a very good time.,1,english,
Very nice place. Front desk was helpful and kind.,1,english,
"Staff were polite, helpful and friendly. My stay was easy and very pleasant.",1,english,
This Place makes you feel like you're home. We enjoyed our stay very much.,1,english,
was very good,1,english,
"Great stay, awesome host.",1,english,
very nice room,2,english,
very enjoy,1,english,
Laurie is warm and helpful host.,1,english,
Great host who was very helpful,1,english,
"Close to metro in a top floor unit, was a great few days :)",1,english,
Awesome views,1,english,
Thank you very much. We enjoyed our visit in Paris a lot!,1,english,
Helene was a wonderful host!,1,english,
I had a wonderful stay :),1,english,
"Everything was fine.
Thank you",1,english,
"Raphaël was very flexible in order to accept our schedule.
Good place to stay.",1,english,
Good place. Very near to gare du nord. Very well located. David was wonderful host.,1,english,
It is great place to stay near Eiffel. Nathalie was very helpful and wonderful host.,1,english,
It was very nice!,1,english,
"My experience with WAng' home was like a home away from home.
Meeting her was like meeting an old school friend :)
The home is located very central - a few meters away from Republique. You can not miss to locate the place. Its very quiet neighborhood .
Wang is a very nice  host . Thanks Wang !",1,english,
"Good, very good",1,english,
Wonderful house and very nice family! Isabelle and her family make you feel at home.,1,english,
"Isabelle is a wonderful host. Perhaps it was my error in not being aware, but breakfast is INCLUDED! Highly recommended!",1,english,
"Thanks Karima, we had a wonderful weekend!",1,english,
Everything was very nice.,1,english,
we had a very good stay,1,english,
very good host,2,english,
We had a nice time. The staffs are wonderful. Everyone we came across was very sweet .,1,english,
Host was great and very helpful!,1,english,
it was very good .,1,english,
Everything was great. Don’t hesitate to stay here.,1,english,
Hotel La Louisiane was wonderful! Great location!,1,english,
I had an amazing stay and jasmina was very helpful!,1,english,
Sweet landlord,1,english,
It’s  wonderful   Places  And sophie is Friendly. I ‘ll want to stay again,1,english,
Very helpful host :),1,english,
It was very nice experience,1,english,
very gud,1,english,
Awesome host :),1,english,
Paris is at your doorstep. Quiet and comfy. Maria is wonderful,1,english,
it was pleasure to stay Sebastian home.,1,english,
hotel sympa,1,english,
"Nice flat minutes away from Sacre-Coeur, we enjoyed our stay",1,english,
Nice guy. He made us feel like home and welcomed. He was gentle. Would recommend.,1,english,
wonderful hospitality,1,english,
Very helpful staff,1,english,
15 mins walk from Gare du nord.,1,english,
Everything was great enjoyable stay,1,english,
It was like staying at home.,1,english,
very nice hotel!!,1,english,
Daniel was a great host.  He was very helpful and responsive.,1,english,
We really enjoyed our stay at Rozenn's flat. Great view of Paris and very well located. Rozenn was really helpful.,1,english,
"Rajae was very hospitality. Her place is cute. Thank you!
",1,english,
"Great stay, made our trip to Paris very enjoyable",1,english,
Joel is very kind and helpful. Room was clean and comfortable.,1,english,
"We really enjoy our stay in Paris. Hélène's place was wonderful.
",1,english,
Estelle was very helpful and ensured I had a good night stay!,1,english,
very good host!!,1,english,
"Very good, very quiet. ",1,english,
"He was very friendly, is 100% recommendable",1,english,
Alex is a very kind person. It was a great stay!,1,english,
"Thanks to Marvin, he was very kind.",1,english,
Comfy. Home like.,1,english,
what is you see is What you'll get,1,english,
"I had a wonderful stay at Vinay's place.
Very close to metro.",1,english,
Noisy,1,english,
"Laurent was very hospitable, kind and friendly.",1,english,
"Oliver is a great host! He was quiсk and very helpfool. 
Me and my colleague did enloy our stay",1,english,
Galia was very helpful and kind.,1,english,
very good spot!,1,english,
its very nice room,1,english,
The host is very kind!,1,english,
Demian was very friendly and easy going. Everything worked out very well. We enjoyed our stay.,1,english,
Awesome hotel,1,english,
we enjoyed our stay,1,english,
Emilie was great! She is so hospitable,1,english,
Mireille was very welcoming.,1,english,
I enjoyed my stay here. It was good.  Adrien is a very good host.,1,english,
"Meriem was very helpful, and I enjoyed my stay at her place.",1,english,
"Good host, very responsive.",1,english,
wonderful stay!,1,english,
"She was very nice ,",1,english,
Martin was very gentle.,1,english,
It was very cosy. We enjoyed our stay.,1,english,
it was ok in general,1,english,
We enjoyed our stay at Bérénice's lovely home. She was quick to respond and very helpful.,1,english,
"Wonderful, quick easy stay!",1,english,
Was very nice.,1,english,
Awesome stay.,1,english,
Team was very kind.,1,english,
Very friendly hostel,1,english,
This was simply wonderful.,1,english,
"very 
",1,english,
he is a very helpful host.,1,english,
Camille was a wonderful host. Thanks again!,1,english,
our stay was wonderful nd would highly recommend staying here.,1,english,
He was amazing and very helpful.,1,english,
She is very kind.,1,english,
Wonderful neighborhood and value!,1,english,
lovely host very helpful,1,english,
"Great host, very helpful. Would stay again!",1,english,
Everything was wonderful. I recommend!,1,english,
"Daé is a very thoughtful host, and she made my stay in Paris feel like home! Je la recommande.",1,english,
Host was good. But studio is way smaller than it looks in picture. Building is very old.,1,english,
Katia was kind and helpful. I enjoyed my stay,1,english,
"Lovely little hostel, everyone was friendly and helpful! ",1,english,
"It was good
But bed is noisy",1,english,
It's a wonderful house!,1,english,
"Really enjoyed our stay, max was very easy to deal with!",1,english,
Pierre’s place was good. Was very warm . Can be loud at night...late.,1,english,
gareth is a very nice host. it was awesome stay,1,english,
Juliana’s place was very welcoming,1,english,
"Paris is best place.
And her home is also convenient place!
Her kindness was very wonderful.",1,english,
"Great host, very friendly, I really felt like home.",1,english,
We enjoyed our stay at Maxim house.,1,english,
Sweet house. Super hosts.,1,english,
Great view and sweet host!,1,english,
"Kind & honest host.
Affordable value.",1,english,
We really enjoyed our stay at Hervé's! He was very helpful and friendly. Thank you!,1,english,
Wonderful host! Very accommodating!,1,english,
"The flat was very nice, a great neighbourhood. We really enjoyed our stay. Thanks!",1,english,
Herbert was very sweet and kind. We really enjoyed our stay.,1,english,
a very handsome landlord,1,english,
Good apt in Paris. Sarah is a very good host,1,english,
Great little apartment. Laszlo was very helpful,1,english,
A host 100% awesome.,1,english,
It is very good,1,english,
"Standard hostel, nothing negative",1,english,
Mai was very helpful. Clean great place ! See you again!,1,english,
Great place to stay! Subway was very close. Place was very clean.,1,english,
Dikta was a wonderful host. Easy directions to locate keys and flat.,1,english,
Was very nice,1,english,
"Excellent host, easy stay, wonderful Paris",1,english,
Great stay in a house with wonderful view!,1,english,
Gabriel is very responsive.,1,english,
Everything was great! Charbel is very nice!!,1,english,
What you see is what you get,1,english,
all very good. Joel is very nice.,1,english,
great room. very clean,1,english,
Everyting is very good!,1,english,
Laurent is a wonderful host,1,english,
Good hostage,1,english,
Place was great host very accommodating,1,english,
She is a very kind host:),1,english,
"Thanks , very good",1,english,
She is very nice.,1,english,
We had a very pleasant stay at Kayla place. Kayla was a great host.,1,english,
It was nice. Sarah is next door so always available,1,english,
Raphael was an amazing host! I enjoyed my stay he was very kind and helpful,1,english,
Super week-end !!!,1,afrikaans,
"역근처에 있어서 교통편이 편리한 편이었고, 아파트가 안전해 보이며 조용하고 편안히 지낼 수 있었어요 
",1,afrikaans,
"房东非常的友好,回复信息及时,地方离地铁也非常的近｡旁边可找到很多shop 而且你也会发现旁边都有很多国人开的服装店｡",1,afrikaans,
"Leuke locatie, klein maar gezellig",1,afrikaans,
"Rudy nam alle tijd om ons het appartement te tonen, gaf tips
voor de buurt, gaf ook aan wat er kapot was in het huis zodat we ons daar geen zorgen over hoefden te maken...
Ja de buurt kon niet  beter, het echte Parijs veel kunstwinkels
goede restaurants maar vooral super gezellig
",1,afrikaans,
"엘리베이터가 없어서 다소 힘들었지만 버스, 메트로 등 접근성이 훌륭하며 룸도 굉장히 아늑하고 좋았습니다",1,afrikaans,
Goed onthaal. Beschrijving was uitvoerig en accuraat.,1,afrikaans,
Petit nid douillet,2,french,
"Bij aankomst was het appartement niet gepoetst. Uiteindelijk was het pas enkele uren later in orde, heel spijtig. Daarnaast moet je ook rekening houden met het feit dat het appartement kleiner en minder gezellig is dan op de foto’s. 
Het appartement is niet heel centraal gelegen, maar met de metro geraak je overal vlot.",1,afrikaans,
"Leuke locatie, niets te klagen",1,afrikaans,
"Maguy was er niet bij aankomst, wat ik wist, maar had het heel goed geregeld. Alles was netjes geregeld.",1,afrikaans,
"非常好的体验,地点好,离M5地铁非常近,周围也有几个公交站｡离中国社区很近｡坐67可以到蓬皮杜艺术中心｡床舒服,Alain 很好,非常细心的准备了一切,包括丰富的早餐｡最突出的是房间里有很多文化的东西可以看看,感兴趣的话可以看书看电视｡我的手破了还有创可贴｡总之,是一次wonderful的旅程 ｡",1,afrikaans,
"Het appartement was ok, maar er was nauwelijks bestek en maar 1 kapot kopje. Er was geen wifi, en aangezien dat beloofd was heb ik daarom gevraagd aan Sophie, toen kreeg ik een vervelende sms terug dat ik naar de cafe's beneden kon gaan. Ik vind dan ook dat Sophie echt haar website moet aanpassen en wifi er af moet halen. ",1,afrikaans,
Au top,33,afrikaans,
"Het appartement was ruim en heel rustig gelegen. Claire was ook bereikbaar wanneer info nodig was. Maar het was niet zo proper.  En je moest heel stil zijn, geen stofzuoger of vaatwas na 20u. Dat was wel vervelend met 2 kleuters. Dit wisten we niet op voorhand... maar we hebben ons wel geamuseerd.",1,afrikaans,
"Au top, rien a dire.",1,afrikaans,
het was erg goed goed bed lekker ontbijt gezellige sfeer,1,afrikaans,
"Wij hebben een geweldig verblijf gehad in dit appartement. Het was een kleine kamer, maar wel schoon en alles wat we nodig hadden was er. Het appartement ligt goed gelegen bij metrostations, bussen en winkels! Ideaal om een paar dagen met zn tweeen te verblijven.",1,afrikaans,
"Fijn appartementje voor bezoekje aan Parijs. Het appartement is klein en compact, maar heeft alles wat je nodig hebt. Het ligt op een rustige en goed bereikbare locatie. Als je met auto komt kan je in het weekend (gratis!) parkeren om de hoek. Fabrice heeft alles helder uitgelegd, hij was zelf niet aanwezig maar dit was ook niet nodig. Uitzicht op sacre coeur is leuke extra touch van dit appartementje. ",1,afrikaans,
Lang verhaal kort; book elders!,1,afrikaans,
"1. 위치-유명 관광지가 도보로 20-30분 정도로 산책할 정도이며 대중교통 버스, 메트로(2개노선)이 3분 거리에 있어 이동할 때 매우 편리합니다. 
2. 안정성-주택가 내에 있고 아파트 바로 앞이 큰 길이고 지하철역이라 안전합니다.
3. 근처 5분 거리 이내에 큰 마트, 빵집, 음식점 등이 위치하며 매우 편리했습니다.
4. 기타 필요한 생필품이 다 준비되어 있습니다.
추천합니다.

Its location is very good(bus&metro). Also it was very safe with double security system. Safe&CleanEasy. Jaques answers in about 10min. It was best choice!",1,afrikaans,
"Een leuke plek, op loopafstand van Sacre Coeur, leuke buurt. Francois is heel aardig. Inrichting wat sober, maar voldoet.",1,afrikaans,
"非常好的住宿体验,房子位置很好 紧邻一号线 出门走2分钟便是凯旋门 闹中取静 房东提供了非常便捷的日常所需 很贴心 房间格局也比较开阔 装饰给人一种家的感觉 非常喜欢 下次来巴黎还会住在这里｡",1,afrikaans,
"Hele fijne plek om een paar daagjes te vertoeven in Parijs. Er waren bij ons wat probleempjes met de schoonmaakster, maar Lou heeft ons uitstekend geholpen en het probleem was zo verholpen. Fijne wijk, supermarkt op loopafstand, metro om de hoek en het appartement zelf was klein maar wel erg knus. Zeker een aanrader als je eens naar Parijs gaat! ",1,afrikaans,
Super week end !,1,afrikaans,
"We waren met z'n vieren, en hebben het heerlijk gehad in het huis van Lea. Heel rustig straatje. Charmant huis met leuke boeken in de kast. Metro op 3 minuten lopen. Echt prima. Lea was op reis, maar haar moeder heeft ons prima opgevangen en geadviseerd over parkeren en zo. Een aanrader.",1,afrikaans,
"'n Pragtige en snoesige woonstel met alles wat ons nodig gehad het en meer. Dit het ons kuier en Parys help spesiaal voel en die lokasie het dit baie gemaklik gemaak om al die toeristeatraksies maklik te bereik. 'n Bonus was ook die riglyne wat Marc gelos het oor Parys, ons het dit verseker gebruik. Baie dankie aan Marc, ons sal verseker weer by die woonstel verblyf. Thank you Marc, we had a great stay and definitely recommend you apartment to those interested.  ",1,afrikaans,
Prima plek maar niet fántáástiessss ofzo,1,afrikaans,
"Het appartement van Pierre is geweldig. Sfeervol, heel rustig en stil, en ruim. Geen overbodige spullen maar wel alles wat je nodig hebt.",1,afrikaans,
Au top !,25,afrikaans,
Clara was een heel fijne host. Ze was hulpvaardig en gastvrij en gaf tips over Parijs waar we gelijk wat mee hebben gedaan. De omgeving was heel prettig. Lekker rustig na de drukte van het centrum. Makkelijk te bereiken per openbaar vervoer.,1,afrikaans,
"6월 29일부터 7월 5일까지 7일간 이곳에 묵으면서 저희 네명은 환상적인 시간을 보냈습니다. 식기류와 침구류도 너무 깨끗했고, sylvie 또한 너무 친절했습니다.",1,afrikaans,
"De ontvangst was hartelijk en we kregen alle nodige uitleg . Alles wat we nodig konden hebben was genoteerd  ' telnrs ,  supermarkt ...Het appartement is heel goed gelegen , vlak bij Germain des prez, winkels, restaurants, metro .. Het is smaakvol ingericht en gerenoveerd . Alles wat je. Odig kan hebben is aanwezig. Zeker een aanrader.",1,afrikaans,
Een prachtige plek om te verblijven in Parijs! Mooie kamer om de hoek van de Sacre Coeur en de metro. Verhuurder is ook erg aardig en reageert snel.,1,afrikaans,
"Heel vriendelijke ontvangst en Christophe nam alle tijd om uit te leggen wat allemaal de moeite waard was om te bezoeken en hoe er te komen.
Mooi en smaakvol ingericht appartement waarin het heerlijk vertoeven is. Centraal gelegen, de métro vlakbij en de bakker op de hoek; wat wil je nog meer. Wel het nodige verkeerslawaai, maar dat hoort nu eenmaal bij hartje Parijs.",1,afrikaans,
Het is een mooi appartement met hoge plafonds. Wel wat duur maar het is een mooie ligging vlakbij het louvre. James en sophia reageren snel.,1,afrikaans,
정말 정말 정말 좋은 숙소였습니다. 단 하룻밤을 묵었지만 Valerie의 친절에 감동했습니다. 영어에 미숙한 했지만 반복적으로 정말 친절하게 응대해 주었습니다. 침대 위에서 보는 에펠 뷰는 너무 너무 너무 너무 아름다웠습니다. 다음에 또 파리를 방문한다면 이 집을 또 방문하고 싶습니다. 정말 고맙습니다 Valerie. 이 글을 통해 Valerie에게 나의 진심이 전달되길 바랍니다.,1,afrikaans,
Pas top,1,afrikaans,
"Mooie kamer, goede locatie.",1,afrikaans,
"Het appartement is netjes. Het bed was opgemaakt toen we binnen kwamen en er stonden wat lekkere potjes jam klaar voor het ontbijt. Prima koffie met het espressoapparaat te maken en veel verschillende soorten thee. Verder was er beleg en brood. Het appartement heeft een vrolijke uitstraling en alles is aanwezig. Metro, bakker en supermarkt zijn vlakbij. Een prima plek. ",1,afrikaans,
"De communicatie vooraf was prima. Prettig mailcontact met Claire, die snel reageerde en met leuke tips kwam. ",1,afrikaans,
"Accommodatie was top. De buurt is wat minder, midden in de Afrikaanse wijk, maar verder geen enkel probleem. hoewel we de verhuurder niet hebben gezien was alles prima georganiseerd en geregeld. ",1,afrikaans,
"Dit apartement ligt op een geweldige plek. Fijne buurt met handige en leuke winkels/ restaurants. We voelden ons veilig en thuis. Schoon gebouw en een prettig huis met veel gemakken om tot rust te komen een drukke dag in Parijs. Openbaarvervoer op minder dan 10 minuten afstand. De Sacre Coeur op ongeveer 15 minuten afstand, een geweldige plek om de dag te beginnen of af te sluiten. We're in love with Paris, thanks to Samuel! Merci! ",1,afrikaans,
"Danielle是一個非常善良且熱心的房東,提供我們很多有用的資訊和協助, 整齊小巧的房間,設備齊全的廚房和浴室和便利的交通, 讓我們亨受了美好的假期｡",1,afrikaans,
Mooi appartement. Top locatie. Alleen maar genoten!,1,afrikaans,
Snelle reacties van verhuurder. Aankomst soepel. Mooie ruimte in leuke buurt. Met gezin paar topdagen gehad. Raad het van harte aan!,1,afrikaans,
"생드니 지역이 좀 위험한 지역이지만 파리는 다 위험한 지역이니 이상한 행동만 안하면 괜찮음. 지하철 역에서 숙소까지 가깝고 숙소 바로 앞에 마켓이 있어서 편함. 

호스트 줄리앙은 너무 착하고 유쾌하고 편하게 해줬고 심지어 체크인도 일찍 할 수 있더록 배려해줌. 메시지 보내면 모든 질문이 친절히 응답해줌. 

파리 다시오면 다시 이용할생각 100%임. 샤워부스가 작긴하지만 나는 키가 181에 몸무게 90인데 편하게 씻음. 고민하지 말고 이 숙소 잡으면 좋겠다. 

더 많은 후기나 질문은 인스타로 부탁해요. vakoww",1,afrikaans,
"집 넘나 예쁘고 교통 편리합니다. Bellville 역에서 도보 5분이고 빠리 어디든 쉽게 가실 수 있습니다. 주인장의 세심한 배려와 친절도 오래 기억에 남을 듯 하네요. 참고로 Belleville에 오시면 빠리의 실생활 문화 물가와 만날 수 있습니다. 관광지를 벗어난 기쁨이랄까요. 다문화 지역이라 일식 중식 동남아식 한식까지 적당히 골라 드시기도 편합니다. 

Hello Maia,
I was so happy to stay in your home. I will remember your warm welcome.",1,afrikaans,
"Prima plek als uitvalsbasis om Parijs te bezoeken. Wel wat kleiner dan verwacht, afgaand op foto's en prijs, maar prima in orde. Goede locatie, wel wat lawaai op straat.",1,afrikaans,
Alles war top,1,afrikaans,
Au top :),1,afrikaans,
Very welcome host. Recomendet !,1,afrikaans,
"Het verblijf is erg goed bevallen. Om de hoek van de metro, supermarkt én bakker. In het appartement was Wi-Fi aanwezig. Bij aankomst lag er een kleine voorraad aan koffie, thee en broodbeleg klaar. Afwassen was niet nodig aangezien er een vaatwasser is. Verder liggen de bedden prima en ziet het verblijf er prima uit. Mochten we nog eens naar Parijs gaan, is dit een ideaal en goedkoop verblijf om nog eens te boeken!",1,afrikaans,
Hij heeft niet iets gedaan om ons welkom te laten voelen. het leek erop of ze in haast vertrokken waren. maar  t voelde ook relaxt,1,afrikaans,
"위치가 주요관광지 반대편이라 30분정도 대중교통을 이용해야했지만 주택가라 조용하고 쾌적했어요
방브시장이 가까웠구 주변에 마트 많음 ㅋ
다시 가도 이 지역으로 가고싶네용
Thank you lionel. Everytging was great.",1,afrikaans,
"非常精致小巧的公寓 该有的都有了 地理位置非常好 两分钟走到老佛爷和春天 地铁站 超市 眼镜店 药店,非常干净 利用率高 房东也很好说话 愉快的一次体验",1,afrikaans,
Super week end! Super appart!,1,afrikaans,
"너무 훌륭했습니다. 다음에 또 파리에 여행을 오게된다면, 친구들이 파리여행을 계획중이라면 여기를 추천해주고 싶네요. 숙소는 정말 깨끗하고 생활에 편리한 모든것들이 다 갖춰져 있어서 부모님이 정말 좋아하셨어요~ 감사합니다. Dine. 여행에 있어 숙소도 정말 중요한 부분을 차지하는데 우리는 더할나위없이 만족하고 편하게 있다가 갑니다. 지하철역이랑도 가까워서 이동하기 편했어요~",1,afrikaans,
"Alejandra was heel flexibel in verband met aankomst en vertrek en heel bereidwillig om op vragen in te gaan.  
Het huis is zeer proper en comfortabel ingericht.  Een zeer ruime slaapkamer met airco.  Beneden iets kleiner maar ruim voldoende.
Een zeer vriendelijke ontvangst.",1,afrikaans,
sophie人非常好 会帮忙买早餐洗衣服 家里设施也非常齐全 距离地铁站也非常近 是个很好的地方,1,afrikaans,
Séjour top. Je recommande.,1,afrikaans,
"很開心可以在這裡住宿,房子裡有很多畫跟藝術品,非常的美
樓下跟斜對面就有超市,附近不管是吃的還是交通,都非常方便也很安全, 晚上鐵塔的view超美 特別喜歡待在陽台看鐵塔,我非常喜歡在這裡住宿 
希望還有機會來住❤❤❤",1,afrikaans,
sophie의 숙소는 정말 끝내줬습니다.,1,afrikaans,
Een klein maar geweldig appartement met veel privacy en op een heel centrale locatie.  Aanrader,1,afrikaans,
"Charmante maison, un merveilleux week end",1,afrikaans,
Top rien a dire.,1,afrikaans,
Alles war bestens,1,afrikaans,
"It was terrible
당일날 도착했더니 방이 꽉 차서 침대가 없다고 다른주소를 주며 거기로 오라고 통보함
무려 한달 전 쯤 예약 끝냈는데도 당일날 통보
캐리어 끌고 10분 걸어갔는데 호스트의 개인 집.
여자 혼자라 무서웠고 당황스럽고 저녁 일정 망침.
집에서 이상한 냄새나고 우중충해서 기분 상하고 진짜 너무 기분 안좋았음.
그리고 다음날엔 자리있다고 숙소로 감.
여성전용 룸 예약했고, 메세지로 미리 확인까지 하고 갔는데 여성전용 룸 꽉찼다고 공용룸에 배정해줌.
예약은 아무 상관 없음 그냥 호스트 마음대로임
최대한 사람 많이 받으려고 여성전용이고 뭐고 그냥 되는대로 끼워맞춤. 초과예약도 해서 나처럼 호스트 집에서 자고온 친구 또 있었음
그리고 셋째날 또 방 옮김. 여성전용룸 자리 하나 있다고 거기로 옮기라해서 또 옮김.

절대 예약하지마세요 너무 열악하고
호스트를 신뢰할 수 없어요
예약한건 아무 소용없어요
당일날 그냥 통보식으로
주소도 바꾸고 방도 바꾸고 여성전용이고뭐고 안지켜져요

",1,afrikaans,
Super valeur. Propre. Design. Super séjour.,1,afrikaans,
Super locatie. Kleine ruimte maar precies wat je nodig hebt voor een weekend Parijs. Alles was schoon en netjes dus zeker een aanrader.,1,afrikaans,
Super pour un weekend,1,afrikaans,
"場所もいいし､快適な部屋でしたが､ちょっとﾎｽﾄさんとｺﾐｭﾆｹｰｼｮﾝが取れない気がしました｡まずﾁｪｯｸｲﾝ時間を事前に伝えたのに､ついたら本人が仕事で不在でした｡仕方なく荷物だけｺﾞﾐ箱置き場において観光に行った｡あと､最初にirisさんに何かﾙｰﾙがあるのかって聞いて､彼女はこの部屋で何してもいいよって答えたのに､洗濯機を使うと､なんで無許可で洗濯機を使ったの?って怒られた｡他にもいろいろありますが､すごく神経質の方だと感じました, I just feel like I was not welcome in this home｡それを気にしなければ､本当に素敵なﾘｽﾃｨﾝｸﾞだと思います｡かわいい猫が一匹で､こんな人慣れの猫初めてみました｡",1,afrikaans,
위치적으로 시내 중심가에서 가깝고 지하철역에서 도보로 2분거리와 대로주변의 안전하고 조용했던 깨끗한 집이었다. Host들 또한 매우 친절하고 정말 플랑스 현지인처럼 가정집에서 생활해보길 원하는 여행자들에게 추천하고 싶다.. 다음기회에 또다시 방문하고 싶다. 매우 추천함...^^,1,afrikaans,
很好 我们因为手机网络问题 没有及时收到和回复Daniel而迟到 他在第一时间给予回复和帮助 房屋靠近地铁和车站 餐厅面包房 很好,1,afrikaans,
"숙소 바로 근처에 monopo’ 마트도 있고 rome, europe 등 4개 이상의 지하철 역이 가까워서 편했습니다. 오페라역 까지 도보로 이동가능한 거리여서 그 근처 관광지는 대중교통 이용 없이 돌아다녔네요. 방은 아담하지만 화장실, 세탁기, 드라이기, 주방이 갖추어져있어서 지내는 동안 편리했습니다. 체크인 당일날 윌리엄이 집 앞에서 저희를 맞아주었고, 짐도 방까지 옮겨주었습니다. 정말 친절하고 세심한 호스트였어요. 파리에 있는동안 잘 지냈습니다:-D",1,afrikaans,
Super område.,1,afrikaans,
"verblijf sympathiek,host sympathiek en buurt sympathiek. we komen graag terug.",1,afrikaans,
Be aware rooms not ensuite.,1,afrikaans,
사진과 비슷하구요 위치는 샹제리제거리와 가깝구 근처에 지하철역이랑 바로앞에 버스정류장이 있어 편했어요. 그리고 건너편에 monop 마트있는게 가장 좋았구요. 아쉬웠던 점은 파리가 급 더워졌는데 에어컨이랑 선풍기가 없어 힘들었어요. 그리고 침대에 약간이 보풀이 있어 아쉬웠습니다. 딱 가격만큼 하는것 같아요,1,afrikaans,
"Fijn licht appartement. Op loopafstand van Sacre Coeur. Bed is smalle tweepersoons. Matras stevig, maar niet te. Alles was schoon. Wc wel heel klein maar apart van badkamer. Keuken prima. Zelfs halve vaatwasser. Contact met Matthieu was plezierig, maar alles deed het dus we hebben weinig contact gehad. Zeker een plek om naar terug te komen!",1,afrikaans,
petit appart sympa pour  week end,1,afrikaans,
Au top !!!,2,afrikaans,
"Zeer klein appartement (maar dit is natuurlijk Parijs). Vriendelijke en flexibele ontvangst. Appartement was net, maar aan opfrissing toe.",1,afrikaans,
"Elsa communiceert alles goed! Locatie is top, voorzien van handdoeken en voldoende wc papier en shampoo. Geen airco maar met de ramen open was dit goed te doen ondanks dat het warm weer was. Appartement heeft alles wat je nodig hebt!",1,afrikaans,
Hôte sympa.,1,afrikaans,
"homey place, very nice neighbourhood ",1,afrikaans,
"Wonderful, kind host. Very large, spacious apt. Has everything you need. Very homey.",1,afrikaans,
"De advertentie fotos klopt wel , maar ik vond zelf niet echt een goed plek om te verblijven :-( voel me niet echt veilig . De verhuurder was niet echt bereikbaar  dat vind ik ook minder ...",1,afrikaans,
"Appartement was opgeruimd en schoon. Alles wat ik nodig had was er. 
Rustige buurt maar toch vlakbij metro, Montmartre te voet bereikbaar.
",1,afrikaans,
"넓지는 않지만 깨끗하고 안락한 인테리어
시내에서 가까운곳에 위치
편안한 체크인, 체크아웃",1,afrikaans,
"這間酒店的服務非常周到,提供穿梭車接送,每天清潔,環境衛生｡雖然我住的房間內沒有冰箱和微波爐,但職員讓我們隨意用酒店內的設備,非常helpful｡酒店距離地鐵站很近,大概5分鐘,隔一條街便商店臨立,藥庄､餐廳､超市､麵包店､百貨公司⋯⋯一應俱全,非常便利｡酒店環境寧靜,可安心居住｡",1,afrikaans,
"Het was heel gezellig, de locatie was top en het huis gezellig",1,afrikaans,
"房东特别的热情好客也很好沟通｡房子位于louis vuitton街对面的房子,距离市中心的景点和高级米其林餐厅都非常的进｡房子设计合理温馨,适合双人居住➕",1,afrikaans,
Das war alles ok,1,afrikaans,
"Een mooie kamer, goed bed, nette badkamer, helemaal mooi. Een aanrader. Leter wel op dat het 10 euro extra kost om je auto te parkeren in hun parkeergarage, ook al zegt de advertentie dat het gratis is.",1,afrikaans,
Séjour top et hôte top,1,afrikaans,
"très bien, very nice.",1,afrikaans,
"虽然面积不大,但是应有尽有｡位置就在凯旋门附近,交通也很方便｡房东还非常热心的把有用的信息做成了word,好评",1,afrikaans,
Super week-end dans le marais !!!,1,afrikaans,
Prima hotel op goede locatie. Wel veel geluidsoverlast van naast gelegen kamers.,1,afrikaans,
