comments,N,lang
Très bien situé. Cosy appartement.,1,catalan
샤를드골공항에서 les cars를 이용하면 40분 정도 후 한번에 리옹역으로 도착합니다. 숙소는 리옹역으로 도보로 3분 남짓으로 매우 가깝고 찾기 쉽습니다. 그런데 아파트 세개가 몰려있는 집에서 가장 안쪽집인데 설명이 없어 다 찾고 그 앞에서 조금 헤맸습니다. 숙소는 사진과 같은 구조지만 많이 낡고 좁습니다. 특히 한쪽 침대 매트리스가 많이 꺼져있어 움직일때마다 소리가 납니다. 세탁기가 있지만 작동되지 않는다 합니다. 오븐은 상태가 심각합니다. 또한 그 아파트가 수리중이어서 오전 9시 이후엔 공사 소음으로 시끄럽습니다. 전반적으로 청결하진 않고 세탁물에서 약간의 좋지 않은 냄새가 납니다. 3층이라지만 실지로 4층이며 엘리베이터가 없고 좁은 나선형 계단으로 짐들고 오르락 내리락하기 힘들 수 있습니다. 마지막날 저녁 7시 리옹역 출발 기차인데 짐 보관이 안된다고해서 리옹역 락커에 보관했습니다. 접근성을 중요시 하는분이라면 추천합니다.,1,catalan
"Jacques的房子就在运河边风景很好｡公寓设施非常齐全,和照片上的一模一样｡我们在这里度过了非常快乐的五天｡",1,catalan
"Accueil excellent, je recommande !!",1,catalan
"Super, très bon accueil, appart très propre. Je recommande sans soucis.",1,catalan
"Posizione abbastanza centrale con vicino fermata metro e Rer. Appartamento  ideale per una breve vacanza a Parigi. Molto pulito e luminoso.
Ottima organizzazione e disponibilità di Guillaume!
Consigliato ",1,catalan
Apartament petit però molt ben situat. L'amfitriona ha estat molt amable durant tota l'estada i molt flexible amb les hores d'entrada i sortida. Per passar pocs dies i bàsicament dormir-hi és genial.,1,catalan
Perfecto! :) Location. Cozy. Warm.,1,catalan
Buon appartamento!,1,catalan
"Hinda et son copain Nazim sont disponibles, très sympathiques et accueillent!
Je conseil a tout le monde de venir ici pour profiter de Paris.

Consiglio a tutti di venire qui! Hinda e Nazim sono eccezionali e disponibili. Soggiorno perfetto!

Thanks to Hinda and Nazim, we had a wonderful vacation in Paris. I recommend!",1,catalan
"Great appartment, no problems.",1,english
Perfect!Perfect!Perfect!,1,catalan
"Es exactament com surt a les fotos. Lloc confortable, net, amb calefacció, i amb totes les instal.lacions i detalls necesaris per pasar uns dies a la ciutat. Molt ben comunicat.",1,catalan
Chambre très calme,1,catalan
"El apartamento es tal y como se describe. Acogedor, limpio, luminoso y cómodo. La ubicación perfecta para nosotros, a pocos minutos del Barrio Latino, Le Marais o Notre Dame.
Isabelle no pudo recibirnos pero nos facilitó con todo detalle el acceso al mismo.
Descansamos, y disfrutamos de nuestra estancia en París. Espero volver !! ",1,catalan
"Convenient, clean, spacious ",1,catalan
Encore merci !!!,1,catalan
Super séjour!!!!! Meri beaucoup Marcio.,1,catalan
"Super appartement, hôte très réactif, merci !",1,catalan
Excellent apartment in a fantastic location.,1,english
Central,2,catalan
"Comfortable
Fun
Great spot
Easily accessible",1,catalan
Buen lugar. Tranquilo. Comodo. Accesible (fácil de llegar) seguro y con servicios cerca... es recomendable...,1,catalan
Appartamento confortevole. Massima libertà. Tutto perfetto.,1,catalan
Estancia perfecta.,1,catalan
Just perfect!!,2,catalan
"Nous avons eu un weekend absolument parfait chez Lila ! Le appartement est tout que j’ai imaginé ! Très propre, moderne, vraiment équipé, décoré avec un excellent goût, J'aimerais avoir un appartement comme lui ! La localisation est très pratique, la Gare de l’Est est à seulement 2 carrés ! Lila a été très gentille de nous laisser beaucoup de choses pour cuisiner et pour préparer thé, café, etc. pour le petit déjeuneur. Elle nous a aidé avoir un weekend complètement inoubliable ! Je fortement recommande son appartement et je voudrais rester ici à nouveau la prochaine fois que j’aille à Paris !

---------------------------------------------------------------------------

We had an absolutely perfect weekend in Lila's place! The apartment was everything I imagined! Super clean, moderne, really equiped and decorated with an excellent taste! I would love to have an apartment like that one! The location is really practical as the Gare de l'Est is only two blocks away. Lila was really nice to leave us spices and stuff for cooking, and coffee, tea, erc for our breakfast. She helped us have an unforgettable weekend! I stronglu recommend her apartment and I would really stay here the next time I go to Paris! 

---------------------------------------------------------------------------

Realmente tuvimos un fin de semana más que perfecto en el departamento de Lila, Era todo lo que esperaba y más! Super limpio, moderno, realmente equipado y decorado con un gusto excelente. La ubicacion es perfecta ya que la Gare de l'Est (Estación del Este) está a sólo 2 cuadras y desde aquí salen varias líneas de metros con conexiones a todo París. Lila fue super amable y hasta nos dejó condimentos para cocinar y cosas como café, te, etc para prepararnos el desayuno. Ella ayudó muchísimo a que nuestro fin de semana sea perfecto! Realmente recomiendo su departamento porque definitivamente me quedaría aquí de nuevo en mi próxima visita a París!",1,catalan
"Petit  studio très bien aménagé, et Julien est disponible et arrangeant. Tés recommandable! ",1,catalan
"房东Eric是一个非常友好善良的人,很热情,也很好客,愿意将自己的房间让出来给我们住,而自己则睡在客厅,也愿意让我们寄存半天的行李｡
总体上这间房间的地理位置非常好,离地铁站不远,周围有很多的餐饮,但不吵闹非常地安静,离蒙马特高地距离非常近,走过去只有十几分钟的路程｡
另外房间也非常干净,清洁卫生,住的单间虽然不大,但很整洁卫生｡非常好的地方｡",1,catalan
"Great stay, perfect locatjo. Thanks Eric!",1,english
"Eric推荐的餐厅很好吃,床非常舒服,地方交通很方便,还让我寄存并整理行李,很感谢",1,catalan
"Excellent accueil, très bel appart",1,english
Perfect apartment,3,english
James est très gentil !,1,catalan
"James 人非常好,及时的与我们沟通并为我们提供了食物和饮料,房间很舒服,地理位置非常好,出门走几分钟就是凯旋门",1,catalan
La ubicació (Website hidden by Airbnb) A...,1,catalan
"James의 집은 매우 장습니당. 계단을 올라가는건 매우 힝이 드고 소팝칭대는 매우 봉평합니다.  그러나 제임스는 매우 친절하고 사과와 요플레 치즈, 생수를 마음껏 먹을 수 있습니다. 불편한 부분들은 제임스의 친절함으로 커버될 수 있으며 중심지에 이러한 가격의 방을 구할 수 있는건 행운입니다. 그러나 좀 더 편하게 쉬고 싶으시다면 돈을 더 투자하는게 종응겅 같아요.",1,catalan
Merci pr tout,1,catalan
No vaig poder tenir contacte directe amb ell. Va mancar informació del funcionament del televisor i equip HI-FI.,1,catalan
"Clean. L'essentiel est là.
Je recommande.",1,catalan
As described. Cozy,1,catalan
Buena experiencia,2,catalan
Excellent apartment! Perfect location! Great service!,1,english
"Minha primeira experiência no Arbnb e foi perfeita. Thomaz foi maravilhoso e atencioso. O apartamento superou minha expectativa. Localização muito boa, próximo ao metrô, comércio e (Website hidden by Airbnb) certeza, irei retornar em breve ",1,catalan
Excellent place. Will definitely recommend.,1,english
Perfect stay!,9,english
"Precioso apartamento en Le Mareis (perfecta situación), algo pequeño para tres personas, limpio y confortable. Los tres pisos que hay que subir a pie no son un problema pero conviene tenerlos en cuenta. Genial el lavavajillas diminuto y la cafetera. Otro plus: No hay ruidos en la calle!",1,catalan
"Excellent Stay!!!!!!!
",1,catalan
"Great location, room, little terrace. Just a cozy spot in St. Germain de Pres",1,english
"Una apartamento en un magnífico barrio parisino,seguro, y lleno de restaurantes, tiendas y la magnífica Catedral de Notre Dame a solo 4 minutos caminando, entre otras zonas de interes  turístico así como restaurantes súper chic, y Gourmet, mercie beaucoup a Jérémy y a Quentin. Siempre tendré donde llegar a Paris!",1,catalan
Excellent stay. I recommend!,1,english
"excellent accueil, merci Samia !",1,catalan
Perfect price/quality!,1,english
"마레지구에서 살짝 벗어난 위치로 
밤에는 매우 조용하며, (여름에는 창문을 열고 생활하기 때문에 매우 중요한 부분입니다)
걸어서 10분 안으로 마레의 핫한 레스토랑 혹은 스팟에 도달할 수 있습니다.
Johanna는 매우 사랑스러우며, 그녀가 여러 맛집 및 가볼 만한 곳을 추천해주었습니다. 집 역시 그녀를 많이 닮았습니다.
집을 함께 사용하는 camilla 역시 매우 친절하고, 사진에서 보여지는 공간을 충분히 사용할 수 있습니다.
수건은 개인이 준비하는 편이 더 좋을 것 같고, 세탁기를 편하게 사용할 수 있어 여름에 매우 유용합니다. 
프랑스 가정집에서 조용히 머무는 시간을 원한다면 이 집을 추천합니다^^

",1,catalan
"Super logement,  je recommande",1,catalan
"Molt bé aquest apartament, molt bé equipat, molt bona situació.......",1,catalan
Perfect place !!!,1,english
"C'est trop c (Phone number hidden by Airbnb) l. Ma famille était très très contente pendant 1 jours , car la chambre est trop grand, propre, sympa, romantique. En plus c'est une coherence belle entre classique et modern...

Bravo Merci Alix. Je vous remercie ",1,catalan
Au top! Bon accueil! Bonne description! Super bien situé! Une adresse que l'on gardera!,1,catalan
"El pis d'en David era exactament el que apareixia a loes fotografies. Nosaltres ja coneixiem el barri i vàrem estar molt contents d'haver-lo triat. Montmartre és tranquil i perfecte per una estada amb familia.
En David va ser molt atent i poder parlar en anglès ens va simplificar l'estada.
Sens dubte recomanem el lloc!",1,catalan
Great Host! Great Apartment!,1,english
Bien située. Lit comfortable. Jolie vue.,1,catalan
Bien situé. Calme,1,catalan
Extra,3,catalan
Great location!! Easy transpiration.,1,english
Good apartment. Very quite street. Close everything.,1,english
Excellent experience!,3,english
Alles war perfekt.,1,catalan
"Pésimo! No volvería jamás.
Do not rent this apartment!!!
Después de hablar y coordinar nuestra llegada, tuvimos que esperar 1 hora Hasta que llegó la chica que se ocupa de la limpieza a terminar de limpiar el departamento! !! Árabelle jamás contestó mis mails,  y nos cobro dinero de más,  la peor experiencia que tuvimos.",1,catalan
Céntrica!,1,catalan
"Studio très bien situé, sécurisé et relativement calme (pas de bruit de rue ; en revanche on entend un peu les voisins). Salle de bain et WC assez petits.
Je n'ai pas utilisé la cuisine ; pas de commentaire donc! 
Clic Clac et Matelas OK.
Benoît est très sympa, ponctuel et réactif.",1,catalan
Perfect!!!!!,2,catalan
Lugar Central,1,catalan
"Le quartier est très typique , trés sympa , petits bistrots , exct 
Benjamin nous a reçu vraiment très bien .
Studio bien.",1,catalan
"Très bien situé. 
Coco est super  sympathique. ! ",1,catalan
"Coco est très arrangeante et accueillante.
La chambre est très propre et fonctionnelle",1,catalan
"Een mooi appartement goed verzorgd en de meest perfecte ligging in Parijs, alle kan te voet of per metro worden bezocht.

Une très belle appartement en plain centre ville de Paris. Super on peut tout visité à pied ou par le métro juste devant l’appartement. ",1,catalan
"Super appartement 
",1,catalan
Cool!,2,catalan
Super Appart ... Quartier très sympa !,1,catalan
"Estuvimos 4 noches en paris. Todo fue perfecto. Valerie nos estaba esperando cuando llegamos. Nos recibio muy amablemente (bombones incluidos). Se preocupo por nuestra estancia y estuvo a nuestra disposicion. El depto es pequeño pero perfectamente equipado, a solo 2 cuadras de la torre eifel. Quedamos muy contentos y volveremos  !!",1,catalan
Great appartment close to Sacré-Cœur.,1,english
"房東Lys人很漂亮又親切
且公寓位置極佳,如同她網頁描述:地鐵站.麵包店.超市及有名的Montorgueil街都頗近,且她客廳的沙發床也很舒適.
我們一行8人~4大人4小孩都很喜歡.",1,catalan
"Super appartement, hote tres gentilles",1,catalan
Cumplió todas nuestras espectatibas,1,catalan
"房子所处位置很好,在巴黎中心地段,去卢浮宫喝老佛爷购物中心都十几分钟的走路路程,非常好!
周边吃饭的地方和超市很多,很方便!特别是离著名的老牌蜗牛店“金蜗牛”( L'ESCARGOT) 很近,准确地说那条街很多吃饭和喝咖啡的场所,美女帅哥众多,当然附近还有中餐馆!
房间设施齐全,可自己做饭,很方便!
如果说有一点需要改进的是,如果能把房间的床垫平最好!
再次感谢房东提供的房间!谢谢!",1,catalan
Buen apartamento. Cerca de todo. Correcto. Dueño amable.,1,catalan
"Departamento perfectamente equipado. Muy silencioso. Bien ubicado. Muy lindo barrio. Cama y ducha muy buenas. Ascensor. Supermercado enfrente y otro a dos cuadras. Restaurantes y bares muy cercanos. 
Para llegar bajar en estación de metro Lamarck y al salir tomarlo en Jules Joffrin, de esta manera siempre se camina cuesta abajo. Excelente! Volvería sin dudarlo.

Department fully equipped. Very quiet. Well located. Very nice neighborhood. Excellent bed and shower. Elevator. Supermarket right in front and another at two blocks. Restaurants and bars very close.
On arriving get off at Metro station Lamarck and when going out jump in at Jules Joffrin ... so you always walk downhill. Excellent apt. ! We would return without hesitation. Jean Paul is a great great host.",1,catalan
"Ma-Oh는 저희가 도착하는 날 집을 비우게 되어 그전에 친구 연락처를 알려줬는데 둘다 메시지에 답장도 아주 빠르고, 얼리체크인 위해서 아침일찍부터 친구가 와서 기다려주고 너무 친절했어요 숙소는 지하철 코앞이고 대형마트,맥도날드,스타벅스 전부 도보 5분 거리 안에 있고 안전하고 좋았어요 조금 아쉬웠던건 유럽은 다 그런건지 방충망이 없어서 밤에 조그마한 나방이 한두마리 들어왔던거 그거빼곤 가격대비 전반적으로 만족스러웠어요",1,catalan
Great large apartment. Very comfortable.,1,english
"L'estudi és més petit del que sembala a les fotos però és acollidor i suficient per estar-hi dues persones. Molt bona ubicació, línies de metro situades molt a prop, aixi com la possibilitat d'arribar a peu a molts dels llocs d'interès de la ciutat. Sempre que hem demanat alguna cosa s'ha respost de seguida.",1,catalan
Super genial hyper bien situé et tres cosy. À conseiller,1,catalan
Tout est allè bien. Consilliè.,1,catalan
Appartement studio confortable! Literie impeccable!,1,catalan
"An amazing flat in the center of Paris, only few minutes away from the St Lazare station and the Lafayette Mall Centers ! The interior design is beautiful, the atmosphere very cozy and the whole flat is very clean.
The nicest surprise was the host though ! Audelin is a very kind, cultivated person, fluent in three languages and who prepares perfect breakfasts !
If you would like to discuss in Russian or read some Russian classics out of Audelin's library, don't miss this place !
PS: We so much enjoyed our stay that we decided to post the comment in three languages :)

Потрясающая квартира в самом центре Парижа,буквально в нескольких шагах от метро Saint Lazare и торгового центра Lafayette!Нас поразил интерьер квартиры и сама атмосфера:вы будете действительно чувствовать себя как дома!К нашему приходу все было подготовлено,чисто и убрано. Audeline также оказался невероятно милым хозяином, очень интеллигентным ,с знанием трех языков,в том числе русского,поэтому мы получили большое удовольствие поговорить с ним на родном языке!Он устроил нам лучший прием,который только можно было ожидать;также дома было все,чтобы сделать с утра вкусный завтрак)Безусловно рекомендуем это место,если вы окажетесь перед выбором поиска жилья в Париже!)
P.S.Нам настолько понравилось проведенное время в этой квартире,что мы решили оставить рекомендации на трех языках!)

C'est un appartement incroyable au centre de Paris, à quelques minutes de la Gare St Lazare et des Grands Magasins. La décoration est magnifique, l'atmosphère très posée et l'appartement entier est très propre.
Toutefois, la plus grande surprise a été l'hôte ! Audelin est quelqu'un de très gentil est cultivé, qui de plus parle trois langues et prépare de super petits-déjeuners !
Si vous souhaitez pratiquer votre Russe ou lire quelques classiques russes dans la bibliothèque d'Audelin, ne manquez pas cet appartement !
PS : Nous avons passé un séjour tellement agréable, que nous avons décidé de poster le commentaire en trois langues :)",1,catalan
Excellent!!!,8,english
Perfect location! Super convenient.,1,english
"Molt bona experiència! Apartament petit i molt ben situat al rovell de l'ou del Quartier Latin i sorprenentment tranquil. 
Philippe va ser molt atent i ens va donar orientacions per gaudir de l'estada.",1,catalan
EXCELLENT!,2,english
Super studio. Plein de lumière. Prix vraiment abordable.,1,catalan
"Hello,

I had a nice stay in Paris.

Salut

Julian",1,english
Excellent place!,8,english
Beautiful flat in great location. Made my trip to Paris extra special!,1,english
"Perfect!



",1,english
"Excellent rapport qualité/prix. Très bon accueil, à recommander!",1,catalan
"Super appart, beaucoup de charme, calme, bien équipé.
Bien situé, quartier commerçant.
Contact facile.
Merci!",1,catalan
Confortable,1,catalan
"La ubicación del apptm es muy central. Cerca de todo, puedes ir caminando y disfrutar de la belleza de parís y sus cafés. 
Maria, es una persona muy atenta y amable. Estuvo todo el tiempo pendiente de que me encontrara a gusto.
El apptm es muy limpio y confortable. Te sentirás como en casa;)
TODO GENIAL....GRACIAS",1,catalan
allotjament petit però molt confortable.,1,catalan
Petit studio tres agréable! Je recommande.,1,catalan
Great small Parisian apartment,1,english
"初めてAirbnbを利用した夫婦です｡

私たちは9日間滞在のうち､5日間Martineさんと一緒に生活をしました｡
常に私たちの事を気にかけてくれ､困ったことがあるとすぐに助けてくれたり､ﾊﾟﾘのｵｽｽﾒの場所も紹介してくれました｡

お部屋もとても清潔でかわいらしく､収納も広くﾀｵﾙの提供もしてくれました｡ｷｯﾁﾝも広くてとても使いやすいです｡

また､お庭がとても素敵です!
閑静な住宅街に位置しているので静かで､鳥のさえずりを毎日聞くことができます｡

また､ﾊﾟﾘに来たら宿泊したいです｡





",1,catalan
"Hote arrangeante
Chambre calme",1,catalan
Wonderful quintessential Parisian experience! Great location.,1,english
"Posizione ottima e appartamentino delizioso.
",1,catalan
Confortable pace!,1,catalan
"Très bon séjour chez Gilles qui est lui-même très sympa !
Quartier super,  studio conforme à la description, excellent rapport qualité/prix.
Je n'hésiterai pas à revenir :)
",1,catalan
Excellent space,1,english
"Très bon accueil, serviable, tout correspond à la description.
Chambre au calme.",1,catalan
Correcto,5,catalan
Génial,10,catalan
"A proximité de Paris expo. Super accueil, chambre spacieuse et salle de bain privée tout confort, je recommande. ",1,catalan
Chambre très propre - Très bonne literie,1,catalan
Chambre très propre,1,catalan
Parfait.. Merci,1,catalan
Muy feliz de la hospitalidad de Marie-Beatrice & Emmanuel.,1,catalan
"Sinplesmente perfeito. Atencioso, limpeza perfeita, localização a 2 quadras do metrô e bairro lindo. Café da manhã delicioso. Cama confortável.  Banheiro lindo e limpo. Detalhes que fazem a diferença. Voltarei  e recomendo. 
Simply perfect. Very atencious . Perfect cleaning. Good location near the subway. Beautiful neighbourhood. Delicious breakfast. Confortable breakfast. Gorgeous and clean bathroom. Derails wich make the difference.  I highly recommend. Hope get back soon.",1,catalan
Consiglio questo appartamento solo ad una coppia per le dimensioni. Positivo per la posizione,1,catalan
Excellent accueil !,5,catalan
"在卢浮宫对面,绝佳的地理位置｡房间非常干净,有一大两小三张床,适合家庭｡Eric非常友善,回复信息很及时｡",1,catalan
"El Mejor Apartamento para quedarse en París! Estilo Moderno-Clásico, ubicación privilegiada! Ves al Louvre al atardecer......Metro a 15 metros! Sena a 100 metros! Saint Germain Blvd. a 10 minutos caminando por la calles de Galerías de Arte! ",1,catalan
"지하철 역에서 매우 가까워서 좋고, Mr.Arno씨가 매우 친절했습니다! 바로 밑 조금만가면 Cafè가있어서 편합니다",1,catalan
"L’ubicació molt bona, no te ascensor, si portas maletes grans, una mica cansat, però val la pena!!!!",1,catalan
Top! Super appart!,1,catalan
Super appart !,6,catalan
"Apart super fonctionnel. Charmant. Très calme. Bref, je recommande.",1,catalan
Super cozy,1,catalan
Alles super!,3,catalan
"Réponses très rapides de Jacques
Studio très bien situé, bien équipé, calme",1,catalan
Alles tip top !,1,catalan
"Tres bon acceuil
Petit studio tres cosy
Tres bon quartier a 2 pas de Arc de triomphe",1,catalan
Super quartier sympa appart aussi,1,catalan
Cerca de autobuses y metro.,1,catalan
"Es un bon apartament per fer turisme en familia. Molt ben situat, tot el centre de Paris a peu. Stephane es molt amable i atent, i amb molts bons consells.",1,catalan
숙소가 역 근처라 주소 조회로 쉽게 찾을수 있었고 Host인 Luc가 반갑게 맞아 주었습니다.,1,catalan
La verdad que el departamento esta bien ubicado. A 150 mts del metro 1300 mts de la torre. Me aloje con mi esposa e hijo de un año. NO ES UN DEPARTAMENTO APTO PARA NIÑOS. HAY MUCHOS CABLES Y LÁMPARAS A SU ALCANCE. EL RESTO MUY BIEN. Luc siempre dispuesto a darnos indicaciones y consejos.,1,catalan
"Très bon séjour. 
Studio ultra propre et hôte très arrangeant",1,catalan
Correct,13,catalan
Super quartier et très chouette sdb. Chambre spacieuse!,1,catalan
"Chambre agréable. 
Bien située.",1,catalan
Elo es excelente persona!!  / Elo is excelent person!!,1,catalan
Excellent addresse,1,catalan
A real parisian experience,1,catalan
"房間呈現如同照片般一樣 乾淨 整齊 樣樣都有, 與Nicolas 的溝通也非常順暢,Thank you Nicolas.  最棒的是, 房子就在 les halles 商場 Lescot 出口附近, 搭地鐵/RER及去機場也都非常的方便.",1,catalan
Alles Perfekt. Super Lager!,1,catalan
Accueil chaleureux. Francoise est très arrangeante. Chambre confortable.,1,catalan
Great location. Cozy place. Yay!!!,1,english
Super endroit. Je recommande,1,catalan
Chambre spacieuse. Bien.,1,catalan
"파리의 젊은 분위기를 느끼기 좋은 아파트 입니다. 
Cozy appartement and convivial quartier !
",1,catalan
accueil très sympa,2,catalan
"A quintessential Parisian apartment in the heart of Le Marais.  Chic, cosy, comfortable.  Everything as described, & wonderful hospitality from Thibault & Mina.",1,catalan
"十分舒適的家,設備意想不到的齊全,樓下大量餐廳超市,十分方便,十分推薦給希望relax的旅客",1,catalan
"Fantàstica primera experiència amb Airbnb a tots nivells! L'apartament fabulós, molt acollidor. La zona supertranquila i cèntrica, a 5 minuts caminant del Pompidou. La rebuda de l'Isabelle molt carinyosa. Ens havia deixat unes flors precioses que deixaven perfumada tota l'estança. Un gran weekend! Merci beacoup Isabelle!",1,catalan
"Todo perfecto. Gran ubicacion, Muy cerca de la torre Eiffel y demas atracciones. Julien nos recibio muy amablemente en su casa. El departamento es tal cual se describe en las fotografiaa",1,catalan
Nice place. Cozy. Would recommend.,1,english
Excellent hosts! Great apartment.,1,english
"les imatges d l'anunci eran reals
distancies al metro exactes.botigues properes.vistes precioses.obsequi d'una ampolla de vi.
moltes gràcies per haver col.laborat en que aquests dies hagin estat inoblidables.intenti posar una solució al tema d les bosses va ser un gran inconvenient.",1,catalan
Merci encore Marie !,1,catalan
"La case di Leo

Colorata, è casa d’artista. 
Consolatoria. Sicura. Potrebbe dirsi pulita. 
Inserita in un pittoresco Impasse del Marais raggiungibile attraverso quattro piani di scale senza ascensore, un secondo piano con vista sui tetti di chiara atmosfera parigina e condizioni bohèmien.
Il quartiere multiculturale offre vastissima scelta: un croissant nella boulangerie no OGM di Anne Dorval, i famosi porri di Ling Long o la Paris Latina del Diablito. 
Non per leggere non per scrivere le consigliamo!",1,catalan
C,9,catalan
"Todo perfecto. Paul estuvo ahí para ayudar a mi tio que no habla francés. Puntual y bien dispuesto. El departamento está excelente, limpio, camas cómodas, baños agradables y duchas. Y el barrio, pues el el quartier de Montparnasse en plena corazón. Super tranquilo.
",1,catalan
Super appartement !,10,catalan
Cool appt,1,english
Perfect Parisian sanctuary.,1,english
"Super séjour, je recommande! Merci encore ",1,catalan
Perfect stay,6,english
Conforme au descriptif,4,catalan
"Todo es espectacular. Apartamento. Ciudad. Personas.
Ningún hotel es mejor que este apartamento.",1,catalan
"Tutto perfetto! Pulizia, ospitalità, vicinanza al centro, indicazioni date. Grazie Ann e Martin del piacevolissimo soggiorno! ",1,catalan
"La nostra experiència ha estat molt bona. Ens hem sentit molt còmodes. El pis era net i ordenat, molt ben distribuït, tot tal i com sortia publicitat, inclús millor. Érem 4 però no ens hem vist pas mancats d'espai.
Molt bona ubicació, en una zona tranquila, plena de serveis, a només 2 min a peu de l'estació de metro. Tardàvem només uns 15-20 min per anar a la Cité (en ple centre de París).
Voldríem destacar l'amabilitat de l'amfitrió i la seva organització de la nostra estada, amb informacions i consells d'interès per fer més útil la nostra visita a París.
El recomanem plenament a tothom, tant per a parelles com per a famílies amb un o dos fills.",1,catalan
"Studio très sympa, dans un quartier calme. Bon accueil de Florian à mon arrivée. ",1,catalan
"Excellent rapport qualité prix. A recommander. Violeta m'a accueilli très gentiment. Séjour de 2 nuits, parfait.",1,catalan
"bel appartement. tres bien situé. pascal est un hote accueillant.
",1,catalan
Centrally located. Great stay,1,english
"Super. Très bon accueil, Linda est de plus très sympa. 
L'appart est très bien, bien situé, bien équipé, la chambre est au calme. 
",1,catalan
Linda m'a très bien reçue. Je recommande vivement ce logement. La chambre est calme. Très bien situé. Je pense y revenir.,1,catalan
"Les fotografies responen totalment amb la casa. L'atenció de la Sophie és correcte. El dia de marxar vam poder deixar les maletes a la casa fins la tarda, moltes gràcies Sophie. A sota de la casa hi ha un forn i a un carrer un LIDL. A ds carrers h ha una boca de metro.

A tenir en compte: us haureu de fer càrreg d'un gat mentre hi sigueu, el barri no és massa recomanable, i dugueu el vostre propi paper de WC.",1,catalan
"Portugues
O apartamento é exatamente como mostrado nas fotos. A localizacao é muito boa. Rua segura, perto do metro, com opcoes de mercado e outros comercios perto. Os anfitrioes foram muito gentis e solicitos. Recomendo.

English 
The apartment is exactly as shown. The owners are kind and helpful. The neighborhood is fine, and you ll find a lot of options (markets, restaurantes... ) nearby. I do recomend Elodie's place.

Francais
L'appartement est tres bon situe (il y a des supermarches, boulangeries et restaurants jusqu'a peu metres). Elodie est tres gentille au nous aider avec tout!! Je recommend le ap de Elodie.",1,catalan
Contact facile avec Élodie. Bon rapport qualité prix.,1,catalan
"Prix abordable, immeuble bien situé,quartier calme , chambre propre, hôtes accueillants.",1,catalan
Great appartament!,1,english
"Compact & compleet appartement in het centrum van Parijs (arrondissement 1). Restaurants, winkels, bars voor de deur. Metro, bus & trein rechtstreeks naar Disneyland & CDG airport vlakbij. ",1,catalan
"Super! tres sympa, i would go back!",1,catalan
Somaya est très accueillante,1,catalan
"Logement parfait, quartier sympa, hôte accueillante = week-end réussi. Merci Jocelyn",1,catalan
"Quartier vivant, de nombreux restos. Impeccable.",1,catalan
Very cute compact apartment,1,catalan
"Eric很親切的告訴我們可以去哪些景點玩,以及如何去,房子有所有需要的東西,樓下就有超市滿方便的",1,catalan
"Ottimo posto, Eric è una persona fantastica ci ha accolto spiegandoci anche Comencini muoverci e cosa vedere . Assolutamente impeccabile 
La zona di Parigi purtroppo è un po’ sporca",1,catalan
Excellent apartment in a cozy area,1,english
Super appartement !!!,3,catalan
"Studio en total accord avec la description et les photos, vraiment bien placé et agréable.

Elise est très réactive et arrangeante. Je conseille !",1,catalan
Excellent host,6,english
O apartamento é perfeito e completo. Eitan é muito prestativo e atencioso. Recomendo. Voltaria mil vezes,1,catalan
"入住和离开都有专业的中介进行安排,时间上客人有较大的自主权｡我们晚上9点多到达,早上8点离开,都没有什么问题｡公寓的位置极佳,在一条安静的小街上,离塞纳河,西岱岛和购物中心都很近｡走路一分钟就有一个超市Franprix｡一分钟内能够到达Chatlet地铁站,这里有许多条Metro和RER,十分方便｡这里不是最便宜的民宅,不过相对于得到的方便而言,非常值得｡与房东和中介的交流非常顺畅｡能够及时得到他们的回复｡",1,catalan
"Super comme d'hab ! 
Merci Vincent ! ",1,catalan
"Vivez Paris, arrêtez ici",1,catalan
Great apartment. Nice guy - no probloems! Maybe a little short on cupboard space. But all a round a great apartment.,1,english
"Hôte très sympa, et chambre indépendante et très propres!",1,catalan
"Priscilla 的家非常可愛,離很多地鐵站都很近｡Monoprix,Carrefour,Franprix好多間超市也走路就能到｡同一棟的鄰居也很和善,還有個奶奶教我們如何坐電梯 ｡我們在的10天Priscillia人在美國,沒有機會能見到本人,但她幫我們解決了很多的問題,人真的非常的棒｡下次去巴黎一定再住Priscilla 的家｡",1,catalan
"Petite chambre tres agréable.
Je conseille.",1,catalan
"Accueil chaleureux de la part de Zara, chambre très agréable. Je recommande !",1,catalan
Veramente stato bene! E Lara é gentilissima! Consiglio a tutti!,1,catalan
Chambre et sdb conformes à la description. Très bien situé! À recommanderas,1,catalan
"B線の空港手前の展示会場に5日間通うため､Châtelet駅の近くで探してここにしました｡
Châtelet駅から歩いてすぐで凄く便利でした｡部屋も広く清潔感があり､ﾄｲﾚも2つあるので良かったです｡
ﾁｪｯｸｲﾝの時にﾎｽﾄとは別のﾊﾟﾘでの管理人が立ち会うのですが､ﾁｪｯｸｱｳﾄが朝7時になると伝えたらなぜか追加料金が必要だと伝えられ困惑しました｡ただ､ﾎｽﾄにﾒｯｾｰｼﾞでそのことを伝えると払わなくて問題ないという連絡をくれたので､結果としては対応にも満足できました｡",1,catalan
Perfect apartment in Montmarte!,1,english
Operaのど真ん中の立地で､MetroのOperaからも非常に近く､どこに行くにも便利でした｡利便性優先の方には､是非お勧めしたい物件です｡,1,catalan
