comments,N,lang
"Má první zkušenost s ubytováním v soukromém bytě byla velmi příjemná. Frantz byl přátelský a velmi vstřícný. Vše bylo dobře zorganizováno a i když jsem přijel dříve, Frantz se dostavil k předání klíčů a bytu do deseti minut po mém telefonátu. Dvoupokojový byt přesně odpovídal popisu v nabídce a byl pohodlný a čistý. Nachází se blízko stanice linky metra 4, centrum města je tak dosažitelné během 20 minut. Velmi děkuji za tuto možnost ubytování, kterou mi poskytli Jeanne a Frantz",1,czech-iso8859_2
S ubytováním jsme byli více než spokojeni. Vřele doporučuji! Tatiana nás velmi mile přivítala a vše jsme měli k dispozici.,1,czech-iso8859_2
"U Nicol jsme se cítili velmi vítaní. Apartmán je velice roztomilý, odpovídá popisu. Je velmi tichý, s hezkým výhledem do soukromé zahrady. Je skvěle situován, všechny zásadní památky jsou v procházkové vzdálenosti. Pokud bychom se do Paříže vraceli, tak zase k Nicol. ",1,czech-iso8859_2
Very Nice!!!!!,1,czech-iso8859_2
lovely stay,1,czech-iso8859_2
"ubytování bylo výborné s ohledem na polohu blízko eiffel tour. Snídaně byly vynikající, dokonce nám domácí umožnily zůstat v domě až do 12:00. poskytli nám velké množství užitečných rad na toulky Paříží. Velmi milý a vstřícný hostitelé.",1,czech-iso8859_2
"Vše v naprostém pořádku. Krásné, čisté bydlení a velice milá a ochotná paní hostitelka. Všem doporučuji!",1,czech-iso8859_2
very nice stay,2,czech-iso8859_2
"Byt je umisten blizko Sacre Coeur a presto je to klidna ctvrt. Byt je mensi ale utulny, citili jsme se zde super :) urcite tento byt doporucuji!",1,czech-iso8859_2
"Potřeboval jsem místo, které by se nacházelo blízko místo startu maratonu. Byt od Livia bylo ideální z tohoto hlediska. Livii jsem nepotkal, ale napsala mi podrobné instrukce na email a také byla dostupná po celou dobu na (Hidden by Airbnb) . Byt byl čistý a odpovídalo popisu. Koupelna a záchod bylo trochu menší a při sezení na záchodě se dotýkáte nohami obou stěn. Také bylo jasně slyšet každé slovo z vedlejšího pokoje, ale sousedé byli celou dobu potichu, takže v tom nevidím žádný problém. Za mě můžu byt jen doporučit!",1,czech-iso8859_2
"Výborná lokalita. Nočný život, bar a kabaret neďaleko. Nič z toho ale nerušilo. Okno dobre tesnilo. Nádherné rána, až na smetiarov. Ale c'est la vie. ",1,czech-iso8859_2
Very nice host. She knows a lot about Paris.,1,czech-iso8859_2
"Byt je v úžasné lokalitě, hned u domu je obchod kde jsme si mohli koupit potřebné věci a také spoustu podniků, které můžete navštívit. Vincent byl přátelský a v průběhu pobytu rychle reagoval na veškeré dotazy. Jediné co nám vadilo, byl ruch v ranních hodinách z důvodu rekonstrukce. Určitě doporučuji.",1,czech-iso8859_2
Skvělé ubytování pro pobyt a poznávání Paříže. Kousek od Pantheonu a Lucemburských zahrad a se spoustou dobrých restaurací a kaváren. V ubytování   je vše co je potřebné - Ikea standard.,1,czech-iso8859_2
"Alan byl skvělý hostitel, velmi nápomocný a ochotný. I díky němu jsme si pobyt v Paříži moc užili!",1,czech-iso8859_2
"Všechno super. Hezký byt, 10 minut od Sacre Ceur. Blízko na hromadnou dopravu. A i k té Eiffelovce se dá dojít pěšky :)",1,czech-iso8859_2
"Nice place. Thank you, Karole.",1,czech-iso8859_2
"Pěkný,malý byt ve velmi dobré lokalitě ",1,czech-iso8859_2
"Vše probíhalo na jedničku,  přesně tak jak bylo domluvené. Utulný a čistý byt, kde je vše potřebné.",1,czech-iso8859_2
You must choose Patricia’s house!,1,czech-iso8859_2
nice house~nice holiday,1,czech-iso8859_2
Nice neighborhood,2,czech-iso8859_2
Very lovely place to stay.,1,czech-iso8859_2
Prostředí bylo příjemné v centru Paříže. Byt je velmi pěkný a dobře vybavený. Hostitel je velmi milý člověk a nic nebylo problém. Ubytování vřele doporučuji!!!,1,czech-iso8859_2
Vřelé a přátelské přijetí.Cítila jsem se jako bych navštívila své přátele.,1,czech-iso8859_2
"Cítili jsme se vítaní, v pohodě. Vše odpovídalo nabídce, všude perfektně čisto, pokoj malý, ale příjemný.  ",1,czech-iso8859_2
S ubytováním jsem byl naprosto spokojený a mohu ho jedině doporučit.,1,czech-iso8859_2
Close to a lot. Nice spot. Would stay again.,1,czech-iso8859_2
Tudo muito bom,1,czech-iso8859_2
"Cozy, awsome place to stay",1,czech-iso8859_2
"Vše bylo bezvadné, akorát je zde velmi malý sprchový kout.",1,czech-iso8859_2
"Výborné ubytování na skvělém místě a u super hostitele. Není co vytknout, velmi doporučuju!",1,czech-iso8859_2
Byt vypadá přesně jako na obrázcích. Je čistý a útulný. Splnil moje představy. Vše fungovalo dle domluvy. Jen doporučuji.,1,czech-iso8859_2
Nice stay at François place,1,czech-iso8859_2
"První dojem z ubytování byl popravdě hodně špatný. Prach, zmačkané peřiny. Nebylo kam si odložit osobní věci. Pokud to chápu správně, tak hostitel v bytě trvale bydlí a byt opustí, když má rezervaci přes Airbnb. Což vysvětluje, že musí pracovně pryč. Náš pobyt měl být romantický, nakonec jsme se v bytě celé dny raději vůbec nezdržovali a toulali se celé dny raději venku. Byla jsem opravdu zklamaná a na konci pobytu šťastná, že mě v bytě alespoň nepokousali žádné štěnice, blechy nebo něco podobného. Hostitel má hodně co zlepšovat. A mimochodem ..výhled na Sacré-Coeur je pouze z malého okna v koupelně!!! takže pokud si plánujete sedět po večerech na balkoně a při sklence vína se kochat výhledem...tak to asi těžko! Opravdu zklamání.",1,czech-iso8859_2
"Jsme z toho zklamaní, nefungující věci, voda, hrozně malé. Nedoporučuji",1,czech-iso8859_2
Very nice place!!,1,czech-iso8859_2
"Maličký, ale vkusně zařízený byt na skvělém místě. Přes ulici je hudební klub i supermarket. Poblíž stanice metra a spousta bister. Kamarádka Candice na nás čekala s klíči navzdory pozdnímu příjezdu.  ",1,czech-iso8859_2
"U Elo jsme se cítili skvěle.Klidný a stylový byt s výhledem do zahrady ve vnitrobloku a lokalitou odkud je všude kousek. U Elo v bytě procestujete celý svět:) Mohu jen doporučit. A pokud se vrátíme, tak jedině sem:)",1,czech-iso8859_2
"Thank you, see you next time ",1,czech-iso8859_2
such a lovely house ^u,1,czech-iso8859_2
Thank you Benjamin! We had a very nice stay.,1,czech-iso8859_2
"Cítili jsme se velmi příjemně, měli jste maximální komfort a soukromí. Všechno bylo jako na fotkách a v popisu. Jsme velmi rádi, že jsme měli možnost bydlet u Valentina pomocí Airbnb. Cítili jsme se jako Pařížané :)",1,czech-iso8859_2
very nice host.但是这个街区可能不是很安全,1,czech-iso8859_2
"房东超级Nice~就在蓬皮杜中心边上,走路一分钟的节奏~去机场也很方便,半小时的车程~市中心的地段,走去老佛爷半小时,走去香榭丽舍四十多分钟吧~赞赞的~~不过,这个房子只有一间房间哦,和房东一起住的~公共设施除了厕所和沐浴间也不好意思用~哈哈~",1,czech-iso8859_2
Nice host!,6,czech-iso8859_2
"Komunikace s hostitelem byla výborná, vše proběhlo bez problémů. Francois je milý a spolehlivý, vše nám ukázal, vysvětlil, popsal nám okolí, doporučil restaurace, kavárny, ukázal nám kudy se kam nejlépe dostaneme. Byt je umístěn uvnitř vnitrobloku, kde je klid a velmi čisto. Samotné bydlení je příjemné a pohodlné, pro skupinu ideální. Zajímavé je také členění bytu, jsou zde čtyři patra, což mu dodává osobitou atmosféru. V okolí je hodně obchodů, hned vedle je supermarket a výborná pekárna. Pár kroků od domu je metro, další dvě linky mají zastávky opodál. ",1,czech-iso8859_2
Top Spot,1,czech-iso8859_2
Very nice :),2,czech-iso8859_2
"Julien byl velice sympatický a ochotný. Byt byl čistý, uklizený a vypadal přesně podle fotek. V blízkosti stanice metra 2 minuty, poblíž pekárna, kavárny, restaurace. ´Pokud nevadí, 4. patro bez výtahu. Vřele doporučujeme. Pokud pojedeme do Paříže znovu, rádi se zde znovu ubytujeme. ",1,czech-iso8859_2
nice house!,1,czech-iso8859_2
"Poměr cena a dopravní dostupnost je výborná. Stanice metra před domem.  Apartmán na místní poměry velký, plně vybavený, čistý. Koupelna čistá.  Starší dům, vše je slyšet. ",1,czech-iso8859_2
"파리 여행을 더 완벽하게 만들어준 숙소입니다.
스튜디오 형식의 숙소는 정갈하고 예뻤어요. 작은 정원도 마음에 들었구요.
아기자기하고 귀여운 분위기에, 여자들이 좋아할만한 요소들이 많았던 것 같아요.
스테판과 그의 와이프가 만든 식기들과 의자를 사용하는 것도 좋았고,
접시에 그림을 그려 걸어놓은 것도 귀엽고 재미있었어요.
궁금한 것이 있거나 요청사항이 있을 때마다 친절하게 답변해줘서 도움이 많이 됐어요.
파리에서 좋은 추억을 만들수 있게 해줘서 고맙습니다-",1,czech-iso8859_2
"Antoin je velice milý a spolehlivý hostitel, jeho byt je fantasticky umístěn v centru Paříže, kousek od Champ Elysees, současně  se ale jedná o velmi klidnou a luxusní zonu. Byl je velmi vkusně a prakticky zařízen vším potřebným, velmi pohodlný pro 4-6 člennou rodinu, velice oceňujeme jeho čistotu a útulnost. 
Již se těšíme na naší příští návštěvu u Antoine. Můžeme ve všech směrech jenom doporučit.",1,czech-iso8859_2
"Bydlení bylo skvělé, čisté, upravené, vše jak bylo slíbeno. Hostitel  komunikoval, čekal na nás po příjezdu, vše bylo naprosto v pořádku, byli jsme spokojeni, můžeme doporučit!",1,czech-iso8859_2
Nice place! Good host!,1,czech-iso8859_2
"Elsie, krásný a milý člověk, pobyt u ní doma byl absolutně bezproblémový. Večery, kdy jsme se potkaly, byly moc fajn a príma. Ubytování čisté, klidné místo, se skvělou atmosférou. Nejvíce asi vyjádří konstatování, že pokud se di Paříže vrátím, tak dozajista k Elsie. Díky!!!",1,czech-iso8859_2
"Olivier je velmi dobrý hostitel - jeho přítomnost není obtěžující, ale kdykoliv je připraven poradit nebo pomoci.

Klady:
- VÝHLED NA EIFFEL TOWER - toto z pokoje dělá naprosto úžasné místo pobytu, eiffelovka je vidět přímo z postele!!!
- příjemně starší vybavení bytu, všude je čisto, dřevěné podlahy
- v okolí jsou pekárny, kavárny, kebap, vše dostupné v rámci minut, doporučujeme i půjčení jízdního kola

Zápory:
- 92 schodů do 5-tého patra, žádný výtah
- příchod z centra do kopce, je to pěkně vysilující
- v pokoji není skříň, věci je nutno pověsit na radiátor, není to pohodlné",1,czech-iso8859_2
"Francois je skvělý hostitel, výborná komunikace a domluva.",1,czech-iso8859_2
"V době naší návštěvy bohužel Véronique nebyla v Paříži, ale domluva i instrukce byly skvělé a vždy se snažila vyjít nám maximálně vstříc. Těším se, jestli ji někdy osobně poznám. Umístění bytu je super - klid, vyhled do zahrady a hlavně - všude je to kousek pěšky. My si nejvíc užívali každodenní prochazky kolem Eiffelovky a výběr z mnoha restaurací kolem. Byt je kompletně vybavený, hezký, čistý a jediné, co nám chybělo, bylo mýdlo v koupelně :) Rádi se někdy vrátíme!",1,czech-iso8859_2
"Ubytování se mi velice líbilo, byt je sice situovaný dále od centra, ale na metru, a to stále v jeho vnitřní zóně. Byt je malý, ale útulný a je v něm vše potřebné. Hostitelé mi ve všem vyšli vstříc, komunikace s nimi byla bezproblémová. Pobyt u Dalia a Yeun mohu doporučit.",1,czech-iso8859_2
"lovely.  
Thank you",1,czech-iso8859_2
Lucky you,1,czech-iso8859_2
Nice host.Nice Flat.,1,czech-iso8859_2
"Very nice room, very nice host.",1,czech-iso8859_2
Nice Stay.Thanks,1,czech-iso8859_2
"離地鐵近,住的非常舒適,Bob非常幫助我們,人非常好,感謝他為我們做的任何事,五星級房東",1,czech-iso8859_2
"Romain byl výborný hostitel. komunikace byla skvělá. Romainův byt byl velmi útulný a čistý. stanice metra byla opravdu blízko. Jsme rádi, že jsme mohli bydlet na tomto místě a můžeme ho rozhodně doporučit.",1,czech-iso8859_2
"Kouzelné místo uprostřed Paříže blízko centra a metra, přesto oáza klidu po náročných výletech. Byt je sice malý, ale velmi útulný a skrze krásné knihy inspirující. Potěšil nás i velmi nádherný dvůr. Bezproblémová komunikace s Marií náš pobyt v Paříži velmi ulehčila, měli jsme k dispozici vše, co potřebujeme.",1,czech-iso8859_2
"Tarik a Mathilde jsou výborní hostitelé. Byt je perfektní s příjemnou terasou na klidném místě. Jeho poloha vzhledem k centru je výborná, hned vedle Bastila. Okna jsou situována do klidného dvora. ",1,czech-iso8859_2
So nice housekeeper.,1,czech-iso8859_2
"Naprosta spokojenost. Byt je skvele umisten - urcite doporucujeme navstivit hrbitov Pere Lachaise - stoji  za to! Vybaveni bytu a cistota dokonale. Obyvak ma sice okna do rusne ulice, ale okna maji venkovni zaluzie a je zde i klimatizace. Moc se nam zde libilo. Hostitelka vyjde vstric, je velmi mila.
Pri navsteve Parize bychomi vyuzili urcite znovu.",1,czech-iso8859_2
very nice host jean paul!,1,czech-iso8859_2
Muy bueno todo !!!,1,czech-iso8859_2
"Skvělá lokalita v Paříži! Doporučuji všem, kteří chtějí ubytování v centru paříže za rozumnou cenu. Velmi hezká koupelna a skromný pokoj s nádherným výhledem. Jen začátek března bylo trochu bláznivé počasí ☂☼:) tak jsem ocenila fén i deštník! Děkuji Bernarde",1,czech-iso8859_2
nice stay,3,czech-iso8859_2
"Pěkné ubytování v centru Paříže, které splnilo naše očekávání. Pro přenocování na 1 či 2 noci ideální. Bohužel zcela chybělo jakékoliv mýdlo či věci na mytí nádobí a v bytě byl pouze jeden hrníček. Jinak bez komplikací.",1,czech-iso8859_2
"非常棒的房子,想去的地方都是步行可达!住家人也很好,check out之后东西落了还拜托了别人来帮我们开门拿东西…房间比较小但是地理位置非常棒,我们是2人行,够住,性价比非常高!!
住家周围有一家步行15 mins可达的非常棒的蜗牛店,法国的百年老店,专做蜗牛料理,强烈推荐",1,czech-iso8859_2
"Cítili jsme se přijatí a vítaní. Popis sedí přesně. Lokalita neměla chybu - člověk je uprostřed dění, ale ničím nerušen. ",1,czech-iso8859_2
"Byl náš pobyt fakt dobrý! Doporučuji všem!!! Přijeli jsme úplně v noci a měli možnost dostat do apartmá. Kousek od bytu je velké placené parkoviště a je to skoro centr města. Byt má takovou skvělou atmosféru, s neuvěřitelným schodištěm!!!! Byt byl čistý a uklizený, jenom koupelna byla trochu tak tak, jinak to bylo fajn!!!  Sasha byla velmi přátelská a komunikativní, takže doporučuji každému. ",1,czech-iso8859_2
Good Place to stay,2,czech-iso8859_2
"Krásný pohled z balkonu směrem napravo na Eiffelovu věž=Paříž jako na dlani! Krásné místo pro snídani i večerní odpočinek, kovová lavička+stolek, skládací židle+lehátka. Dům je zrekonstruovaný, čistý, s výtahem. Zajímavá a pohodlná postel spouštějící se ze stropu, měly jsme ji stále staženou, v bytě je i tak dost místa. Kuchyňka obyčejná, funkční lednice/mrazák i mikrovlnka. Wifi v pohodě, Tv jsme ani nezapínaly. Koupelna obyčejná, fén funkční. Ložní prádlo+ručníky čisté a voňavé. Malá šatní skříň s pár ramínky. Hned vedle vchodu obchod, otevřeno 8-23hod, celkem dobře vybavený/jogurty, ovoce, zelenina, pečivo, víno aj. V ulici je řezník, lahůdkářství, pekárna, malý pěkný bar Petit Comité a příjemná restaurace Le Faitout. Na metro Pyrenées kousek, park B-Chaumont na ranní běh, park Bellville s nádherným výhledem a pohodovou restaurací Moncoeur Bellville. Skvělých šest dní v Paříži, narozeninová oslava=dcera a já!",1,czech-iso8859_2
"Hostitelka je milá a pohostinná, i přes to, že nemluvíme Francouzky se s námi snažila domluvit. Ale byl to celkem problém. Tento pobyt bych doporučovala spíš lidem, kteří mluví alespoň trochu Francouzky.  Ale i tak za všechno moc děkujeme :-)",1,czech-iso8859_2
"非常非常非常巴黎的住宿體驗,Arnaud協助我搬行李上樓並介紹房間,也說明附近的超市和餐廳｡房間的設計非常巴黎,客廳和臥室分開,廚房的設備非常先進好用,有iPhone播放音樂器,因為旅行了許多天,我們也使用了洗衣機｡開瓶酒我可以在房間待一整天,真的好愛這間,個人非常推薦~",1,czech-iso8859_2
"좋은위치에 있어서 주변에 핫플레이스들이 많고 엘레베이터도 있어서 무거운짐도 가뿐히 가지고 올라갈수 있다. 무엇보다 호스트의 세심한 배려들이 있는 공간이다. 추운파리에서 집은 따뜻하고 포근했으며, 감각있는 인테리어와 깨끗한 집은 머무는동안 기분이 좋았다. 나중에 파리에 오게 되면 다시 가서 머물고 싶은곳이다- 
주변이 조금 시끄러울수 있다. 근데 그리 신경쓰일정도는 아니다. 감수할수 있다^^",1,czech-iso8859_2
Všechno bylo perfektní.,1,czech-iso8859_2
우선 엘레베이터가 없다는 점이 있지만 샤를 드골 공항까지 가는 RERB가 바로 앞에 있습니다. PORT ROYAL역과 버스정류장이 바로 앞에 있어 편리합니다. 또한 호스트와의 의사소통이 편리했으며 어려운 점을 해결해주었습니다! 바로 앞에 뤽상부르 공원이 있으며 즐거운 파리생활에 잘 어울립니다.,1,czech-iso8859_2
"Byt je blízko stanic metra, čistý a útulný. Dá se zvládnout i výstup do pátého patra. Uvítal na kamarád hostitele a čekal v dohodnutou dobu před domem. Informace jsme měli přesné a byt odpovídal popisu a fotografiím. Starším lidem, jako jsme byli my, může trochu vadit večerní hluk z ulice, kde jsou kavárny či restaurace. Po zavření oken je však klid.
",1,czech-iso8859_2
"Pobyt u pana Yvese byl super! Pokoj akorát pro dva, postel celkem vrže, ale dá se to přežít :-) Prostě milý prostor v klidné ulici, blízko stanice metra i supermarket. Děkujeme za pobyt!",1,czech-iso8859_2
"Všechno bylo naprosto bezproblémové. Byt byl krásný, pěkně zařízený, čistý a v příjemné čtvrti. Pro rodinu s dvěma dětmi naprosto vyhovující. Dostupnost na metro a další spoje skvělá. Instrukce, které nám Stephane připravil, byli zcela jasné a srozumitelné. Příští návštěvu Paříže rád strávím zase tam. Vřele doporučuji.",1,czech-iso8859_2
"Bydlení u Ruth bylo fantastické. Byt je krásný, zařízený s vytříbeným vkusem, plný starožitných a osobních věcí, ke kterým jsmě měli hluboký respekt. Cítili jsme se zde jako doma. Díky bydlení u  Ruth máme nového přítele - kocoura Neve, který nám po celou dobu dělal  příjemnou a nevtíravou společnost. Lokalita je vynikající, bydlení na ostrově Ile St Louis, katedrála Notre Dame na dosah, co více si přát? Díky Ruth!",1,czech-iso8859_2
"Ubytování je asi 5 minut pesky od metra, v okolí je supermarket i možnost se najíst. Metrem asi 40 minut na eiffelovku. Dum je moc pěkný, pokoj byl velmi malý, ale na spaní staci. Agnes mela krasne uklizeno a moc hezky se o nás starala, skvěla komunikace. Pomerne složitý systém odemykání, který jsme ani po čtyřech dnech nepochopili, ale vždycky nám někdo otevřel :D.",1,czech-iso8859_2
Very Nice,3,czech-iso8859_2
"Skvělá komunikace před i při příjezdu, mohly jsme se ubytovat dříve, než bylo v instrukcích. Byt byl čistý, dobře vybavený, WIFI fungovala velmi dobře, čtvrť se nám zdála bezpečná, na metro pár minut, do centra kousek. ",1,czech-iso8859_2
"Rodiče tady byli minulý víkend a naprostá spokojenost. Ideální na přespávání, dostatečné vybavení, čisté, klidné, blízko dopravy, obchodů a super domluva s domácími.
Nemají co vytknout. :)",1,czech-iso8859_2
Perfect stay. Perfect  host,1,czech-iso8859_2
"Frederique je velice prijemna hostitelka, pohotove odpovida na zpravy a respektuje soukromi. Pokoj je starosvetsky dreveny, velky a s pohodlnou posteli. Ma take soukromou koupelnu (sprcha + umyvadlo, zachod je zvlast be apolecne casti). V kuchyni jsem mel k dispozici mikrovlnku, jeden regal v lednici a mohl jsem i pouzit pracku. Byt je  v bezpecne lokalite a vyhodne polozen, v okoli je hodne restauraci, baru, stanic metra i dve hlavni nadrazi, ze kterych vedou spoje na letiste CDG i Orly. Stravil jsem tu tri tydny a mohu tento but vrele doporucit.",1,czech-iso8859_2
Nice spot thank you,1,czech-iso8859_2
"Děkujeme za úžasné 3 dny v okouzlujícím bytě. Je naprosto klidný, přestože se nachází v centru Paříže. Našli jsme vše v naprostém pořádku, krásně připravené k ubytování.  Z bytu je všude kousek a když se vám nechce pěšky, metro je hned za rohem. Můžeme všem jen doporučit. ",1,czech-iso8859_2
"Ubytování bylo skvělé v blízkosti památek a hlavního centra. Veškeré potřebné vybavení bylo přímo na bytě, v blízkém okolí byli i potraviny a vše potřebné. Skvělá dostupnost metrem i RER linkou. Majitelka i když neuměla anglicky, skvěle vše vysvětlila, ukázala a vše bylo srozumitelně předáno.",1,czech-iso8859_2
"Very nice host, adorable dog",1,czech-iso8859_2
"Perfektní domluva/vstřícnost ohledně příjezdu/odjezdu. Super lokalita, hned u metra, supermarket, obchody. Samotný byt je 4.patro bez výtahu, mohl by být problém třeba s kočárkem, nám to ale nevadilo.",1,czech-iso8859_2
nice host,1,czech-iso8859_2
"Velmi rychlá a milá komunikace. Příchod pozdě v noci proběhl v pořádku. Sandra nám poslala detailní popis, kde jsou klíče atp. Pokoj je sice velmi malý, nicméně pro přespání dostačující. Z bytu jsme došli za 15 minut na Montmartre. Celkově spokojenost! Děkujeme! :)",1,czech-iso8859_2
"Nice guy nice house
",1,czech-iso8859_2
"Předání klíčů proběhlo v pořádku,poslané vstupní kody fungovali. Byt byl velice prostorný,čistý,pěkný. Nebylo co vytknout. Velice doporučuji.",1,czech-iso8859_2
에펠탑과 가깝고 주변에 메트로 역이 많아 다니기 편리했습니다.,1,czech-iso8859_2
"Dobré ubytování, čisté a bezproblémové. Dobrá lokalita",1,czech-iso8859_2
Very nice place...,1,czech-iso8859_2
Nice place. Very close to Louvre.,1,czech-iso8859_2
"Lokalita je bezvadna a ubytovani neni v porovnani s ostatnimi drahe. Trosku me prekvapilo, ze check out byl uz v 10 hodin, ale asi zalezelo i na prijezdu nasledujicich hostu. Ralda i Alex komunikovali rychle a jejich rady a popisy, napr. jak najit byt, byly velmi uzitecne.",1,czech-iso8859_2
very very nice Hoster.,1,czech-iso8859_2
"Ubytování je na dobrém místě- téměř  úplném v centru.
Komunikace s hostitelkou byla velmi rychlá, odpovídala okamžitě.
Všechno bylo čisté. Cítila jsem se tam dobře.
Jediné co byl problém, tak jedna sprcha na velké množství lidí kdy jsem musela čekat třeba hodinu než jsem se do koupelny dostala.",1,czech-iso8859_2
"Menší ale hezký byt, skvělá lokalita a dobrá cena. Rozhodně doporučuji :)",1,czech-iso8859_2
"两个房东都超级好,给了我们各种建议｡17号没位置了还专门帮我跑了两个hotel问价,为我们找房子住｡青旅地段不错,出门就是地铁站,巴黎圣母院､先贤祠､卢浮宫都可以走过去｡总之,很安心很方便的一个住处｡",1,czech-iso8859_2
"숙소위치가 너무 좋았고, 호스트가 매우 친절하셨습니다.",1,czech-iso8859_2
Very nice place !!!,1,czech-iso8859_2
Very nice place !!,1,czech-iso8859_2
"Byt byl krásný, všechno bylo tak jak bylo v informacich. Claire byla moc milá a ochotná.",1,czech-iso8859_2
"Děkujeme Marcovi za perfektní ubytování. Byt byl pro naši čtyřčlennou rodinu menší, ale pro naše potřeby stačil. S Marcem jsme se kvůli jeho pracovnímu vytížení nepotkali, ale byl k dispozici na telefonu.
Byt byl čistý a kuchyně standardně vybavená. V lednici nám Marc nechal i vychlazené pivo :-). Koupelna měla nevýhodu v tom, že se nedala větrat. 
Paříž nás uchvátila a možnost bydlet přímo v centru dění pár kroků od Eiffelovy věže v době konání fotbalového EURO2016 byla úžasným zážitkem. Pokud se někdy znovu do Paříže vypravíme, Marcův byt bude naše první volba.",1,czech-iso8859_2
"very nice stay, nice apt",1,czech-iso8859_2
"Krásný, útulný malý byt blízko centra a krásného parku. Komunikace s Elitebath byla skvělá a rychlá. ",1,czech-iso8859_2
"Čisté, dobře vybavené studio, perfektně situované. / Clean, well-equipped, perfectly located studio. / Studio propre, bien équipé et parfaitement situé.
Ke stanici metra Strasbourg - Saint Denis dojdete za pár minut, o kousek dál staví autobus, který Vás pohodlně zaveze na Gare du Nord. Pěšky za pár minut jsou dosažitelné i další linky metra, včetně Châtelet - Les Halles. Pro poznávání Paříže ideální výchozí bod. V přízemí je supermarket, v bezprostředním okolí pak minimálně další dva a pár minut chůze živá Quartier Montorgueil, kde se nachází spousta příjemných bister a restaurací. Po náročném dni jsem ocenila pohodlnou manželskou postel. Vybavení kuchyně odpovídá fotkám - kávovar, rychlovarná konvice, mikrovlnka, lednice, sporák... Vše funkční a čisté.",1,czech-iso8859_2
"Majitelka je ochotná, vstřícná, komunikativní - hovoří málo anglicky ale nebyl to problém. Fotografie ubytování odpovídají skutečnosti. Místnost je malá, ale útulná, s velkou matrací na spaní v patře. Uvítali jsme možnost uvařit si. Lokalita parádní, nedaleko metro a památky na dosah.",1,czech-iso8859_2
Vse jak bylo uvedeno. S pani komunikace skvela a rychla. Radi se opet vratime:-))) dekujeme,1,czech-iso8859_2
Very nice a s,1,czech-iso8859_2
"vyhovující ubytování , výborně umístěné , příjemná hostitelka",1,czech-iso8859_2
"Vše bylo v pořádku, bylo poslán jasný návod jak se dostat do bytu, v bytě žádný problém, pokud je zima je možné si zatopit, koupelna moderní čistá, připravte se ale že je ubytování na kopci a z každé zastávky metra je to do kopce :D",1,czech-iso8859_2
"Utulny bytecek. Ubytovani probehlo bez problemu,jen zpravy od Erika byly ve Francouzstine,ale domluvili jsme se. :) doporucuji",1,czech-iso8859_2
"Byt byl maličký, ale podle kamarádky, co v Paříži žije, je to běžné, takže jsem nic většího ani nečekala - hledali jsme hlavně něco na přespání, takže jsme preferovali nízkou cenu před komfortem.
Pro ty, kteří by chtěli v bytě trávit víc času bych doporučila hledat jinde, ale nám to stačilo.  Je to hned u metra, i když cesta do centra chvíli zabere a kousek od domu je i menší supermarket... Zvládli jsme si tam i uvařit jednoduché jídlo - kuchyně byla vybavená potřebným nádobím i spotřebiči.
Nabídka je sice ve francouzštině, ale Yael komunikuje i anglicky, takže domluva předání klíčů a vše potřebné proběhlo snadno.
Jediná menší nevýhoda pro páry - 2 postele nad sebou - ale věděli jsme to předem a Yael nám připravila matrace na zem, takže jsme spali spolu, jen to lůžko bylo pro 2 trochu menší.",1,czech-iso8859_2
"Ubytování bylo dle popisu shodné, hostitelé byli příjemní, lokalita výborná, v okolí plno restaurací i obchodů a přitom klidné místo.",1,czech-iso8859_2
Muy bueno todo,3,czech-iso8859_2
Very nice !!,2,czech-iso8859_2
"Emma byla skvělá, nápomocná a vše šlo bez problému. Studio bylo krásné, uklizené a pro dva naprosto ideální. Krásně zařízené. Můžu jenom doporučit.",1,czech-iso8859_2
Very nice place to stay,2,czech-iso8859_2
very  nice,1,czech-iso8859_2
"Krásný byt kousek od Montmarteru. Byt je přímo nad železniční tratí tak je třeba počítat s větším hlukem v noci, ale s tím jsem počítala a nevadilo mi to. Anida a Paolo byli velmi milý a byt byl krásný a čistý. Děkuji moc, určitě tam nejsem naposledy.",1,czech-iso8859_2
"Byt byl krásný, čistý a na hezkém klidném místě. S hostitelkou byla skvělá domluva. Dokonce jsme si při odjezdu zapomněli v bytu Iphone a ona se s námi ihned domluvila a telefon zaslala poštou. Byly jsme víc než mile překvapení. Děkujeme!",1,czech-iso8859_2
So lovely <3,1,czech-iso8859_2
"Strávili jsme v Guillaumove bytě 3 noci. Byt se nachází na opravdu skvělém místě, moc se nám v části Montmartre líbilo. V bytě bylo vše základní, co člověk k pobytu potřebuje. Trošku nás zklamalo, že jsme neměli povlecene peřiny a nenašli jsme povlak na peřinu. Ale to se dalo odpustit. Horší byla zima v bytě a k dispozici pouze malinké topení, které nebylo dostačující. První večer na manžela nezbyla tepla voda na sprchu, ale pak už jsme si dávali pozor  a vodou šetřili. Nicméně v domě byl krásný klid, nebyl slyšet žádný ruch z ulice. Přes veškeré nedostatky byt mohu doporučit, předevsim pro svou úžasnou polohu přímo u stanice metra v krásné čtvrti. Děkujeme za poskytnutí pobytu ",1,czech-iso8859_2
"Very nice place to stay, very new.",1,czech-iso8859_2
