comments,N,lang,en-en,comments
Super ! Je recommande !,1,catalan,fr-en,Super ! I recommend !
"Appartement que nous recommandons.
",1,catalan,fr-en,"Apartment that we recommend.
"
Typiquement parisien. Super bien situé. Confortable. Super accueil. Je recommande.,1,catalan,fr-en,Typically parisian. Super well located. Comfortable. Super home. I recommend.
Very pleasant stat,1,catalan,en-en,Very pleasant stat
Lovely apartament :),1,catalan,en-en,Lovely apartament :)
Comfortable city.,1,catalan,en-en,Comfortable city.
Excellent accueil. La chambre privée correspond parfaitement à la description.,1,catalan,fr-en,Excellent welcome. The private room corresponds perfectly to the description.
"La ubicacion es muy buena, cerca de las atracciones turisticas, especialmente de la torre eiffel. Tambien hay mercaditos cerca para comprar a cualquier horario. El departamento es cómodo y la atencion del desayuno es excelente. La atencion del anfitrion fue Excelente! Recomendable 100%.",1,catalan,es-en,"The location is very good, close to the tourist attractions, especially the eiffel tower. There are also convenience stores close by to buy any schedule. The department is comfortable and the attention to the breakfast is excellent. The attention of the innkeeper was Excellent! Recommended 100%."
Chambre Tres bien située et au calme!,1,catalan,fr-en,Room Very well located and quiet!
Comfortable.,1,catalan,en-en,Comfortable.
Great f you meet Charles it’s a special treat,1,english,en-en,Great f you meet Charles it’s a special treat
"Apartament molt acollidor, amb molta llum i molt tranquil. L'amfitriona Tien va ser molt agradable i ens va orientar en tot el que vam necessitar, tant en tema de transports com de restaurants i d'activitats culturals que hi havia durant la nostra estada a Paris, estant sempre localitzable. Ja tenim apartament a Paris per quan hi volguem tornar!! ",1,catalan,ca-en,"Apartment very cozy, with great light and very quiet. The host Tien was very nice and asked us for guidance in all that we need, both in the subject of transport as of restaurants and cultural activities, there was during our stay in Paris, being always traceable. We already have apartment in Paris for when we want to go back!! "
"Location, location, location!
Fantastic!
Great communication!",1,english,en-en,"Location, location, location!
Fantastic!
Great communication!"
"Nous avons resté tellement enchanté avec l'appartement. La localisation est vraiment parfait, la nettoyage impeccable et la literie de très bonne qualité. 

O apartamento e excelente, vale muito a pena pela localizacao, amenidades e qualidade das coisas. E um quartier muito alegre e com lojas e atracoes a alguns passos de distancia",1,catalan,fr-en,"We have remained so enchanted with the apartment. The location is really perfect, the cleaning impeccable and the bedding of very good quality. 

O apartamento e excellent, vale muito a pena pela localizacao, amenidades e qualidade das coisas. E um district muito alegre e com lojas e atracoes a alguns passos de distancia"
"Excelente....Excelente!!!!!!!!!   Merci!!!!!!!  Gracias!!!!!!!!
",1,catalan,es-en,"Excellent....Excellent!!!!!!!!! Merci!!!!!!! Thanks!!!!!!!!
"
It's perfect,2,catalan,en-en,It's perfect
"El apartamento de Jean-Philippe está genial. Muy limpio. Cama muy cómoda. Nos atendió para darnos las llaves y explicarnos dónde comer y beber por la zona. Las vistas son fantásticas. El barrio es agradable con muchos restaurantes y bares. Se puede ir andando a cualquier sitio interesante de París y está a dos paradas en metro de la Gare du Nord. Si puedo, volveré a este apartamento y se lo recomendaré a mis amigos. Nos sentimos como en casa.

Jean-Philippe's apartment is great. Very clean. Confortable bed. Check in was perfect, he gave us a few recommendations for restaurants and bars nearby. You can walk to most of the best attractions in Paris. 2 undergorund stops from Gare du Nord. I would recommend it to my friends and I would definitely  stay at JP's next time I visit Paris. We felt like at home",1,catalan,es-en,"The apartment of Jean-Philippe is brilliant. Very clean. Very comfortable bed. Greeted us to give us the keys and showing us where to eat and drink in the area. The views are fantastic. The neighborhood is nice with many restaurants and bars. You can walk to any interesting site of Paris and is two metro stops away from the Gare du Nord. If I can, I will return to this apartment and will recommend to my friends. We felt like at home.

Jean-Philippe''s apartment is great. Very clean. Comfortable bed. Check in was perfect, I gave us a few recommendations for restaurants and bars nearby. You can walk to most of the best attractions in Paris. 2 undergorund stops from Gare du Nord. I would recommend it to my friends and I would definitely stay at jps next time I visit Paris. We felt like at home"
Super appart!  Hôtes très sympas,1,catalan,fr-en,Super appart! Hosts very friendly
"Hem estat en aquest apartament una família de quatre membres (dos adults i dos adolescents). Havíem contractat un altre apartament just al carrer de darrere i unes hores abans d'arribar a París ens van comunicar que ens ens l'havien de canviar però el canvi va ser a millor ja que aquest apartament tenia una habitació més que el que nosaltres havíem contractat inicialment. La decoració és molt original i la neteja perfecta. L'apartament no té finestres, però entra molta llum i s'està molt agust. Un apartament molt nou i molt espaiós. Els banys molt nous i la neteja perfecta.  Els llits eren fantàstics, amb uns matalassos de molta qualitat. No s'escoltava cap soroll, perquè està en un pati intern, així que hem descansat molt agust. Ens ha encantat. ",1,catalan,ca-en,"We've been in this apartment for a family of four members (two adults and two teenagers). We had hired another apartment just on the street behind and a few hours before arriving in Paris we were to communicate that to us we had to change but the change was for the better since this apartment had one bedroom more than what we had initially hired. The decor is very original and the cleaning perfect. The apartment has no windows but gets plenty of light and is very agust. A apartment very new and very spacious. The bathrooms are very new and the cleanliness perfect. The beds were fantastic, with a few mattresses of great quality. Not be heard any noise, because it is in a courtyard internal, so we rested very agust. We have been delighted. "
"Comunicazione perfetta! Accoglienza perfetta!
Appartamento perfetto!
Posizione perfetta!
Meglio di così impossibile trovare. Torneremo sicuramente 
Grazie Aram",1,catalan,it-en,"Perfect communication! Perfect host!
Perfect apartment!
Perfect location!
Best of so impossible to find. Will definitely be back 
Thanks Aram"
L'ACCUEILLE DE MARILOU ET L'APPART ETAIS PERFECT,1,catalan,fr-en,"The HOSTS, MARIE AND The APARTMENT WAS PERFECT"
"Appartement Tres sympa, hôtes sympas ",1,catalan,fr-en,"Apartment Very nice, breakfast nice "
Chambre très calme dans un quartier chaleureux. Des hôtes super accueillants. Allez y les yeux fermés,1,catalan,fr-en,Room very quiet location in the warm. Hosts super friendly. Go there with your eyes closed
"Chambre spacieuse 
Ascenseur 
Literie confortable 
10 minutes à pieds des champs Elysée 
Tarif correct 
Un vrai plus petit « déjeuner inclus »
Et le chat Bergamote qui vous accueil avec sa cravate !",1,catalan,fr-en,"Spacious room 
Elevator 
Comfortable bedding 
10 minutes to foot of the champs Elysee 
Correct tariff 
A true small "" lunch included ""
And the cat the Bergamot who you host with his tie !"
Chambre spacieuse a cote de la salle de bains - logement calme,1,catalan,fr-en,Spacious room next to the bathroom - housing a quiet
"Très facile de contact, très arrangeant. Rien a dire",1,catalan,fr-en,"Very easy to contact, very accommodating. Nothing to say"
Seamless,1,catalan,en-en,Seamless
Host très disponible et gentile.Chambre agreable et confortable. Exellent endroit.,1,catalan,fr-en,Host very available and nice.Room pleasant and comfortable. Exellent place.
Nice Hosts.  Great location. Cozy accommodations. Clean!!,1,english,en-en,Nice Hosts.  Great location. Cozy accommodations. Clean!!
Excellent stay in a perfect location!,1,english,en-en,Excellent stay in a perfect location!
Very nice apartament.,1,english,en-en,Very nice apartament.
"Accueil de Pénélope très chaleureux. Elle est aussi très disponible. Appartement accueillant très bien aménagé, très bien desservi, spacieu (Website hidden by Airbnb) personnes). Une chose est sure, si on repasse par Paris, ça sera chez Pénélope.",1,catalan,fr-en,"Home of Penelope very warm. She is also very available. Cosy apartment very well equipped, very well connected, spacieu (Website hidden by Airbnb) people). One thing is for sure, if one passes by again by Paris, it will be with Penelope."
"从我想预订给房东发出第一封邮件开始,房东就及时､详细的回复我每一个问题,并详加说明,我因为行程安排更改,改变了两次入住时间,房东都很耐心的答应了我的请求,并在房间入口的吧台留下纸条,告知入住的实用信息,非常贴心和可爱的表情｡
所在街区非常赞,是15区中心,有繁华的商业街,但小区在紧邻商业街的安静小街里(整座小区也非常赞,住户都热情礼貌,对我请求帮忙均耐心解决,还告诉我附件的面包房和超市位置,小区斜对面就有两个小超市,5分钟有个较大的超市),距离8号线地铁的commerce站只有2分钟路程(出来地铁口就是商业区,10线的zola站也就5分钟路程,超级方便的交通!步行到铁塔只需10分钟!
房屋描述和照片､文字完全相符,而且各种住宿必备､非必备的软硬件设施全部齐全,根本不需要额外购置任何生活用品｡
房东经常邮件联系我,是否还有需要房东解决的问题,但是实际他们已经准备的非常充分了｡细心､贴心､周到､耐心的好房东
非常感谢,此次巴黎入住的完美体验,只要还来巴黎,必定入住这家!",1,catalan,zh-en,"From I want the booking to the landlord issued the first e-mail begins,landlord will promptly and detailed reply to my every question,and to elaborate,I because of the itinerary change,change the two check-in time,the landlord is very patient agreed to my request,and in the room entrance to the bar leaving a note,informed about practical information,very caring and lovely expression as well.
Where the blocks very like,15 district,a bustling commercial street,but the cell in the immediate vicinity of Commercial Street in a quiet small street(the entire cell is also very like,tenants are enthusiastic courtesy,for me to ask for help are patience to solve,and also tell me the Annex to the bakery and Supermarket location,cell diagonally opposite to it there are two small supermarkets,5 minutes to a larger supermarket),from Line 8 of the metro of the commerce station is only 2 min walk(out the subway exit is the Business District,10 lines of zola station is also just 5 minutes away,super convenient! Walk to the Eiffel Tower in just 10 minutes!
The House description and photos, and the text is completely consistent,and a variety of accommodation essential and non-essential hardware and software facilities all equipped,simply do not need the additional purchase of any supplies available.
Landlord regular mail to contact me,whether there is a need for the landlord to solve the problem,but the actual they have prepared a very full house. Attentive, and caring, and thoughtful, and patience, good landlord
Thank you very much,this Paris stay the perfect experience,just also to Paris,will stay in this home!"
"住宅在十分安静的街区 离超市地铁站都很近 面包店与餐厅也很多 楼下有一家中国菜的小食店 和一个tax free的药店 不过一直很多人 
Julia很热情 很好沟通
唯一的缺点 房间有点昏暗 若三人入住会稍微有点拥挤 且没有电梯",1,catalan,zh-en,"House in very quiet neighborhood away from the supermarket, metro station are very close to bakery and restaurants are also a lot downstairs there is a Chinese food snack shops and a tax free pharmacies but has been a lot of people 
Julia is very enthusiastic good communication
The only drawback to the room is a bit dim if three people check-in will be a little bit crowded and there is no Elevator"
"Chaleureux, très bien situé, quartier sympa ",1,catalan,fr-en,"Warm, very well located, great neighbourhood "
Idéal si vous vous rendez porte Maillot. Quartier calme. Appartement propre,1,catalan,fr-en,Ideal if you visit porte Maillot. Quiet neighborhood. Apartment clean
"Excellent accueil 
Très bien situé 
N'hésitez pas ",1,catalan,fr-en,"Excellent home 
Very well located 
Please do not hesitate "
"Pranfrix 수퍼마켓 바로 옆에 위치한 근사한 아파트입니다. 4인 가족(8살 4살)이 지내기에 모자람이 없는 완벽한 곳입니다. 부엌으로 보이는 에펠타워 뷰도 좋고 베란다도 볕이 너무 좋고 그리고 말 그대로 거의 모든 것이 구비되어 있습니다. 3월말에 왔었는데 너무 아늑하고 추운줄 모르고 잘 지냈습니다. 게다가 동네는 프랑스 시민혁명과도 아주 깊은 관련이 있는 곳이어서 역사적으로도 의미가 있는 곳이었습니다. 호스트 David은 너무 친절하고 인상이 좋았습니다.

Nation역에서 걸어서 6-8분 거리입니다. 반대방향으로가면 8호선 역이 6분 거리에 있습니다. 어디든 갈 수 있습니다.(에펠탑 8호선. 몽마르트 언덕 2호선)
바로 옆 건물에 수퍼마켓이 있고 다음 블럭에 까르푸시티가 있습니다. 근처에 맛있는 빵집과 고기파는 곳이 있고 와인가게도 있습니다.   카페와 바는 주변에 널렸습니다. David이 추천해준 동네 레스토랑도 정말 좋았습니다. 

주차
혹시나 수동운전이 가능하시고 2명이서 작은차를 빌려서 올 수있다면 퍼펙트입니다. 아파트 지하에 주차장이 있어서 매우 안전하게 차를 보관할수있습니다. 저의 경우 캐리어가 큰게 두개나 있고 그외 캐빈 캐리어랑 배낭들이 있어서 투싼을 빌려서 왔는데 진입로 폭이 좁아서 주차가 조금 힘들었습니다. 사흘 묵으면서 귀찮은 마음에 그냥 지하철로 다니고 마지막날 차를 빼서 반납했습니다. 작은 차라면 주차가 별로 어렵지 않을 것입니다.

침대하나와 침대로 변신가능한 소파가 있습니다. 어른 두명에 아이 두명이면 충분한 사이즈입니다. 어른 4명이면 좁을 곳 같네요.

아파트가 조용한 동네에 위치하고 있어서 밤에도 전혀 위험하지 않고 소음같은 것도 없습니다. 아파트에 들어갈때나 주차장에 들어갈때 엘리베이터를 탈때 전자식 키를 대고 들어가므로 절대적으로 안전하게 느껴집니다. 

다음에도 파리에 오면 여기를 올려고 합니다. 사흘 있었지만 너무 편하고 익숙해져서 좋았습니다. ",1,catalan,ko-en,"Pranfrix supermarket located right next to the stunning apartment. A 4 Person Family(8 years old 4 years old)this family hat no one is perfect. Kitchen with Eiffel Tower View and a veranda sunburns too good and literally almost everything. 3 the end of the month had come too cozy and cold, and most of all well spent. Furthermore, the neighborhood is a French citizen revolution with very deep related to a place in history as the spot. The host David is so friendly and the impression was good.

Nation in 6-8 minutes. Opposite direction to No. 8 Station 6-minute drive away. Can go anywhere.(The Eiffel Tower 8. Montmartre Hill, Line 2)
Right next to the building a supermarket next block in Carrefour city. Near delicious bakery and wonderful spot and wine shop. Cafes and bars are around. David, this is recommended for a neighborhood restaurant was really good. 

Parking
Or manual operation is possible, and 2 people in a small car to borrow can come to perfect. The apartment in the underground car Park is very secure car storage you can. That's if the carrier is large, make two or and outdoor scavenger carrier love the backpack in Tucson to borrow come from the ramp narrower, the Parking is a little tough. Three days silence in the troublesome mind on just the subway and the last day of the car by subtracting the return. Small cars to Parking them will not be difficult.

The bed and the bed turns into a possible sofa. Adults two kids two to sufficient size. Adults 4 the narrow place.

The apartment is in a quiet neighborhood located in in the night not dangerous at all and the noise is like nothing. To get into the apartment or into a Parking space, then ride the Elevator when the electronic key, for example, is therefore absolutely safe to me. 

Then in Paris when it comes to come up here. Three days was just too comfortable and familiar was good. "
"everything is perfect.

사일동안 정말 편하게 머물다 갑니다. 숙소에는 필요한 모든것이 다 구비되어있습니다. (수건. 드라이기. 세탁기. 등등) 호스트인 데이비드는 질문에 친절하고 신속하게 응해주었고 체크아웃 시간도 상황에 따라 조절해주었습니다. 파리 중심가에 위치해있진 않지만 주변이 조용하고 나씨옹역에서 대부분 환승없이 주요 관광지를 이용할 수 있는 점 또한 편리하였습니다. 다만 수압이 살짝 약한편이긴한데 이용하는데 큰 불편은 없었습니다. 뜨거운물도 잘나와요. 너무 좋은 호스트고 숙소예요. 많은분들이 이용하셨으면 좋겠어요.",1,catalan,ko-en,"everything is perfect.

Day during a really comfortable stay. Place all the necessary it is fully equipped. (A towel. Dry. Washing machine. Etc) host David questions in a friendly and quickly response to and check-out time is also depending on the situation adjust. In the center of Paris location not available or weather Lyon in the most transit without main attractions and points they can use and also convenient. Just the water pressure is slightly weaker side for large facilities. Fine or and. So a good host and accommodation. Many people use good."
"Appartement très petit, tout en longueur. Mal insonorisé.",1,catalan,fr-en,"Apartment very small, all in length. Poorly soundproofed."
cozy appartment,1,catalan,en-en,cozy appartment
Rapport qualité-prix correcte.,1,catalan,fr-en,Quality-price ratio correct.
Perfect!!,4,catalan,en-en,Perfect!!
Merci Françoise! ☺️,1,catalan,fr-en,Thank You Françoise! ☺️
Excellent place. Great service!!!,1,english,en-en,Excellent place. Great service!!!
Absolutely fantastic apartment.,1,english,en-en,Absolutely fantastic apartment.
"Bona ubicació per al transport públic. Millor per dos que per quatre persones tot i que per tan sols dormir ja és (Website hidden by Airbnb) i ben equipat. Gràcies Stéphane, molt atent.",1,catalan,ca-en,"Good location for public transport. Best for two to four persons, and that by only sleeping as it is (Website hidden by Airbnb) and well equipped. Thanks Stéphane, very attentive."
"Super appart, spacieux, propre.. Déco agréable. Manu est très réactive et arrangeante.  Merci!!",1,catalan,fr-en,"Super apartment, spacious, clean.. Decor pleasant. Manu is very reactive and arrangeante. Thank you!!"
Most excellent,1,catalan,en-en,Most excellent
"El barri és perfecte: silenciós i amb els comerços necessaris només de sortir al carrer.
L'apartament no és tan lluminós com suggeria l'anunci...",1,catalan,ca-en,"The neighborhood is perfect: quiet and with all the shops necessary only to go out into the street.
The apartment is not as bright as suggested in the ad..."
Très bonne actuel . Super sympa,1,catalan,fr-en,Very good current . Super nice
Tres bon accueil. Studio bien situe. Et confortable. Velib devant la porte..calme assure..,1,catalan,fr-en,Very good host. Studio well located. And comfortable. Velib in front of the door..quiet ensures..
Excelente ubicación. Las fotos son tal cual el departamento! Ideal para 2 personas. Clara respondió todas nuestras consultas en tiempo breve! Muchas gracias Clara!,1,catalan,es-en,Excellent location. The photos are as-is department! Ideal for 2 people. Clara answered all our queries in a short time! Many thanks Clare!
Perfect !!,2,english,en-en,Perfect !!
"Très jolie Apartment, lit ultra confort .. proche transport en commun",1,catalan,fr-en,"Very nice Apartment, bed ultra comfort .. close to public transportation"
"Great place, excellent transport links.",1,english,en-en,"Great place, excellent transport links."
"Prisca及其家人都很好,剛開始住巴黎時,很多事情包括銀行開戶等都得到她熱心的幫忙,真的十分感謝｡她們家是一棟小房,其中我住的房間可以直接看到庭院,晴天的時候,陽光灑進來房間很是寫意,完全符合對巴黎住宿的期望｡而住處所在的十四區很安全,夜歸不是問題,最重要的是,鄰近各種交通,巴士火車地鐵單車任君選擇,尤其是CDG機場快線/Orly機場巴士十分方便｡超市購物什麼的更不成問題,不夠的話到十三區中國超市也就幾站地鐵｡長租短租都是不錯的選擇｡",1,catalan,zh-en,"Prisca and her family are very good,just start with a stay in Paris,a lot of things including open a Bank account,etc. are to get her enthusiastic help, really very grateful to the area. Their home is a small room,where my living room can look directly into the courtyard,Sunny day,sunlight comes in the room it is impressionistic,full compliance with the Paris accommodation in the desired area. And the place where the fourteen area is very safe,night return is not a problem,the most important is,near a variety of transport,bus train metro Bicycle to choose from,especially the CDG airport Express line/Orly airport bus is very convenient as well. The supermarket shopping what's more not a problem,not enough words to thirteen area Chinese supermarkets are also just a few metro stops as well. Long rent short rent is a good choice as well."
"Très joli studio, quartier vivant, conforme a la description.",1,catalan,fr-en,"Very nice studio, vibrant, true-to-life description."
Yoshi es una persona muy atenta.,1,catalan,es-en,Yoshi is a very attentive person.
All excellent.,1,catalan,en-en,All excellent.
Fantastic apartment!!! Highly recommend!!!,1,catalan,en-en,Fantastic apartment!!! Highly recommend!!!
Excellent rapport qualité/prix,2,catalan,fr-en,Excellent quality/price ratio
"Tot perfecte! Un pis net i ben situat (realment a prop del metro) en el qual passar uns dies al més pur estil parisí. En Justin es mostra disponible en totes les ocasions i la descripció que ofereix del seu pis és totalment vertadera. És un pis còmode (encara que sigui un 5è pis sense ascensor), acollidor i net. El recomano sense cap dubte!",1,catalan,ca-en,"All perfect! An apartment clean and well located (really close to the metro) in which to spend a few days in the style of the parisian. Justin shows available on all occasions and the description offered of her apartment is totally true. It is a flat comfortable (even if it is a 5th floor without elevator), comfortable and clean. I highly recommend it without any doubt!"
L'apartament es petit pero acollidor. Zona molt ben comunicada,1,catalan,ca-en,The apartment is small but cozy. Very well communicated area
"La acogida fue cálida desde el principio. Se mostró muy dispuesta a ofrecernos explicaciones sobre lo que necesitamos. El anuncio coincidía con las características del apartamento. Incluso la impresión en directo ha sido mucho mejor. Barrio tranquilo, muchos servicios, cercano a lugares emblemáticos para ir incluso caminando",1,catalan,es-en,"The welcome was warm from the beginning. He was very willing to give explanations about what we need. The announcement coincided with the characteristics of the apartment. Even the print in direct it has been much better. Quiet neighborhood, many amenities, close to emblematic places to go even by walking"
"L'apartament és tal i com surt a les fotos. Fantàstic, acollidor, cèntric, net, amb totes les comoditats. Fins i tot la Natalie ens va deixar càpsules de cafè!! L'entorn i el barri són també ideals per a una estada a París. Està perfectament situat a 15 min a peu de l'illa, pompidou, louvre,....
Hem estat amb dos nens petits i tot i dormir al sofà-llit ha estat suficient. 
La Natalie ens ha rebut molt amablement, i sempre que hem necessitat alguna cosa ens ho ha resolt. És un gran avantatge que visqui al mateix edifici...
Gràcies per tot! Del tot recomanable...",1,catalan,ca-en,"The apartment is just as you see it in the photos. Fantastic, cozy, centrally located, clean, with all the comforts. Even the Natalie left us coffee capsules!! The environment and the neighborhood are also ideal for a stay in Paris. It is perfectly located at 15 min walk of the island, pompidou centre, louvre,....
We have been with two small children and even to sleep on the sofa-bed has been enough. 
The Natalie we received very kindly, and whenever we need something we resolved. It is a great advantage to live in the same building...
Thank you for everything! Highly recommended..."
아파트에 올라가는 동안 계단도 많고 문도 많았지만 문이 많아서 비교적 안전한 느낌이 있었어요. 별점도 많고 좋은 후기도 많길래 선택했는데 후회없는 선택이었네요. 제가 있을땐 나탈리가 외부에 있어 직접 만나지는 못했지만 옆집에 아들이 살아서 소통에 전혀 문제 없었습니다~위치도 번화가랑 가깝고 큰역도 걸어서 갈수있어요,1,catalan,ko-en,"The apartment on the stairs and lots of doors were many, but the statement in a relatively safe feeling. The and a good many songs which are. I have got Natalie on the outside can directly meet but next door to son, living in traffic, no problems at all.~position, also a close and large area walk."
"Apartament molt ben situat i molt ben equipat. Només vam tenir algun problema una de les sis nits en què hi vam ser pel soroll que feien els veïns. A banda d'això, molt recomanable!",1,catalan,ca-en,"Apartment very well located and very well equipped. We only have a problem one of the six nights in which there we were by the noise they were making to the neighbours. Apart from that, highly recommended!"
Alles perfect wie immer :-),1,catalan,de-en,Everything perfect as always :-)
"Fantastic guest, very accurate description. Had a great time!",1,english,en-en,"Fantastic guest, very accurate description. Had a great time!"
Wie immer alles perfekt:-),1,catalan,de-en,"As always, everything is perfect:-)"
Quartier Calme.,1,catalan,fr-en,Quiet Neighborhood.
"在巴黎的一周给我们留下了非常美好的记忆｡这所座落在香榭丽舍大道边的公寓更让我们有了家的感觉｡
友好而好客的主人把公寓打扫得干干净净,安静得生活环境让 我们有身处乡村的感觉,在一天的劳累后可以酣睡｡而后仅仅几分钟的路程,便可以领略到凯旋门的雄伟,卢浮宫的磅礴,以及巴黎的时尚｡
非常感谢Evelio先生为我们提供的帮助｡

Jimily Guo
28/02/2015",1,catalan,zh-en,"In Paris the week left us very good memories and great views. This is located in the Champs Elysees Avenue side of the apartment let us have home feeling.
Friendly and hospitable owner of the apartment clean up clean,quiet living environment Let There Be country feel,in a stressful day after Can sleeping area. Then just a few minutes away,you can see the Arc de Triomphe, the majestic,the Louvre, the majestic,and the Paris fashion house.
Thank you very much Evelio Mr. as we provide help as well.

Jimily Guo
28/02/2015"
Perfect! ':),1,catalan,en-en,Perfect! ':)
Hôtes super sympas ! Je recommande,1,catalan,fr-en,Hosts were super nice ! I recommend
Merci encore,1,catalan,fr-en,Thanks again
"Antoine 的公寓走路到捷運站3分鐘,直達戴高樂機場的火車站約5分鐘,我帶著25公斤的行李箱沒有什麼困難｡房子是百年公寓的一樓,房東整理的很乾淨,尤其是浴室是重新裝修的,很明亮而且乾溼分離｡跟房東同住但房東都在樓上除了早餐時間之外不會有交集,公寓旁有超市,路口有家樂福､麥當勞､Bouygues電信可以買4G sim卡,晚上11點因爲路口的餐廳都還在營業不會感覺到荒涼｡要離開時剛好遇到法國鐵路罷工而選擇坐客運去機場,房東很熱心的帶我走到附近的 Montparnasse 車站坐車,其實很近,走路約15分鐘｡附近都是維護良好而且美麗的老建築,是個值得每天悠閒佇足的地方｡",1,catalan,zh-en,"Antoine's apartment to walk to MRT Station 3 minute,direct access to Charles de Gaulle airport train station is about 5 minutes,I take 25 kg of Luggage there is nothing difficult areas. The house is a hundred years apartment on the first floor,the landlord finishing very clean,especially the bathroom is renovated,very bright and dry island separated areas. Talk to the landlord to live with but the landlords are upstairs in addition to Breakfast time in addition to will not have the intersection,the apartments next to the supermarket,the intersection has a Carrefour and McDonald's, and Bouygues Telecom can buy a 4G sim card,in the evening 11 point as the intersection of a restaurant are also in the business does not feel desolate area. You want to leave just in time to encounter a French railway strike and the choice of taking the passenger to the airport,the landlord is very enthusiastic to take me to walk to the nearby Montparnasse station by car,is actually very near,walk about 15 minutes as well. Nearby are well-maintained and beautiful old building,it is worth every Indi leisure fascinate the foot of the local area."
Todo perfecto. Buena estancia en Paris,1,catalan,es-en,Everything perfect. Good stay in Paris
Es un departamento al que llegamos sin dificultad desde el aeropuerto. Con bus  cercanos para recorrer Paris. Buen barrio!! Y guitarra !!! Para los que nos gusta la música!!!,1,catalan,es-en,It is a department which we reached without difficulty from the airport. With bus nearby to go to Paris. Nice neighborhood!! And a guitar !!! For those of us who love music!!!
"En relació qualitat-preu és un molt bon apartament. Està en una zona residencial tranquila i aprop té farmàcia, supermercats, bars i restaurants. A menys de 5 minuts està la parada de metro de Les Gobelines que et comunica amb el centre (tenint en compte que tot a París està lluny) i  caminant a uns 20 minuts tens els jardins de Luxemburg, les catacombes de París i el Jardin des Plantes.",1,catalan,ca-en,"In relation quality-price is a very good apartment. It is in a residential area quiet and close to has pharmacy, supermarkets, bars and restaurants. In less than 5 minutes away is the metro stop of The Gobelines you to communicate with the centre (bearing in mind that everything in Paris is far away) and walking about a 20 minute walk are the gardens of Luxembourg, the catacombes of Paris and the Jardin des Plantes."
"Super sejour

Je recommande ",1,catalan,fr-en,"Super stay

I recommend "
Perfect place!,7,english,en-en,Perfect place!
"Tres bien situé en centre Paris. Bon accueil, chambre agreable et confortable. Accès transport en commun facile.",1,catalan,fr-en,"Very well located in the centre of Paris. Good welcome, room pleasant and comfortable. Access to easy transit."
"주인분도 넘 친절하시고 cosy한 공간이었어요
위치 자체도 번화가에 주택가여서 좋아요 
만족스럽습니다:)",1,catalan,ko-en,"The over friendly and cosy space.
The location itself is also in the housing is good. 
Satisfactory.:)"
"Très bel accueil, chambre confortable, silencieuse et propre, une super adresse à Paris, merci Gilia !",1,catalan,fr-en,"Very beautiful home, comfortable room, quiet and clean, a great address in Paris, thank you, Gilia !"
"[EN] --- Everything on our stay was perfect, it was a tiny slice of parisian life. The studio is on a calm street, the nearest metro station is 2 blocks away and there is a Monoprix just around the corner. The lady that helps Mr. Hubert, Rosa, speaks portuguese and is a very nice person. She even helped us arrange a taxi on our departure. We highly recommend the studio for everyone.

[FR] --- Tout sur notre séjour a été parfait, il était une petite tranche de vie parisienne. Le studio est dans une rue calme, la station de métro la plus proche est à 2 pâtés de maisons et il ya un Monoprix juste autour du coin. La dame qui aide M. Hubert, Rosa, parle portugais et est une personne très agréable. Elle a même aidé à organiser un taxi lors de notre départ. Nous recommandons fortement le studio pour tout le monde.

[PT] --- Tudo em nossa estada foi perfeito - literalmente um pedacinho da vida parisiense. O estúdio é em uma rua calma, a estação mais próxima de metrô fica a 2 quadras e tem um Monoprix dobrando a esquina. A moça que ajuda o Sr. Hubert, Rosa, fala português e é muito simpática. Ela inclusive nos ajudou a solicitar um taxi para nossa partida. Recomendamos o estúdio para todas as pessoas!",1,catalan,fr-en,"[IN] --- Everything on our stay was perfect, it was a tiny slice of parisian life. The studio is on a calm street, the nearest metro station is 2 blocks away and there is a Monoprix just around the corner. The lady that helps Mr. Hubert, Rosa, speaks portuguese and is a very nice person. She even helped us arrange a taxi on our departure. We highly recommend the studio for everyone.

[EN] --- Everything about our stay was perfect, it was a little slice of parisian life. The studio is in a quiet street, the metro station, the nearest is 2 blocks away and there is a Monoprix just around the corner. The lady who assists Mr. Hubert, Rosa, speaks Portuguese, and is a very pleasant person. She even helped arrange a taxi upon our departure. We highly recommend the studio for everyone.

[PT] --- Tudo em nossa estada faith perfeito - literalmente um pedacinho da vida parisiense. O estúdio e em uma rua calma, a estação but próxima de metrô fica a 2 quadras e tem um Monoprix dobrando a esquina. A moça that ajuda o Sr. Hubert, Rosa, fala português e é muito simpática. Ela inclusive our ajudou a solicitar um taxi para nossa partida. Recomendamos o estúdio para todas as pessoas!"
Cradingue.,1,catalan,en-en,Cradingue.
"很棒的房子~eric非常热情也非常友好,还给我们准备早餐｡位置也不错,离alesia地铁站很近｡下次来还会选择这里",1,catalan,zh-en,"Great house~eric is very passionate but also very friendly,gave us to prepare Breakfast and great views. Location also good,away from the alesia metro station and very close to the apartment. Next time to also will select here"
