comments,N,lang
"할머니 그리고 8개월 아기와 여행하였습니다. 번화가에서는 조금 떨어져있지만 지하철역과 무척 가깝고 사방에 있는 버스정류장을 이용하면 어느 곳이든 손쉽게 이동할 수 있습니다. 숙소 앞 대로로 버스도 지나가지만 Courtyard 안쪽에 숙소가 위치하여 매우 조용합니다. 
그리고 걸어서 1분 거리에 슈퍼와 3분 거리에 Eric Kayser가 있어 편리했습니다. 저희는 구성원 특성상 종종 요리를 해먹었는데 가까운 거리에 아시아 마트가 있어 유용했습니다.
 숙소는 2층(프랑스식 1층)에 위치하였고 제 기준으로 조금 가파른 계단이 20개 가량되지만 충분히 유모차 등을 소지하고 이동가능했습니다. 숙소 내에는 세탁기, 식기세척기 등이 있어 아기 세탁물을 언제든지 해결할 수 있었습니다. 화장실을 비롯한 실내 난방도 잘 되서 훈훈하게 생활할 수 있었습니다.
하지만 무엇보다도 군더더기없고 친절한 오너 Pascal이 있어서 이번 숙박이 더욱 쾌적했던 것 같습니다. 같은 건물에 금요일 저녁에 파티가 있어 조금 소란스러울수 있다고 미리 친절히 안내도 해줬습니다. 다음에 다시 파리에 방문하게 된다면 꼭 다시 찾고싶은 숙소입니다. ",1,danish
"Stedet var velbeskrevet og levede op til forventningerne. Ganske småt men dejligt centralt. Mødte udlejer en enkelt gang, men denne var positiv og hjælpsom. Hurtig respons ved online kommunikation.",1,danish
Perfekt beliggende lejlighed lige ved Metro med gode linjer. Super velkomst med masser af gode råd om kvarteret. Hyggelig lejlighed med gode senge og dyner og fin spiseplads i køkken/stue.,1,danish
"Lejligheden levede fuld ud op til vores forventninger. Alt var rent og pænt og selvom vi var 5 personer var den meget rummelig. Beliggenheden er perfekt men kun 2 min gang til metro og til Jardin des Plantes og mange spisesteder og butikker i området. 
Ved ankomst fik vi en meget fin gennemgang af lejligheden af Pascal. Lejligheden er meget veludstyret og vi manglede ikke noget. Desuden meget rolig beliggenhed  og dermed god nattesøvn.
I lejligheden er der en mappe med en masse gode tips, desuden diverse kort, guidebøger mm. over Paris. Pascal var også god til at fortælle om området, transportmuligheder mm. 
Vi vil klart vælge Christine og Pascals lejlighed igen hvis vi kommer tilbage til Paris og har også allerede anbefalet den til andre.",1,danish
"Virkelig centralt beliggende lejlighed , men nok den mest ulækre lejlighed jeg nogensinde har set.

Billeder på Airbnb hjemmeside er fup og svindel .

Alt lugter og er møgbeskidt.

Føler mig virkelig svindlet af Airbnb",1,danish
"Hyggelig lille lejlighed i et roligt område. Lejligheden ligger tæt på Rue Mouffetard som er noget helt særligt med sine specialforretninger.
Vi var dog mest rundt i Paris, og tilbragte derfor ikke meget tid i selve lejligheden.
Lejligheden var veludstyret med store håndklæder, sæber og andre gode småfornødenheder. Meget bedre og mere charmerende end et hotelværelse!",1,danish
Lejligheden er lillebitte men hyggelig og optimalt indrettet. Var der en uge sammen med min 8-årige søn i vinterferien. Det fungerede perfekt.,1,danish
Koselig leilighet i vakker del av Paris. Veldig hyggelige restauranter i umiddelbar nærhet og kort vei til både t-bane og lokale attraksjoner.,1,danish
"Studio très bien situé, très agréable. A recommender",1,danish
"Det kan varmt anbefales at bo i Pablos lejlighed. Fantastisk beligenhed tæt på to metrostationer, cafeer og supermarked. Pablo svarede hurtigt og gav uden opfordring rejse- og ankomstinstruktioner samt lokale tips. Fin minilejlighed med alt vi behøvede. Jeg havde mine to børn  på 6 og 9 med, og det gik også fint i Pablos lejlighed.",1,danish
Vi (to voksne og to børn) havde to overnatninger i Pablos lille lejlighed i hjertet af Paris. Lejligheden var ren og fint indrettet og lå et stenkast fra Marais-kvarterets lækre butikker og gode spisesteder. Kan varmt anbefales.,1,danish
"Dejlig, lille pariserlejlighed med en fantastisk tagterrasse, hvor vi både spiste morgenmad og drak vin om aftenen. På trods af, at lejligheden ligger rimeligt centralt var der overraskende stille og fredeligt i nabolaget og lejligheden.
Nærmeste metro-stop ligger meget kort fra lejligheden, så det er nemt at komme rundt.
Vi var to voksne og to børn (2 og 5 år), og det fungerede helt fint.
Vi kommer gerne igen!",1,danish
"Jeg følte mig rigtigt godt taget imod. Jeg fik god instruktion af brugen af lejlighedens muligheder. Nabolaget var inspirerende, her var en masse at opleve. Restauranter, kunst, shopping og et broget folkeligt liv.",1,danish
"Total fed lejlighed lille,men perfekt for to. Ualmindelig god beliggenhed når man som os gerne vil befinde os ude i blandt lokal befolkningen. Kan absolut anbefales...men vent til bygningen er færdig i standsat.",1,danish
"Vi var glade for at bo i lejligheden. Den ligger godt. Trapperne er stejle, men er du normalt gående er det intet problem. Rummet er sparsomt indrettet, men der er nødvendigheden. Generelt pænt og rent. Billigt centralt sted for unge og studerende.",1,danish
Meget venlige mennesker. Perfekt beliggenhed. Meget venlig og informativ vært,1,danish
"Jeg fik rigtig god skriftlig information, som passede godt på det jeg/vi oplevede.
Skøn beliggenhed i hjertet af Paris. Levende nærmiljø.
Dejligt med god plads, og adskilte rum.
Der var alt, hvad man behøver. Jose er virkelig god til grundig information. Ikke luksus, men dejligt. Mit barnebarn kom til at svine sit tøj, så dejligt at kunne komme det i vaskemaskine og tumbler. Jeg har intet at klage på. Tak for et dejligt ophold. 
Hilsen Grethe
",1,danish
"Fin og skinnende ren leilighet. 
Flott sentral beliggenhet.  Stille og tilbaketrukket, men midt i sentrum!",1,danish
"Lige fra vi bestilte lejligheden, til vi kom derned, og i de 5 dage dernede, fik vi stor hjælp af Lea. Hun svarede hurtigt og venligt på alle spørgsmål, og var hjælpsom med bla taxa bestilling. 
Lejligheden ligger på 3. Sal, og der er ikke ringeklokke på gaden, men først inde i opgangen så det er vigtigt at aftale hvordan første kontakt foregår. Lejligheden er super lækker, dog er opvaskemaskinen helt slidt. Beliggenheden, bydelen og gaden er SÅ dejlig. Der er alt omkring en, tæt på metro i den ene ende af gaden, og tæt på en lille kanal i den anden ende. Her imellem og overalt, små lækre butikker, restauranter og cafeer. I lejligheden var vi 6 piger, og boltrede osi hhv. 2 soveværelser med dobbeltsenge, og 2 værelser med sovesofaer, 3 badeværelser og 1 toilet. Total luxus.",1,danish
Et bra sted med god beliggenhet. Vær forberedt på at det bare er 2 soverom med ordentlige senger. Ellers er det sovesofa,1,danish
"離地鐵站很近約五到十分鐘就到
而且是個大站,去哪裡都很方便
附近也有很多美食及超商
廚房可使用是方便
房子空間很大
推薦
",1,danish
Por internet,1,danish
"친절한 장은 기차역에 마중나와서 교통카드도 미리 준비해주었고 직접 숙소로 데려다주었습니다. 숙소 위치도 관광하기 좋은 곳에 있어 불편함이 없었어요. 계단을 올라가는게 약간 힘들 스 도 있지만, 숙소에 시리얼과 우유, 과일 등도 마음대로 먹을 수 있었고 특히 세탁기를 잘 사용했네요. 모든 것이 마음에 들었고 누구에게나 추천하고 싶은 베스트 숙소였습니다.",1,danish
"grosses Zimmer, sehr ruhige Lage, im 4.Stock (Treppen!)",1,danish
"너무좋아요. 일단, 호스트가 굉장히친절하고 연락이잘됩니다. 숙소가 안전해요.",1,danish
"Good house, even better owner.",1,danish
"En virkelig fin lille lejlighed med god udnyttelse af pladsen. Der var rent og pænt i både bad og køkken. Placeringen af lejligheden er rigtig god, hvor alt synes nemt at komme til med enten metro eller i gåafstand.
Claire var hurtig til at svare på spørgsmål, så der var ingen tvivl om husregler eller lignende inden afrejse. Alt i alt et godt sted at opleve Paris fra, og jeg ville helt sikkert have lyst til at bo der igen.",1,danish
Kjempefin leilighet med veldig god beliggenhet. Christine var superhyggelig og delte masse god informasjon om nabolaget. Superkort vei til både Metro og RER og et bra supermarked like rundt hjørnet. NB! 5 etg. uten heis.,1,danish
"Fin lejlighed - hvor billeder og tekst beskriver ganske fint hvad man får.
Perfekt beliggenhed hvis man er til Moulin Rouge, Montmartre osv.

Pæn og ren - trygt beliggende i en stille sidegade.

Vi boede 5 personer i lejligheden - enkeltsengen var ikke i top, da den efter vores smag var for hård. Ellers kun ros og tommelfingre op.

4 stjerner for beliggenhed, hygge, lejligheden i øvrigt, og for at leve op til hvad der loves. Den sidste stjerne røg på grund af at lejligheden ligger på fjerde sal - mange trapper, betalingsparkering 56 euro for 3 dage og den hårde single seng.

Vi vil meget gerne komme tilbage til denne lejlighed :-)",1,danish
"Vi havde fin mail  korrespondance forud for opholdet og fik en meget venlig velkomst samt hjælp til at finde adresse. Lejligheden ligger centralt hvilket og som beskrevet meget tæt på Eiffeltårnet. 
Dog kunne køkkenudstyr godt trænge til en opgradering samt stuens sovefaciliteter. ",1,danish
"Fantastisk oplevelse! 

Vi modtog præcise ankomstinformationer to dage før afrejse fra Mathilde, hvilket gjorde at vi fandt lejligheden nemt. Dejlig indrettet lejlighed med velfungerede faciliteter og god location tæt på Eiffel-tårnet. Stille kvarter med shoppingmuligheder samt bussestoppested lige rundt om hjørnet. 

Lejligheden kan anbefales til alle og Mathilde var et dejlig bekendtskab.",1,danish
"호스트를 직잡 보지는 못했지만,
메세지를 통해 정확하고 친절하게 설명해 주었답니다. 답신도 매우 빨랐고요.

아파트는 크지 않지만 필요한 대로 갖추어져있었고요, 감사하게 아기침대도 챙겨주었답니다.
교통도 편리한 편이었고 조용하고치안이 좋은동네라 마음 편히 다녔습니다.

날이 추웠는데 히터도 잘 작동하였어요

더 길게 있고 싶은 집이었습니다.",1,danish
Vi boede fantastisk centralt:-) småt men der var det vi havde brug for:-) super service i forhold til fleksibel ankomst og afrejse tidspunkter:-) kan anbefales.,1,danish
Central beliggende lejlighed lige midt i Marais tæt på Vieille de Temple. Meget Flexibel mht ind- og udtjekning. Konmer hekt dikkert igen:-)),1,danish
"Overordnet okay, dog plads til forbedringer uden de store anstrengelser fra værten. Lejligheden byder på en fin seng for en person, eller to slanke  personer. Der er et lille køleskab og værten byder på en tallerken og bestik, the og instant kaffe . Desværre er der ikke taget højde for man som gæst ønsker at vaske servicen af efter brug, da adgang til køkken er no-go! Man er også nødsaget til at spise på sengen da der  hverken er bord,   eller sengebord, ikke optimalt.  Meningen med   kniv og gaffel er god spise stilling. Døren til soveværelset binder voldsom. Bruger man toilettet om natten  kan alle høre  man åbner døren.  Sikkert noget der let kan udbedres med justering af døren. Generelt er ejendommen  temmelig lyt og vinduerne er dårligt isoleret. Bygningen bærer flere steder præg af at trænge  til et facelift. Poolen er ok, men også 'træt'. Fin udsigt fra pool området.  På grund af  de dårligt isolerede vinduer måtte jeg sove med tøj på 2 af de 3 dage, på grund af lave natte temperaturer  de dage jeg besøgte Paris. Det var  kun   en tynd dyne til rådighed.  Havde været fint med et alternativ til køligere nætter.  Vær desutten opmærksom på, at der er en skole  lige uden for lejligheden så forvent meget larm i frikvartererne,  også med lukkede vinduer. Der er en  stikdåse med flere stik til at lade elektriske apparater. Desværre kan man kun oplade når lyset er tændt. Meget upraktisk. Alternativet er et frit stik ved køleskabet. Værten var flink og vise mig  hvordan man kom til poolen. En sikkerheds info, bed værten låse den øverste lås, der er mekanisk. Den nederste lås i entre døren kræver at nøglen sidder i. Sidder der ikke nøgle i nederste lås kan det være en forhindring ved evt brand.",1,danish
Odile har en lille guide til lejligheden og Paris..,1,danish
私ども夫婦は2月にKristinさんのｱﾊﾟｰﾄに長期滞在しました｡生憎彼女は私たちの滞在期間中はずっと米国に仕事で滞在していたため一度も会う機会がありませんでしたが､用事がある時はe-mailで連絡し合いまるで彼女がﾊﾟﾘに居るような感じでした｡彼女は凄い気配りの出来る人でした｡部屋は6階建のｱﾊﾟｰﾄの最上階｡確かに明るく気持ちのよい部屋でした｡すぐそばに地下鉄の駅が3つあり､ﾊﾞｽも多くの線が利用でき非常に有効にﾊﾟﾘの街を回ることが出来ました｡また歩いて15分ほどのところにﾊﾟﾘの第2の中華街Bellevilleがあり､美味しいｳﾞｪﾄﾅﾑ料理･中華料理が楽しめました｡,1,danish
"Kristin er en meget betænksom vært, der på eget initiativ sikrede, at vi var helt trygge ved at skulle ankomme og bo i hendes lejlighed. Hun sendte os en lang række anbefalinger på alt fra restauranter og shopping til gåture og gode oplevelser.

Det har været let og uproblematisk at komme i kontakt med Kristin.

Lejligheden er pæn og ren - lille, men perfekt til to. Fint køkken og bad. Kvarteret er helt fantastisk med smukke træer, hyggelige lokale butikker som slagtere, grønthandlere og ostehandlere, og der er også et udendørsmarked to dage om ugen.

Alt i alt et rigtig dejligt udgangspunkt at udforske Paris fra.",1,danish
"Didier tog imod os, da vi ankom til lejligheden med en virkelig grundig gennemgang af alt det praktiske i lejligheden - og en guide til de fine pladser og bistroer i området. Didier var også meget pålidelig at koordinere med inden rejsen. 
Lejligheden er lige som den ser ud på alle billederne, og den lille kat er meget rolig og sød at have i lejligheden. Området er tæt på begge kanaler, på metro og på den hyggelige Sainte Marthe plads, Buttes Chaumont parken og Belleville-kvarteret. Kan meget varmt anbefales!",1,danish
Dejlig stille lejlighed. Lige midt i det hele. Vi følte os meget hjemme . og vil komme tilbage.,1,danish
"Fin lille lejlighed med Metrostation for enden af gaden. Lejligheden havde alt, hvad vi behøvede og var smagfuldt indrettet. Debora var meget sød og hjælpsom.",1,danish
주요 관광지와 떨어져있지만 깨끗하고 조용해서 좋았다.,1,danish
"Perfekt, liten leilighet. Sabrina svarte fort på meldinger.",1,danish
"Vi hadde 4 fine dager i Frederisk leilighet. Det var god plass til oss, 5 voksne mennesker.  Alle trivdest godt  og bor gjerne i leiligheten også ved senere besøk til Paris.",1,danish
"Centralt beliggende, stor gæstfrihed. Lejligheden indeholder det mest nødvendige.",1,danish
Super lejlighed i multikulturelt kvarter med dejlige parker og tæt på metro.,1,danish
Couldn't be better.,1,danish
"Pierre´s lille studio var super hyggeligt og lå rigtig godt placeret i La Marais. Man fik fornemmelsen af at bo i Paris, og dejligt med de lyse lokaler. Nøglen i boksen fungerede rigtig fint og altid besked med det samme når vi kontaktede værten. Jeg kan varmt anbefale dette sted til andre!",1,danish
Flott leilighet! Vi kommer gjerne tilbake!,1,danish
"Skøn lille lejlighed, med perfekt beliggenhed og alt hvad du skal bruge i Paris. Morgenkaffe langs kanalen, lækre cocktails og god mad lige rundt om hjørnet. I gåafstand til store dele af Paris, og ellers med flere metro linier lige om hjørnet.

Emma er en super host, hurtig respons og meget fleksibel. Og havde med en lille hjemmelavet guide gjort det nemt at finde de gode steder lokalt.

Jeg kommer igen. ",1,danish
Super lejlighed med plads til mange og med alt det nødvendige,1,danish
"Fin lejlighed meget centralt placeret. Vi kunne gå rundt til mange seværdigheder i Paris, samtidig med at selve lejligheden var placeret i en hyggelig gyde i et dejligt kvarter. Vi var meget glade for at bo i lejligheden, der havde alt hvad man har brug for når man rejser som familie. ",1,danish
Vi boede en uge i lejligheden med vores to børn (7 og 9 år). Placeringen er uovertruffen i forhold til både transport (RER direkte fra CDG lufthavnen) og seværdigheder. Alt fungerede fint.,1,danish
"Beskrivelse, billede og hidtidige anmeldelser passer 100% - så alt er godt. Særligt beliggenheden er exceptionel - med kort afstand til mange mega-sightseeing, metro, RER (direkte til CdG) og samtidig en fin kombination af masser af liv og alligevel en relativt rolig placering af selve lejligheden uden støjgener. Lejligheden er ikke stor til 4 personer (men sælges også som studio), men alt fungerer. ",1,danish
"Fantastisk beliggenhed. Vildt mange lækre restauranter tæt på. Charmerende lejlighed. Super kommunikation med vært. Små minusser: Ikke så rent som ønsket f.eks. i skabe og på borde. Køkken svært at holde rent pga bordplade. Utæt loftsvindue med skimmelsvamp og manglende gardin, så man tog bad med potentielle """"""""tilskuere"""""""". Vært har lyttet opmærksomt på disse minusser og lovet at få dem i stand fremover. Tak for det.",1,danish
"Vi var 4 unge piger, der boede i Charles' lejlighed, som var rigtig fin. Hyggelig lille loftlejlighed der indebar alt det vi havde brug for. Rigtig god beliggenhed og god kommunikation.",1,danish
"Meget fin og venlig modtagelse, hvor vi blev vist rundt. De var meget hjælpsomme.
Lejligheden fungerede perfekt. Vi var 6 voksne i lejligheden og det var fint med 3 soveværelser og 2 badeværelser.
Kvarteret var super hyggeligt med små delikatessebutikker. Lørdag foriddag blev der spillet jazz i gaden - mere Parisisk kan det ikke blive.
",1,danish
"Svært bra område, fantastisk mat i butikkane. Rask og profesjonell utleigar, hadde alt me trengte. Fin leikeplass like ved, kort veg til metro. Stille i leilegheita og livleg i gata. Svært barnevenleg. Velutstyrt og romsleg.",1,danish
"God og nøyaktig beskrivelse av leiligheten. Fin og veldig praktisk leilighet i et vernet, gammelt hus.  Lite trafikkstøy i et koselig nabolag. Svært sentral beliggenhet med gangavstand til mange severdigheter som Pompidou senteret, Louvre og Notre Dame. Kort vei til flytoget.",1,danish
Had a great stay for one beautiful spring evening.,1,danish
"Dårlig rengøring, men skøn beliggenhed og den billigste toværelses lejlighed, jeg har kunnet finde i Paris. 

Køkkenet er lille og mangelfuldt, men ok til at smøre madpakker i til parisiske eventyr. Jeg ville ikke lave mad i det.

De fotos der er af lejligheden er meget misvisende. Lejligheden bærer præg af, at Alexis er ved at flytte, med en dobbeltmadras på gulvet og et adskilt skab i soveværelset - det virker ikke som et beboet hjem.

Grunde til at vælge denne lejlighed alligevel: 
- venlig og fornuftig vært
- fantastisk beliggenhed
- fleksibel indtjekning/udtjekning
- to rum, så man kan putte et barn i det ene rum og være vågen i det andet
- Montmartre :)",1,danish
"Boligen var som beskrevet. Dog var der problemer med aircondition, som ikke virkede. Justine var yderst hjælpsom og skaffede en ventilator som fungerede fint. Lejligheden var ren og pæn og meget hyggelig og der var god hjælp fra Justine, som havde lavet god beskrivelse, og havde lagt anbefaling til restauranter, brochurer til diverse seværdigheder. Toiletforholdene var minimalistiske men OK
Lejligheden passede fint til 2 voksne og en teenager. Vi skulle sent afsted fra Paris og fik lov til at opbevare bagagen til vi skulle af sted",1,danish
"Anne Bouviers lejlighed ligger på 5.sal uden elevator i en gammel beboelsesejendom, men er man bare i nogenlunde form er det ikke noget problem. Værelset er fint for én person med en hyggelig lille altan. Det er Paris i en nøddeskal. Beliggenheden i et parisisk boligområde er fin. Nær Place de la Republique og Canal Saint Martin. Mange cafeer i området med gode priser Super bagerbutik, ostebutik og et par minimarkeder. Kom ikke i bil! Fra Metro Republique (linie 9 og 11) er der gode forbindelser til de kendte seværdigheder.",1,danish
God beliggenhed og fair til prisen. Alexandra er meget hjælpsom.,1,danish
"Det er vores 3. rejse til Paris, men 1. gang via airbnb.
Oplevelsen af selv at være en del af Paris var helt unik, og vi vil rejse på samme måde igen.
Lejligheden var præcis så skøn og indbydende som beskrevet og som set på fotos.
Det bedste var dog den varme modtagelse fra Isabelle og Francois. De var virkelig flinke, og havde en masse gode råd til at få det bedste ud vores ferie.
Vi fik altid meget hurtigt svar på vores spørgsmål på mail eller SMS.",1,danish
A recommander.,3,danish
"Tæt på metro, Montmatre, Moulan Rouge, tæt på bager, supermarked og restauranter ",1,danish
"Vores korrespondance inden turen var rigtig god, Renaud var rigtig god til at besvare mine spørgsmål.  Vi blev modtaget af Renaud´s ven som var vældig sød til at fortælle os (på dårligt engelsk) om reglerne i lejligheden og om hvordan de forskellige ting foregik, m.h.t. affald, opvaskemaskine, vaskemaskine. Der lå ligeledes en beskrivelse på Engelsk vedr. lejligheden, anbefaling af restauranter, parker, indkøbscentre o.s.v. Da vi skulle hjem kom Renaud´s ven igen og tog imod nøglen og tjekkede det hele igennem. Super godt ophold, der kommer vi gerne igen.",1,danish
"Super lejlighed, præcis som fotos. Fint nabolag med lokalbefolkning, gode cafeer og nogle fantastiske restauranter. Også en rigtig god bager. Trappen til 4. sal var ikke noget problem.",1,danish
Dejligt central beliggenhed kan stærkt anbefales,1,danish
Velbeliggende lejlig i Paris,1,danish
Lejligheden var en perfekt base for et ophold i Paris. Fint indrettet og gode faciliteter for en børnefamilie.,1,danish
"Ima,tres belle piece,et personne tres gentille",1,danish
"Vi havde nogle dejlige dage i Odiles lejlighed, som lå skønt små 10 minutters gang fra Sacre Coeur og få minutter fra to metrostationer. 
Vi traf ikke Odile, men en """"""""vikar"""""""", men fik fin hjælp bl.a. forslag til transport fra lufthavnen fra Odile i vores korrespondance med hende før besøget. Lejligheden er lille, men meget velfungerende for to-tre personer. Fint køkken og bad.  
Kan varmt anbefales til andre, der vil opleve Paris!
",1,danish
Très gentil,1,danish
Imødekommende og informativ vært. Behagelig og afslappet atmosfære. Lejligheden som beskrevet. God morgenmad. Beliggenheden fin.,1,danish
Enjoyed staying here.,1,danish
"Budget lägenhet med många rum, nära flera Metro stationer.",1,danish
"Perfekt beliggenhed! Super altan, med god plads. Meget god og professionel korrespondance med god vejledning. Fantastiske anbefalinger til restauranter, seværdigheder, shopping, tog/metro osv. Alt i alt et rigtig godt ophold!",1,danish
"Vi hadde et veldig fint opphold i Thierry sin leilighet. Perfekt beliggenhet for å utforske Paris til fots (og rett ved Metro'en). Bakeri, matbutikk og restauranter, samt shopping rett utenfor døren. Leiligheten er komfortabel med god plass og behagelig seng på soverommet. Takk for lånet, vi kommer gjerne tilbake. ",1,danish
"房东不在巴黎,交代Oliver与我们沟通,但在过程中,遇到任何问题,都用钱衡量,会要求住客额外费用｡而且用侮辱性词语形容中国人｡",1,danish
"Vi havde et dejligt ophold i Thierry's lejlighed, som har alle de nødvendige fornødenheder, er stille beliggende på 4 sal i den stille ende af Rue Saint Honere med utrolig let adgang til alt, hvad Paris kan byde på. Lejligheden har elevator lige til døren - kun een lejlighed på hver etage - og hele opholdet var ganske behageligt, hyggeligt og easy going;)",1,danish
최고의 위치이다. 파리에서 갈만한 곳은 어디나 걸어갈수 있다. 주변에 레스토랑 카페 및 까르푸도 있어 편의시설도 편리. 그리고 빈티지한 감성을 느낄 수 있었다. Oliver는 무척 친절했다.,1,danish
"Vi blev meget venligt modtaget af vores værts moder, idet Oliver selv var i USA. Hun forklarede alt for os, både angående lejligheden og nabolaget. I øvrigt havde Oliver informeret os grundigt om alt pr. mail.
Lejligheden er meget velindrettet, smuk og smagfuld og der var alt hvad vi overhovedet kunne få brug for - køkkenudstyr, vaskemaskine, hårtørrer, strygejern - bøger, brochurer, TV, lydanlæg osv. Glimrende badeværelse. 
Nabolaget er yderst charmerende, med dejlige specialforretninger og gode restauranter lige om hjørnet.Bus-metro og RER  forbindelser bragte os let vidt omkring. 
Vi kan absolut anbefale Next to the Eiffel Tower og vil gøre det til venner og bekendte. Når vi næste gang sætter næsen mod Paris vil vi forsøge at booke Olivers lejlighed.  
",1,danish
Vi var helt igennem tilfredse med lejligheden og dens beliggenhed. Beskrivelsen af lejligheden passede fint med virkeligheden. Det fungerede fint med et soveværelse og toilet på begge etager.,1,danish
"Delphine var en alletiders vært på trods af, at vi aldrig mødte hende personligt. Værelset, toilettet og lejligheden var ren og vi følte os hjemme under vores ophold. Rolig, hyggelig gade tæt på alle faciliteter i Paris. Delphine sendte os gode instruktioner inden vores ankomst, hvilket gjorde det hele let og overskueligt! Den bedste omtale herfra!",1,danish
"Det var en super fin lejlighed. Adam kom og mødte os, da vi tjekkede ind. Og fortalte om området. ",1,danish
"Anne's lejlighed er super fin og beliggenheden helt i top. Området byder på mange cafeer, gode restauranter og så er det et område, hvor folk faktisk bor. Vi nød at handle på det lokale marked og hos den lækreste bager, lige så vel som vi nød at spise ude og hver gang fik vi super lækker mad. Anne er en sød og omsorgsfuld værtinde, vi vil elske at bo i hendes lejlighed igen. ",1,danish
"Vi fik hurtigt en god kontakt til vores vært Marthe, som også var hjælpsom under opholdet. 
Lejligheden levede fuldt og helt op til beskrivelse og forventninger, og der var god information om de praktiske ting og om området i en særlig vekomstmappe.
Bestemt en lejlighed vi kunne vende tilbage til.",1,danish
Hyggelig lejlighed med super beliggenhed kun 300 meter fra metrostationen Abbesses. Kommunikationen med Marthe fungerede upåklageligt - både før og under opholdet.,1,danish
Boligen levede fuldt ud op til vores forventninger:-),1,danish
"Pierres bolig er et rigtig fint sted at opleve Paris fra. Det er en hyggelig, renlig, dog lille, lejlighed. Beliggenheden er også rigtig fin, tæt på supermarkeder, metrostationer og diverse restauranter. Der kan være lidt langt ind til nogle af seværdigheder, men så ligger metroen heldigvis tæt på. Lejligheden føles sikker at være i, og området er også fint. Set fra to unge pigers synspunkt er det er en god bolig at opleve Paris fra. ",1,danish
"Jeg anbefaler stærkt Monicas lejlighed, fordi den er let at finde. Tæt på metro og ved siden af lejligheden er der et supermarked og masser af gode spisesteder. Det er en ren og velholdt ,  hyggelig lejlighed. Værten er meget hjælpsom, hun gav os mulighed for at sætte vores bagage i hendes anden lejlighed, da vi skulle flyve hjem sent om aften. vi kommer snart igen.",1,danish
"Fantastisk sted 

Denne lejlighed i Paris er stedet at bo når turen går til Paris.

Den ligger centralt i forhold til at komme rundt i Paris og alligevel ligger den i et roligt område så når du har været på rundtur i Paris om dagen så er det retur til lejligheden og hente ny energi på en super dejlig terasse inden aftensmaden nydes ude eller hjemme.

Der er mange gode restauranter, cafeer og butikker i området.

Det føles rart at være i lejligheden og vi følte os virkelig tilpas.

Yveline har været super responderende og en stor hjælp både før og under vores ophold - den perfekte vært.

Næste gang reserverer vi helt klart lejligheden før vi bestiller flybilletterne.

Yveline - tak fordi du var med til at give os en dejlig oplevelse i Paris.

Vi ",1,danish
"Dejlig lejlighed, perfekt beliggende i Marais området. Virkelig mange gode og hippe cafeer og restauranter i nærheden. Lejligheden er præcis som beskrevet, sød lille pariser lejlighed, med alt hvad der skal bruges til 2-3 personer. Ruben er virkelig god vært, som sikrede god ankomst til lejligheden og gode guidelines. ",1,danish
Charmerende lejlighed i rolige og dejlige omgivelser. Kan anbefales.,1,danish
Super placering og super fin lejlighed. Odile er meget flink og venlig. Jeg vil bestemt bo der igen.,1,danish
"Katrin var super imødekommende - selvom vi besluttede os i sidste øjeblik, fik hun tingene til at virke og det var dejligt. Alt det praktiske fungerede tiptop. Dejligt lille hus med egen lille have i lukket gård og en stor balkon på 1. sal. Alt levede op til beskrivelsen af huset og beliggenheden kan ikke blive bedre.",1,danish
"En jättemysig liten lägenhet! Bra läge nära kanalen, Belleville, Republique, metron..
Allt funkade smidigt, bra kommunikation med Mathilde!",1,danish
"Temmelig lille, men meget funktionel og ordentlig, tæt på metro og byliv. Værtinden er meget venlig og imødekommende.",1,danish
"Paula er en meget venlig og hjælpsom vært. Lejligheden ligger i et fantastisk område, og er - selv om den ligger i et livligt kvarter - meget stille. Lejligheden ligger i gåafstand til det helt centrale Paris. Kan kun anbefales.",1,danish
"Lejligheden ligger et fantastisk sted i Paris og meget centralt. Det var meget nemt at finde og meget nemt at tjekke ind. Alle informationer var sendt. Havde lidt problemer med at finde den rigtige dør, da der ikke var navn på døren. Der er kun dobbeltdyner, hvilket gav os udfordringer, da vi var mor og 2 voksne døtre. Meget fransk og autentisk",1,danish
"Vi var heldige at overnatte i Arianes hyggelige lejlighed. Indretningen med et værelse og en udtræksseng i stuen fungerede fint for os, da vi var to mødre med hver sin datter. 
Lejligheden var fin og ren. Der var alt, hvad vi havde brug for på en forlænget weekend i Paris; incl. håndklæder og sengelinned. Metroen, supermarkedet og caféer lige omhjørnet og en super hyggelig og rolig lokal-stemning neden for vinduerne.
Ariane var hurtig til at svare på vores henvendelser, gav os ide om forudbetalt taxa via (Website hidden by Airbnb) (fungerede super!) og lod os have rådighed over lejligheden helt til om aftenen den sidste dag, så vi kunne lade kufferterne stå og lige nå tilbage, pakke færdig og blive klar til hjemrejsen.
Modtagelsen af Arianes """"""""house-keeper"""""""" var super; engelsktalende og intet problem, at flyet fra DK betød 1 times ventetid for ham.
Helt klart et godt sted at bo; vi kommer gerne tilbage!",1,danish
