comments,N,lang,en-en,comments
"地理位置好到不行,非常方便,一边是超适合年轻人逛的时髦街区,很多设计师小店,另外一点是蓬皮杜艺术馆,房东也很超级 nice,非常热心和细心,唯一就临街有点吵",1,bosnian,zh-en,"Good location., very convenient,one side is super-fit young people around the funky neighborhood,lots of designer shops,another point is the Pompidou Art Museum,the landlord is super nice,very helpful and attentive,only on the street frontage a little noisy"
"Stan je na odličnom mjestu, okrenut prema vrtu. Tih je, a zgrada i susjedi odlični. Ima dobrih restorančića, odlična tržnica, izvanredna peraka . slastičarnica. Za 3 minute ste u metrou. Trebali bi biti spremni na ne baš visoku razinu čistoće, na lošu posteljinu, spavaću sobu bez prozora. Sa sobom ponesite kavu bar za prvo jutro, bočicu alkohola za dezinfekciju. bočicu vode ako ne pijete vodu iz slavine.",1,bosnian,hr-en,"The apartment is in a great location, with views of the garden. These, and the building, and the neighbors are great. There is a good restorančića, great, outstanding peraka . patisserie. In 3 minutes you're on the subway. You should be prepared for a not very high level of cleanliness, poor bed linen, bedroom without a window. Please bring your own coffee bar for the first morning, a bottle of rubbing alcohol for disinfection. a bottle of water, if you don't drink water from the tap."
"Ottima posizione, massima disponibilità",1,bosnian,it-en,"Great location, maximum availability"
"otimo posto, ottima posizione!",1,bosnian,it-en,"great place, great location!"
"Ottima posizione, casa spaziosa,",1,bosnian,it-en,"Great location, spacious house,"
Posizione,1,bosnian,it-en,Location
Ottima ospitalità!,1,bosnian,it-en,Excellent hospitality!
"pierre一家人非常的热情好客,cecile每天早晨会准备早餐果汁和咖啡,会和我聊天,像回到家一样,他们家还有一只特别可爱的猫咪mojito,他是特别好的伙伴,下次来巴黎希望我有机会继续住他们家,谢谢这一周的招待｡^ω^",1,bosnian,zh-en,"the pierre family is very hospitable,cecile every morning and will prepare Breakfast juice and coffee,will and I chat,like back home,they have a particularly cute cat mojito,he is a particularly good partner,next to Paris,hope I have the opportunity to continue living their home, thank you for this week's hospitality room.^ ω^"
Ottima zona e ottimo monolocale,1,bosnian,it-en,Great area and great apartment
ottima posizione.  negozi a pochissima distanza.,1,bosnian,it-en,great location. shops a little distance.
"Good place, good price!",1,english,en-en,"Good place, good price!"
"Denis je izuzetno ljubazan domaćin. Dočekao nas je i dao nam osnovna uputstva o tome kako stići do glavnih atrakcija. Apartman je upravo onakav kako je opisan na sajtu, vrlo povoljan s obzirom da ima posebnu spavaću sobu. Metro 12 je odmah preko puta, kao i samoposluga, a metro 4 u blizini, tako da je odlična veza do bilo kog kraja Pariza.
Apartman je na 6 katu bez lifta, i to treba imati u vidu za goste koji se teško penju ili imaju puno prtljaga.",1,bosnian,hr-en,"Denis is a very kind host. Welcomed us and gave us basic instructions on how to get to the main attractions. The apartment is exactly as described on website, very beneficial, given that has a special bedroom. 12 metro just across the road as the supermarket and metro next 4, so it's an excellent touch to any end of Paris.
The apartment is on the 6th floor without Elevator, and it should be borne in mind for guests that are difficult to climb or have a lot of Luggage."
"Smještaj dobar, lokacija super. Ana je jako pristupačna i komunkkativna. Išla je u susret s nama iako smo malo kasnili. Mirna četvrt.",1,bosnian,hr-en,"The location is good, the location is super. Anna was very accessible and komunkkativna. She went to meetings with us, although we are a little kasnili. Quiet neighborhood."
"房東人非常Nice,是一個愛狗人士｡公寓是一個大空間廚房跟衛浴分開,風格獨特｡廚房配備齊全,房東還提供礦泉水及咖啡和茶葉｡離地鐵站近,附近超市､餐廳選擇多樣｡是一個很棒的居住地點,安全､舒適｡下次再來巴黎,我還是會選擇住在這兒｡",1,bosnian,zh-en,"The landlord people are very Nice,is a dog lovers home. The apartment is one large space kitchen with bathroom separate,in a unique style apartment. The kitchen is fully equipped,the landlord also provide mineral water and coffee and tea as well. From the metro stop near,nearby supermarket and restaurant choices as well. Is a great residential location,safe, and comfortable home. Then the next time you come to Paris,I would still choose to live here as well."
Ottima posizione e pulizia,1,bosnian,it-en,Excellent location and cleanliness
"非常好的一次入住体验,房东人很nice. 家周围有餐厅和超市,非常方便｡",1,bosnian,zh-en,"Very good stay,the landlord people are very nice. Around the house there are restaurant and supermarket,very convenient location."
See previous☺️,1,english,en-en,See previous☺️
"我们在夏天最热的时候来到了这里,房间小小的,只有一面窗,没有对流的空气,所以真的是非常非常的热｡除了没有缓解高温的空调和风扇其它东西还是很齐全的,但是主人可能离开时很匆忙,所以只是把床单被罩什么的堆在一起并没有整理好;而且也没有准备好诸如厕纸,洗手液,洗洁精,食盐等东西;还在我们仍然租住的过程中回来拿过东西｡房子的位置挺好的,周围有公交车,地铁和夜班车;街口有超市和披萨店;离共和国广场和运河也不远｡感谢房东让我们住了那么久,让我们可以有一个亲近巴黎的base.",1,bosnian,zh-en,"We in the summer the hottest time here,the room small,only one side of the window,there is no convection of air,it really is very, very hot area. In addition to not relieve the high temperature of the air-conditioning and a fan of the other stuff is still very full,but the owner may leave in a great hurry,so just put the sheets is the cover of what to stack together and no finishing good;but also not ready for such as toilet paper,hand soap,dish soap,salt and other things;also we are still renting in the process of coming back to take anything home. The location of the house is good,around the bus,subway and night bus;the street there is a supermarket and a pizza shop;from the Republic Square and the canal are also not far from the House. Thank the landlord let us stay so long,so we can have a close to Paris base."
非常nice的房间. 很有品味. 房东人很nice.,1,bosnian,en-en,非常nice的房间. 很有品味. 房东人很nice.
Apartman za dvije osobe.Lokacija odlična.,1,bosnian,hr-en,Apartment for two people.The location is great.
Ottima sistemazione,1,bosnian,it-en,Accommodation
Ottima posizione. Ok per brevi periodi,1,bosnian,it-en,Great location. Ok for short periods
Bellissima posizione,1,bosnian,it-en,Beautiful location
So nice.,1,english,en-en,So nice.
"房东很 nice,房子的地点很方便,房子里面也很好,尤其喜欢金色的电梯",1,bosnian,zh-en,"The landlord is very nice,the House location is very convenient,inside the house is also very good,particularly like the Golden Elevator"
"如果你是关注性价比的话,这是很棒的房子｡很好的房东,很漂亮的,会帮我们拿行李｡人很nice.",1,bosnian,zh-en,"If you are concerned about cost,this is a great house and great views. Very good landlord,very nice,will help us take the Luggage area. The people are very nice."
"굉장히 만족했습니다!
처음에는 걱정도 했으나 굉장히 private하고 전망도 최고였습니다
다음에 파리에 가면 또 이 숙소에 머물고 싶네요",1,bosnian,ko-en,"Very satisfied.
Initially, the worry was very private and the view was the best.
Then go to Paris or stay in hostel and I want to"
"Fatima 的房子非常适合2到3人在巴黎居住,交通非常便利｡和父母在巴黎期间因为有它,更加舒适｡下次再来巴黎希望还能回来｡",1,bosnian,zh-en,"Fatima House is suitable for 2 to 3 people in Paris live,the traffic is very convenient location. And parents in Paris during The because there is it,more comfortable home. Then the next time you come to Paris I hope it can come back home."
Jako udoban mali stan. Ljubazan domacin koji ima puno strpljenja za svoje goste(hvala jos jednom na čekanju)super lokacija!! Moj prvi boravak u Parizu prosao odlicno!! Hvala Antony!! Merci beaucoup....,1,bosnian,bs-en,Very comfortable little apartment. Nice host with a lot of patience for his guests(thank you once again on hold)super location!! My first stay in Paris went great!! Thank You Anthony!! Merci beaucoup....
"Veľmi dobrá lokalita, blízko Arc de Triomphe. Výhoda, že celý byt/domček máte pre seba. Nevýhoda je, že jedna veľká izba je v suteréne bez okien a vetrania.",1,bosnian,sk-en,"Very good location, close to the Arc de Triomphe. Advantage, that the whole apartment/house you have for yourself. The disadvantage is that one large room is in the basement without windows and ventilation."
"Nice place, good host",1,english,en-en,"Nice place, good host"
"房子很大,性价比很高,能直接从窗子看到艾弗尔铁塔,周围生活设施都很便利｡Malika人非常nice, 如果还有下一次,我还会选择再住这里:)",1,bosnian,zh-en,"The house is very large,high cost,directly from the window to see the Eifel Tower,the surrounding living facilities are very convenient and great views. Malika very nice, if there is a next time,I will choose to stay here:)"
"Good price, good location.",1,english,en-en,"Good price, good location."
"Good place, good value",1,english,en-en,"Good place, good value"
"Nice little place, good price! ",1,english,en-en,"Nice little place, good price! "
마레지구 merci 근처에 위치해있고 지하철 역 까지는 7분 버스정류장까지는 2분정도 걸립니다.  딱 두명이 묶기에 좋은 크기입니다 키친이 잘 되어있고 샤워실 화장실 따로 있어요 창이 여러개라서 좋았습니다. 다만 청소가 그다지 깨끗하게 되어있지 않았는데 집의 문제라기보단 하우스키핑 업체의 문제같았어요. 그 부분만 빼면 만족스러운 숙소였습니다,1,bosnian,ko-en,"Marais district, merci is near to Subway Station 7 minutes nearest bus stop is 2 minutes walk away. Just two have good size. kitchen is well have a shower and toilet as I have a window, but this one was good. Just cleaning is not so clean so that there is not a house problem, the top housekeeping provider of the problem like I did. , Satisfying stay."
"Odlična lokacija, neposredna blizina stanice metro i trgovina. Prostran, moderno opremljen stan. Komunikacija s domaćinima brza i jednostavna. Odlična pogodnost-siguran parking za auto.Svakako preporucam ovaj stan za ugodan boravak u Parizu. ",1,bosnian,hr-en,"Great location, close proximity to metro station and shops. Spacious, modern equipped apartments. Communication with the owners is fast and simple. Great facilities-secure Parking for cars.Of course, preporucam this apartment for a pleasant stay in Paris. "
"Otimo lugar, otima localizacao.",1,bosnian,pt-en,"Great place, great location."
Un posto incantevole. Bravi!,1,bosnian,it-en,A lovely place to stay. Good!
Prima verblijf!,1,bosnian,nl-en,Excellent stay!
Posizione ottima!,1,bosnian,it-en,Great location!
"Smještaj je nov, jako lijep i prostran. Domaćini su ugodni i vrlo prostojni. Gosti trebaju biti svijesni da je krov stakleni. Ukoliko nekom smeta poveća količina svijetla koja probila do kreveta, u smještaju se nude i maske za spavanje.",1,bosnian,hr-en,"Housing new, very nice and roomy. The owners are pleasant and very prostojni. Guests should be aware that the glass roof. If some are concerned, to increase the amount of light which broke in bed, in the homes offered and the sleep mask."
Good price/value ratio,1,english,en-en,Good price/value ratio
