comments,N,lang,comment_in_english
"Joli appartement, décoré avec gout,lumineux  et tres fonctionnel. 
On s'y sent comme chez soi. Trés bien situé, a deux pas de la ligne 14, ce qui est bien pratique. Quartier et immeuble calme.
Nous avons passé un excellent séjour chez Amélie ! ",1,french,
"Voici une très heureuse découverte que l'appartement d'Amélie, d'un goût distinctif, pratique, spacieux et ultra positif. L'accueil était parfait, même avec un Côte du Rhône bio délicieux... Toutes les consignes d'accès ou d'utilisation de l'appartement étaient simples et efficaces. Ceux qui connaissent Paris observeront la position optimale de cet appartement, à quelques mètres de la ligne 14 et RER dans la zone de la Grande bibliothèque. Tous commerces aux alentours. Merci Amélie et bravo à Airbnb pour m'avoir permis d'y séjourner.",1,french,
Nous avons passé un week-end très agreable dans l'appartement d'Amélie. Il est idéalement situé à une minute à pied de la station de métro et à quelques minutes de BERCY. L'appartement est totalement conforme aux photos publiées et très (Website hidden by Airbnb) décoration était vraiment à notre goût. Un grand merci à Amélie chez qui nous ne manquerons pas de revenir lors d'un prochain séjour.,1,french,
"Amélie nous a fait un très bon accueil. L'appartement est décoré et meublé avec beaucoup de goût, et est très fonctionnel et bien équipé. La localisation est idéale, à côté du métro. L’immeuble est calme et agréable.
Super séjour !",1,french,
Tout s'est très bien passé. Merci pour cet accueil Amélie. Je recommande cet appartement!,1,french,
"Un très acueillant apartement, très bien conecté par metro, bus et RER.
dans un endroit très vivant de la cité.
Un bon """"feeling"""" maison quand on hi arrive après une intense activité du jour.
Bonne comunication avec Amélie, tout le temps.
Un très beau séjour.",1,french,
"Appartement propre, lumineux et décoré avec goût, sans esbroufe.

Dès que l'on franchit le seuil de la porte, on se sent immédiatement à l'aise et l'endroit est très calme.

Idéalement situé dans le 13ème arrondissement à quelques pas de la station de métro Bibliothèque François Mitterand (ligne 14 et RER C) le centre de la capitale s'ouvre à vous en peu de temps.

Contact particulièrement sympathique avec la propriétaire du lieu, Amélie disponible et souriante.

Nous reviendrons avec grand plaisir.
Merci Amélie.",1,french,
"L'appartement était vraiment jolie, ct super!!",1,french,
"Amélie est souriante et accueillante, mes parents sont contents de leur séjour. Le logement est agréable, et bien décoré. A recommander ! :)",1,french,
Bon rapport qualité prix pour ce deux pièces proche de la Grande Bibliothèque.,1,french,
"Bon séjour chez Amélie, arrangeante sur le départ et l'arrivée. Bien situé. Je recommande",1,french,
"Merci à Amélie pour sa prévenance et à sa disponibilité. L’appartement est parfait - situé proche d’un métro, il offre tout le confort dont nous avons besoin, un peu plus loin de la grande agitation du centre ville ! À conseiller les yeux fermés !",1,french,
"Bonjour!
J' ai aimé mon sejour chez Brigitte. La maison c'est tres agreable et jolie
nous avons vévu ensemble pour 15 jours avec respect et tres cordialement
Brigitte m' a aide beaucoup avec les choses pratiques.Merci. J'ai fait tout Paris à pied ! J'aime marcher et comme le temps était très beau,j""""en ai profité. Je suis sure que la prochaine fois que je serai a paris je resterai chez brigitte.",1,french,
L'accueil de Brigitte Marie est parfait. La chambre est confortable et tout a fait silencieuse . Bien sur la situation du logement est idéale pour profiter de Paris et rentrer même très tard dans la nuit .,1,french,
"J'ai passé 3 nuits chez Brigitte Marie (1 nuit seule et 2 nuits avec mon conjoint) et tout s'est déroulé à merveille. J'avais un emploi du temps assez occupé, donc je n'ai fait que croiser l'hôte, mais je l'ai trouvée à la fois discrète et chaleureuse, et disposée à nous aider, par exemple en nous conseillant sur la meilleure façon de nous rendre à CDG très tôt le matin pour prendre notre vol. J'ai payé la caution pour accéder aux clés de l'appartement, car je devais rentrer tard la plupart du temps, et tout était parfait. 
L'appartement de Brigitte Marie est vraiment à 2 pas du métro Bastille, donc très bien situé. Quartier calme le soir, mais non loin de l'activité du Marais ou encore du Quartier Latin, accessibles à pied. La chambre est coquette, pratique (pas mal de rangements et une multiprises pour brancher nos appareils), de bonne dimension et propre. Je n'y ai pas eu froid du tout. Le calme y règne, idéal pour un sommeil réparateur après une journée chargée. Salle de bain moderne et propre, très bien éclairée, pression et température de l'eau dans la douche chaude et puissante à souhait.  
Le Wi-Fi a très bien fonctionné, il suffit de demander les codes d'accès à Brigitte Marie. Un excellent choix pour un séjour à Paris, en toute indépendance!
",1,french,
"Brigitte est très sympathique et disponible. Elle vous fait profitez de ses conseils à la demande.( Transports, Restaurants, visites...)  La chambre et la salle de bains sont propres. L'appartement est particulièrement bien placé dans Paris avec un accès facile au métro Bastille desservant plusieurs lignes.
Merci Brigitte et au plaisir d'une autre rencontre à Paris.  ",1,french,
"Bonjour Brigitte, 
Merci de votre accueil chaleureux. Nous avons apprécié votre disponibilité et votre gentillesse. Votre logement est bien situé. Ce fut une belle façon d'entamer notre périple d'un mois en France. Nous recommandons votre hébergement avec plaisir à tous les voyageurs voulant retrouver un petit chez-soi au loin! Merci pour tout.",1,french,
"Très bel accueil et grande disponibilité
Très silencieux
A conseiller",1,french,
"C'est ma 1ère expérience de ce type et je suis enchantée. Brigitte est une personne très agréable, appartement très calme. Etre à 2 pas de Bastille et pouvoir dormir comme un bébé sans un bruit : c'est le rêve. C'est une adresse que je vous recommande sans hésiter.
Nathalie",1,french,
Brigitte nous a accueilli de façon très agréable avec beaucoup d'attention pour nous dans son logement confortable et plein de charme.,1,french,
"Très grande disponibilité de notre hôte
Délicatesse, conseils avisés, discrétion, tout y est pour nous permettre un séjour des plus agréables.
Nous y reviendrons assurément.
Merci pour tout.
Clara et Jean",1,french,
"Emplacement trés pratique. Calme remarquable pour Paris, pas un bruit ! Très propre et accueil agréable. Adresse sympathique et en totale sécurité.",1,french,
"J'ai passé un séjour très, très bien à Paris chez Brigitte! Acceuil très sympathique, excellente situation de l'appartement et une chambre extremement calme! Merci Brigitte pour tout!",1,french,
Je remercie encore Brigitte Marie de son chaleureux accueil. L'endroit est tout aussi chaleureux que son hôte.... c'est un endroit à recommander pour un séjour à Paris !!,1,french,
"Très bel accueil! 
L endroit est idealement situé et Brigitte Marie est très disponible. Nous avons passé un agréable sejour malgré le temps maussade. Merci encore.",1,french,
"Brigitte nous a très bien accuilli, toujours plein de conseils. L'appartement est super bien situé et propre, on se sent bien chez Brigitte. Merci beaucoup ",1,french,
"Nous avons été fort bien accueillis par notre hôtesse, un courant de sympathie est tout de suite passé. Elle s'est montrée affable, serviable, toujours souriante et nous a mis à l'aise tout de suite.

Les renseignements : parcours depuis la gare, codes d'accès nous ont été très utiles.
La chambre correspondait à la photo et nous avons eu la bonne surprise d'avoir une salle de bains et wc particuliers.
Le quartier est vivant, tout près de la Gare de Lyon, mais la chambre est très calme.
Le petit déjeuner dans la salle à manger s'est révélé un moment convivial et agréable. Nous parlions de ce que nous avions visité la veille et Brigitte Marie nous faisait parfois des suggestions et nous conseillait sur les bus ou métros à prendre, etc. 
C'est la première fois que nous dormions """"chez l'habitant"""" et cela nous a donné envie de renouveler l'expérience et d'en parler à nos amis. 
En conclusion : très satisfaits

",1,french,
"Chambre confortable avec une très bonne literie, donnant sur une cour intérieure très calme. L'appartement est décoré avec beaucoup de goût, Brigitte-Marie est une hôte très chaleureuse qui saura vous conseiller pour votre séjour. La cuisine est petite mais fonctionnelle, la salle de bain spacieuse et confortable. Pas de mauvaises surprises !",1,french,
"Logement agréable , très bien situé. Accueil très agréable",1,french,
Accueil chaleureux et personnalisé - tout était parfait.,1,french,
"Brigitte est une hotesse parfaite! Elle est trés acueillante et elle sait prendre soin des gens, jusqu'aux plus petits détails. Elle à répondu trés vite á ma demande en acceptant que j'arrive tout de suite. Son appartement est très beau, la chambre est très bien (le lit est très confortable), la salle de bain est magnifique. Le quartier est très bien placé et trés bien desservi par le transport en commun.
Je la recommande à 100%.
Merci Brigitte!",1,french,
"Excellent séjour dans bel appartement bien équipé.Super bien situé ,à côté du Bon Marché,métro et bus à quelques mètres .Nous avons passé un très bon séjour et comptons revenir bientôt !!",1,french,
"Magnifique endroit en plein coeur de Paris. Benoît a été extrêmement réactif à nos demandes et toujours à l'écoute. L'appartement """"is so lovely"""". L'ambiance y est tout à fait charmante. Tout y est. Nous recommandons vraiment ce lieu, idéal pour découvrir ou re-découvrir Paris.",1,french,
"Très chouette appartement.  Un sentiment de """"chez soi"""".  Idéalement situé pour rayonner dans Paris.  Accueil et disponibilité à la hauteur.  A faire.",1,french,
Très bien place au coeur de ag germain des pres.,1,french,
"Très bel appartement, la reception des clés s'est faite facilement. ",1,french,
"Très bien. Nous n'avons pas croisé Benoît mais la dame qui nous a accueillis était très aimable. Le studio est très propre, original et a du charme, de plus il est vraiment très bien situé. On entend un peu le métro si on a l'habitude de vivre au calme mais comme nous sommes des couche-tard, cela ne nous a pas gêné du tout. Nous recommandons :)",1,french,
"Un super séjour dans un lieu charmant. Typiquement parisien, plein de charme et de bon goût.  Un matelas fantastique . On a adoré.  L'emplacement est Super. Tout etait parfait.... :).",1,french,
"Nous avons passé une nuit dans l'appartement de Benoit, le temps d'un week end. Le logement en lui même est tres agréable ainsi que confortable, et est conforme aux photos de l'annonce ainsi qu'à la description. Il est situé a proximité du metro et en face du Bon Marché ; ce qui est tres pratique et vraiment sympa. Il est quand meme vrai que l'on entend le métro qui passe, toutefois ce n'est pas derangeant! De plus, les horaires ne sont pas aussi flexibles qu'indiquées dans l'annonce.. Mais ces petits details n'ont rien oté à la qualité du séjour. Enfin, Benoit est joignable facilement en cas de questions, cela facilite le voyage. Nous le recommandons vraiment, et un deuxieme séjour n'est pas exclu :)",1,french,
"Très bel appartement, sobre, fonctionnel, très bien placé. Situé au rez de chaussée et en arrière cour d'un superbe immeuble, il est très calme. La gardienne nous a aimablement reçues. Benoit a été très rapide à nous répondre en cas de besoin. Une bonne adresse dans un quartier de rêve.",1,french,
"Super séjour!
Benoit est très disponible!
",1,french,
"Le logement correspond exactement à la description qui en est faite ; 
je n ai pas rencontré Benoit en personne mais il était très présent par mail tout au long de mon séjour  , et a eu la gentillesse de ma laisser quitter l appartement plus tard que prévu ; tout était bien organisé avec une dame pour mon arrivée ; ",1,french,
"c'est un bel appartement,très agréable et pratique,proche de métro.",1,french,
"Séjour très agréable dans ce petit nid douillet! En plus d'être idéalement situé, il correspondait parfaitement à mes attentes! Merci à Benoît pour sa disponibilité!",1,french,
"L'organisation pour le check-in et check-out est remarquable, tout comme la localisation de l'appartement. 
Celui-ci est très confortable et permet de se sentir chez soi. 
Benoit a quant à lui était un hôte disponible et réactif. 
Rien à dire et je ne manquerai pas de revenir dans cet appartement si j'en ai la possibilité.  ",1,french,
"Le logement est situé dans un quartier vraiment très agréable en plus d'être bien desservi par les transports en commun. 

Un très joli parc est présent en face du logement et de nombreuses boutiques et restaurants sont disponibles aux alentours.

Le seul point négatif trouvé que nous avons trouvé était le bruit causé par le passage du métro mais cela ne nous a pas empêché de dormir.",1,french,
"Je n'ai pas rencontré Benoit, mais il reste à tout moment disponible par téléphone. 

L'appartement manque légèrement de luminosité par rapport à son emplacement dans une cour d'immeuble. 

Idéalement situé, à côté d'un petit jardin public et des commodités.",1,french,
"Logement conforme aux photos , charmant , cosy , très bien placé. 
La literie est bonne et l endroit typiquement parisien. 
Endroit au calme mais on entend le métro passé, cela dit , ça ne m a pas empêché de dormir. 
Y ai séjourné une nuit pour déplacement professionnel et les instructions pour entrer dans le logement sont clairs , précis et complets , ce qui laisse une grande flexibilité de Check in et Check out. 
L appart est très propre , seuls les joints de la douche et l intérieur de la bouilloire sont à revoir. 

",1,french,
"Séjour au cœur de Paris très agréable ! Quartier sympathique, commerces, parking, tout est à proximité.
L'appartement, situé dans un immeuble typique parisien, est très bien aménagé et cosy.",1,french,
"Cet appartement est très bien situé tout près du metro et du célèbre magasin Le Bon Marché. Plein de restaurants, bistros et boutiques dans le quartier, il y a même un joli square juste en face de l'immeuble. L'appartement est très confortable, propre, bien équipé, bien qu'un peu sombre. D'autres ont mentionné les vibrations venant du métro, mais cela ne nous a pas du tout dérangés. Cet appartement est parfait et 'cosy' pour  2 personnes. ",1,french,
Appartement parfait pour visiter Paris ! Merci Benoit !,1,french,
"Il est très proche de métro et bus.
La chambre était un peu humide mais propre et agréable.",1,french,
Parfait je recommande à tous,1,french,
"Nous avons pas eu l'occasion de rencontrer Benoît cependant le séjour c'est très bien passé. L'appartement est très bien situé, au cœur de Paris et bien aménagé. Je recommande.",1,french,
Extrêmement bien organisé. À conseiller sans restriction.,1,french,
Je conseil. Beau petit appartement très fonctionnel dans le 7eme en plein cœur de Paris. Checkin tres simple et  bonne communication avec Benoit.,1,french,
"A conseiller vivement pour son emplacement et sa proximité aux magasins, transports et quartier à visiter.",1,french,
"Je ne recommande vraiment pas le logement de Benoît, personne pour nous accueillir à l'arrivé nous devons nous débrouiller avec un guide en anglais l'entrée ressembler plus à une succession d'indice de chasse au trésor sous la pluie pour ouvrir la porte. De plus je me suis senti observer vu que Benoît savais tôut ce qui se passer dans le logement sans que je sache comment.",1,french,
"Appartement très bien situé, bien équipé et propre, tout est comme sur les photos. La communication avec Benoit était facile. Parfait pour un couple. Recommandons fortement.",1,french,
"Très très bonne situation, logement propre, accessible et très agréablement décoré.",1,french,
Bien dans l'ensemble. On reviendra si l'occasion se présente.,1,french,
Logement dans un très bel immeuble situé dans un très beau quartier. Séjour très agréable.,1,french,
Tout propre comme sur les photos. Benoit est très réactif en cas de besoin. L'appartement est dans un quartier sympa,1,french,
Awesome location!,8,french,
"Propriétaire très réactif, appartement très sympa et fonctionnel. L'emplacement est parfait....en attendant l'ouverture du petit hôtel en face ;o), le Lutécia...",1,french,
"Appartement très bien placé, facile d'accès, tout à fait agréable. Hôte réactif et aimable.",1,french,
"Endroit tres bien situé et tranquille dans une cour intérieure tres belle et sécurisée.  Équipement complet, cafetière, bouilloire, grille pain, micro-onde, frigo, tv, et lave linge.",1,french,
"Charmant appartement, emplacement idéal pour visiter Paris.
Nous avons été très bien accueilli. Appartement propre et agréable.
Nous n'avons pas eu l’occasion de rencontrer Alex&Clem mais  avons été accueilli par la maman qui a été très gentille et nous a fourni de bon plan pour profiter de notre séjour. ",1,french,
"L'appartement de Charles est lumineux et bien équipé de tout ce dont on aurait besoin. Les enfants ont bien aimé leur chambre, ils avaient vite découvert la boîte de Duplo et la petite guitare :-). Ce que nous avons surtout apprécié, c'est l'environnement calme. L'appartement est situé dans une rue tranquille, tout en se trouvant près du métro. Bref, un appartement à recommander!",1,french,
"(Website hidden by Airbnb) Nous  nous sentions bien a l'aise  chez Christian  avec son acceuil chaleureux.  Nous pouvions passer  8 jours a Paris comme de vrais parisiens  grace a sa petie cuisine bien equippee ,plus   de  petits  et de grands epiceries ,  des bougeries , des boulangeries  une poissonnerie des marches et  des restaurants autours son (Website hidden by Airbnb) sortie de la station de metro  est juste devant  son immeuble .  Certainement
je   recommandarai   a  mes amis de  rester chez Christian  lors de leur voyage a Paris .Nous n'oublierons jamais de sa gentillesse .
 (Website hidden by Airbnb) Kessanee et Wicha",1,french,
"Accueil sympathique de Christian qui est un hôte discret.
La chambre est confortable, propre, agréable, spacieuse.
Quartier très agréable, tous commerces à proximité ainsi que l’accès au métro, pratiquement au pied de l'immeuble.
Anne, la nantaise",1,french,
"Logement propre bien situé.
Le livret d'informations laissé par Christian est très utile.
Je recommande.",1,french,
"Merci Stéphanie! Un séjour très agréable!  L'appartement est charmant et très confortable, on s'y sent """"comme à la maison"""". Bien situé au calme dans un quartier tranquille et facile d'accès en métro, avec en prime une belle vue dégagée sur Paris! Je n'ai pas eu l'occasion de rencontrer Stéphanie directement mais elle s'est arrangé pour que tout se passe bien, tout nos contacts ont été très sympa et j'ai été accueillie par sa grande copine Marine. Une très chouette première expérience Airbnb! Accueil, confort, flexibilité, et tout et tout... Merci!",1,french,
"Appartement avec énormément de charme, très propre et fonctionnel. 
Malgré notre retard Stéphanie nous a attendu pour nous accueillir. Encore merci Stéphanie! ",1,french,
"Juste parfait. Quartier genial, un des rares dans Paris à être resté si authentique. L'appart est hyper sympa et fonctionnel. Stephanie est une hote particulierement agreable.",1,french,
"Merci pour ce mois passé dans un quartier surprenant et attachant, et dans un appartement ou il est aisé de se sentir chez soi

Didier",1,french,
"L'appartement de Stéphanie est exactement comme sur les photos, cozy à souhait. Parfait pour un petit weekend à Paris, ou pour un plus long séjour. Je m'y suis sentie comme chez moi et j'étais triste de le quitter!
Stéphanie a été parfaitement disponible, répondant rapidement à toutes les questions que je pouvais avoir. 
Je recommande à 100% !",1,french,
"Conforme aux photos, l'appartement est très agréable et se situe dans une rue pleine de charme. J'ai passé un excellent séjour.",1,french,
"L'appartement de stephanie est très cosy et confortable dans un immeuble et une rue très calmes. Le métro est à côté et on peut même prendre la 11 en marchant quelques minutes de plus. Tout fonctionne bien dans l'appartement qui est très bien équipé. Stéphanie a  tout organisé pour mon arrivée et mon départ, je n'ai eu aucun souci grâce à elle. Je recommande. ",1,french,
"Stéphanie est une hôtesse parfaite : fiable, arrangeante et sympathique. Son appartement est très agréable, joli, propre, bien équipé et particulièrement bien situé.",1,french,
"Appartement conforme aux photos, Stéphanie vous laisse la totalité de son logement. Bus et métro à proximité. Le quartier est calme, c'était un séjour bien agréable.",1,french,
"J'ai passé une dizaine de jours dans l'appartement de Stéphanie.
Joliment agencé, dans un quartier sympa, à 2 pas des buttes Chaumont, très calmes. Juste parfait.
De plus la communication avec Stéphanie est des plus aisée.
Encore merci !",1,french,
Logement agréable. Les photos parlent d'elles même. Logement calme. Stéphanie joignable sans problème. Merci pour ce séjour.,1,french,
"Nous avons passé un agréable séjour, l’appartement est parfaitement conforme aux photos. Je recommande !!",1,french,
"Parfait, conforme à la description, très bien situé, calme",1,french,
"Sympathique studio se trouvant dans le quartier Boubillot. Facile d'accès, aucun problème à trouver le lieu, accès à l'immeuble sécurisé, quartier tranquil avec des petits commerçants ouvert jusqu'à des heures dépassant les 20h. Boulangerie à deux pas du studio, carrefour à 50m, bus à 1min à pied. Quelques arrêts de la gare et des grandes surfaces.
Appartement meublé à l'essentiel, télévision, wifi, stéréo, téléphone. Cuisine équipée.

Points à améliorer : vaisselle mal nettoyé se trouvant parmi les propres (surement une tâche manquée par les précédent visiteurs à contrôler avant des recevoir des nouveaux).

Dans l'ensemble, le studio est propre et entretenu!",1,french,
"Appart sympa. relativement grand et pratique.
Il est loin des bouches de métros, mais avec un petit coup de Velib (juste au pied de l'immeuble), ça se passe bien.
Quartier calme la nuit et quelques commerces autour.
La mère de François qui habite au 1er m'a reservé un accueil très sympa, malgré mon arrivée tardive (presque 23h)
Excellent rapport qualité prix.
",1,french,
"Venue pour un stage sur Paris, le studio de François était l'idéal, tranquille, bien équipé. François et sa mère m'ont bien accueilli, des hôtes discrets. ",1,french,
François êst très sympa; son appartement est bien situé et très agréable.,1,french,
"François  nous a réservé un excellent accueil à notre arrivée. Le studio est très confortable et bien équipé et dispose de tout ce qui rend le séjour plus facile (ingrédients de base dans la cuisine, dosettes de café, frigo de bienvenue, etc.). François a pensé à tout !
Merci encore !",1,french,
"Bien accueilli, François a pris le temps nécessaire pour nous expliquer le fonctionnement de son appartement. Tout est mis à disposition pour aider les personnes ne connaissant pas le quartier: plan, magasins alentour, branchement internet.

Bref c'était super. Quartier tranquille et agréable.",1,french,
"Francois a ete d'une grande aide des le depart pour notre location. Il etait parti en province le jour ou nous avons recupere l'appartement. Nous avons eu acces a l'appartement facilement malgre cela.
Points positifs : tres bien situe, a 2 pas de multiples arrets de bus, d'une epicerie de quartier, d'un supermarche et d'une boulangerie. Immeuble plutot silencieux. Le canape-lit est plutot confortable.
Points negatifs : la salle de bain etait sale, des cheveux trainaient notamment encore dans la douche quand nous avons pris possession du lieu. La plaque electrique ne marchait pas, il semblerait qu'il y ait eu un probleme electrique. Le micro-onde marchait sporadiquement, mais nous avons regle le probleme en simplifiant les multiples branchement qui avaient ete fait.
La vaisselle rangee etait sale egalement, nous avons du tout re-nettoyer avant usage.

Dans l'ensemble sejour correct, appartement pratique et fonctionnel. Mais gros bemol a cause de la salete.",1,french,
"Un hôte agréable et prévenant, discret.
Un appartement au calme, bien desservi, avec de nombreux commerces à proximité. A 2 minutes de la Butte aux Cailles, célèbre pour ses restaurants et son animation sympathjque.
Un canapé-lit tout de meme confortable et une télé avec plein de chaines et meme la vidéo à la demande ! Une cuisine suffisamment équipée.
J'ai passé un bon séjour.",1,french,
"petit studio propre, bien situé et avec un prix très attractif ce qui en fait un excellent rapport qualité /prix  pour un w-e sur PAris.
François et sa maman ont été très sympas, ils nous ont entre autre garder nos valises jusqu'à l'heure du train en soirée.",1,french,
"Très bon appartement , bien situé , confortable, lumineux  avec tous les commerces à 2 pas .......   à recommander pour un séjour sur Paris ",1,french,
"Hôte accueillant, appartement très bien situé pour un tarif très raisonnable. 
François a été très disponible et nous a fourni toutes les indications pour une location sans encombres. 
Un seul point à améliorer, le couchage peu confortable, pb de dos s'abstenir.",1,french,
"Bonjour je tiens à remercier la centrale de réservation et surtout Mr DOUCET pour son accueil et ces prestations qui sont correct, ,n'hésitez pas à y aller et très bien situé pour toutes commodités. ",1,french,
Accueil chaleureux et réelle disponibilité. Ce fut un plaisir rester dans cet appartement!,1,french,
"appartement très clean, bien aménagé, équipé et confortable. très bonnes commodités. 
petit bémol : le métro est un peu loin mais heureusement qu'il y a pas mal d'arrêts de bus près du logement, je chipote un peu :)
l'hôte est très agréable et ponctuel.
est-ce que je retiens surtout de mon séjour : l'exposition plein sud dès le matin qui réveille l'appartement, magnifique !",1,french,
François est un hôte très agréable et serviable. Le studio est bien situé et à un prix abordable.,1,french,
"L'endroit était tout simplement parfait. Pour un studio où j'ai logé avec mes deux filles, nous étions bien. 

Près des stations de métro, beau quartier, accueillant et chaleureux. 

François a été d'une gentillesse exceptionnel et d'une grande aide lors de notre dernière journée. 

Merci encore pour le séjour!!!",1,french,
"Appartement conforme à la description.Station vélib' au pied de l'immeuble très pratique.Contact et accueil très sympathique.Adresse proche du quartier chinois pour les amateurs de cuisine exotique.Une bonne adresse.
Sophie",1,french,
"Studio calme, très bien agencé, literie confortable, nécessaire de cuisine complet, à quelques dizaines de mètre d'une arrêt d'autobus.",1,french,
Bien placé en bas de la butte au caille et François très serviable. Rapport qualité/prix parfait!,1,french,
"L'appart était conforme a la description, nous y avons été juste une nuit. Le quartier est tranquil, il n'y a pas de soucis la nuit non plus. Mais le studio n'etait pas trop propre! Les draps et le serviettes de bain étaient propres, mais la salle de bain et la pièce principale...pas trop! C'est dommage, ça aurait du potentiel! La communication avec François a quand meme été rapide et sans problèmes.",1,french,
Un accueil sympathique tout en discrétion.,1,french,
"Le studio est conforme aux photos. Il est au soleil toute la matinée ce qui est très agréable au moment du petit déjeuner.
François, très aimable, loge au 1er étage du même immeuble, c'est très pratique pour récupérer et rendre les clés.",1,french,
"studio bien placé calme et ensoleillé ,métro,commerces à proximité.Hôte très agréable et serviable.Première expérience concluante.",1,french,
"Accueil chaleureux et personne de grande confiance. C'est toujours un plaisir revenir dans son appartement, bien placé et calme. ",1,french,
"Très bon accueil de la part de François, appartement spacieux, propre, confortable et très bien situé à 2 pas des métros et de la place d'Italie, tout était nickel, je recommande!
Merci François!
",1,french,
Hôte très gentil et joignable a tout moment. Nous avons passer un agréable week-end et nous allons y retourner sûrement ! L'appartement est très bien situé et a toute les commodités nécessaire pour passer un bon moment. Merci,1,french,
"Malgré mon arrivée à une heure tardive, François a été trés disponible et s'est assuré que je ne manque de rien. J'ai même eu droit à un plan du quartier avec les différents restaurants/magasins les plus proches (les guides du routard sont également disponibles dans la bibliothèque si besoin). Mon séjour s'est trés bien passé, l'appartement est simple, spacieux et confortable. Tout ce que j'attendais.",1,french,
"Hôte très agréable. Il avait mis à disposition tout ce dont nous avions besoin même si nous n'avons pas pu nous voir le premier jour. Quartier calme et bien situé, place loin de la place d'italie et quartier de la butte aux cailles animé. Pas mal de commerces à proximité.",1,french,
"appartement très bien décrit par photos. 
François était là pour me recevoir.
 ",1,french,
"Le studio est grand, calme et lumineux. Comme beaucoup d'appartements parisiens il est un peu vétuste (prises, robinetterie, meubles) mais c'est aussi ce qui en fait un appartement très bon marché idéalement situé près de la Butte aux Cailles et non loin du trajet de l'Orlybus. 
Les clés disponibles sur place avec un relai direct constituent aussi un avantage certain pour le départ et l'arrivée.",1,french,
"Studio spacieux,  propre et très bien placé ; enfin, tout le nécessaire y est ; hôte attentionné et très aimable !",1,french,
"Très bon accueil de François qui s'est montré très arrangeant . L'appartement  correspond tout à fait à la description , il est propre, fonctionnel, très calme . Le métro n'est pas loin et pour nous qui venions en voiture à Paris , il y a un parking public  peu cher ( forfait de 2 jours pour 14 € )  à proximité ( rue du moulin des prés )
C'est donc un excellent pied à terre à Paris .
Claude et marité",1,french,
"Accueil très gentil par la maman de François, studio parfaitement conforme à la description. Ce n'est pas le grand luxe mais il y a tout ce qu'il faut et c'est propre. Le quartier de la Butte-aux-Cailles est très sympa et bien situé pour les transports. Un séjour très agréable.",1,french,
" Nous avons passé un très bon sejour chez François, appartement calme, conforme à la description, bien chauffé et très bien situé. Nous n'avons pas vraiment rencontré François mais il est resté tres dispo par sms et tres serviable pour nos bagages, merci de votre accueil. Seul point negatif, la literie pas trop confort et l'appart aurait besoin d'un petit coup de peinture. Néanmoins nous gardons l'adresse et y reviendrons avec plaisir.",1,french,
"Merci a François car tout était exactement comme annoncé et mention spéciale pour la luminosité le matin, et le calme. Canapé lit assez confortable, très bon rapport qualité prix.
Excellent accueil, quartier super sympa, on reviendra :)))
",1,french,
"François est très accueillant et arrangeant.  L'immeuble est très calme. Le studio est agréable et nous nous y sommes sentis chez nous.
C'était un séjour particulièrement agréable.",1,french,
"Un séjour réservé pour ma mère à Paris. François a été joignable très facilement, l'accueil est vraiment très convivial, notre hôte est mobilisable facilement en cas de besoin. 
Le quartier est sûr, calme, proche de la place d'italie (avec ses nombreuses lignes de métro), de la Butte aux Cailles (charmante), du quartier asiatique. 
L appartement est petit mais bien agencé et correspond aux photos, il donne sur la cour et est calme. Le wifi fonctionne bien, Francois a installé un écran plat relié au câble dans son appartement. L'immeuble est bien entretenu. Nous n'avons cependant pas eu la chance de tomber sur des prédécesseurs consciencieux...",1,french,
L'appartement correspond tout a fait au descriptif. Mon fils y a séjourné pendant 5 jours avec plaisir. Espace a vivre très agréable. François a été très réactif lors de tous nos échanges et très accueillant.,1,french,
"Logement conforme a la description, hote tres accueillant ",1,french,
"Cher Francois, merci pour votre aimable accueil, il y a tout ce qu'il faut et c'est propre, bien chauffé .Quartier super sympa et bien situé pour les transports. Un séjour très agréable. Je recommande a mes amis! Hélène ",1,french,
"Parfait !
François est très disponible et arrangeant. l'appartement est fonctionnel, bien éclairé. L'immeuble est bien situé.
Je recommande :)",1,french,
"Quartier qui me convenait, appartement silencieux (à part les talons d'une voisine dans l'escalier à 6h du mat).
Equipement correct, mais le ménage laisse à désirer.
J'ai passé le balai au bout d'à peine 48h, et manifestement cela n'avait pas été fait avant mon arrivée.
Il y aurait besoin d'un rafraîchissement des peintures, surtout dans la salle de bain, et un ménage approfondi (y compris la bouilloire, qui est bien sale), car il y a de la poussière partout.
A part cela, agréable, mais le radiateur ne s'éteint pas dans le séjour, alors qu'il n'y a pas besoin de chauffage.",1,french,
"Le séjour s'est très bien passé. Accueil très arrangeant, appartement conforme à la description. Très bien situé à 2 pas des commerces et non loin du métro. Merci à François. Je recommande. ",1,french,
"Logement parfaitement situé, calme, proche de toutes commodités. Accueil (par la maman de Francois) tout à fait cordial. Équipement largement suffisant. Une très bonne adresse.",1,french,
Tout s'est bien passé.,8,french,
"Très bonne expérience! Hôte sympathique, et un appartement très lumineux avec vue dégagée, ce qui est rare à Paris. Je recommande!",1,french,
"L'appartement est très spacieux et lumineux. François sest rendu très disponible, tout comme sa maman qui m'a remis les cles. ",1,french,
