comments,N,lang,en-en,comments
"Pěkný malý byt, ve kterém jsme našli vše potřebné. Sprchový kout, vybavenou kuchyňku vč. kávovaru, varné konvice i topinkovače. TV ani nebylo potřeba zapínat, protože v Paříži je pořád co dělat. Wi Fi fungovala v bytě naprosto bez problémů. Skvělé je, že se jedná o podkroví, takže jsme nepostřehli jakékoliv rušení od sousedních bytů. Obytný dům je tuším v 10. obvodu, tedy spíše na předělu 2. a 10. obvodu mezi 2 stanicemi linky č. 4 metra. Jedná se o čtvrť plnou přistěhovalců a díky tomu působí velmi kosmopolitně a pořád je kam zajít. Hospůdky v okolí fungovaly dlouho do noci. Byt je cca 200m od zastávky Château d'Eau. Ale pokud půjdete k bytu ze stanice Strasbourg Saint - Denis a vydáte se ulicí kolem brány Brány sv. Denise / Porte Saint-Denis čeká vás milé překvapení v podobě ulice Rue du Faubourg Saint - Denis. Ta je plná obchodů, obchůdků, restaurací a fast foodů. Napočítal jsem asi 4 řeznictví, tři krásné prodejny ovoce a zeleniny a několik úžasných gyrosů (Website hidden by Airbnb) Na začátku ulice se zastavte u brány Brány sv. Denise, a jak jsem našel na internetu, je to opravdová zajímavost: """"""""Na hranici 2. a 10. obvodu, kde se boulevard Saint-Denis kříží s rue Saint-Denis, starou pařížskou ulicí, kterou kráčívali francouzští králové do baziliky Saint-Denis, stojí od roku 1672 vítězný oblouk, oslavující Ludvíka XIV. Jeho autorem je architekt Francois Blondel, který zde vytvořil reprezentativní dílo své doby. Je to už třetí brána, nesoucí jméno sv. Denise - ta první, ze 13. století, stávala blíže k centru, zatímco ta druhá již stála na dnešním místě na širokém bastionu ze 16. století a byla součástí hradeb, postavených králem Karlem V. Po jejich zboření byly v jejich místech vytvořeny široké bulváry a postaven tento vítězný oblouk, inspirovaný Titovým obloukem v Římě. Výzdobu brány provedl z pověření Ludvíka XIV. sochař Michel Anguier, který na ní vytvořil po stranách obelisky se sedícími postavami, znázorňujícími Spojené provincie nizozemské, a s motivy vojenských trofejí, a v horní části královo vítězství na Rýnu a vstup do Maastrichtu. V horní části je zlacený latinský nápis Ludovico Magno - Ludvík Veliký."""""""" Co jsme nestihli, je podívat se k nedaleké bazilice, ke které cestovatelé na internetu píší: """"""""Baziliku Saint-Denis najdete na stejnojmenném předměstí na severu Paříže. Byla postavená na místě, kam údajně došel mučedník svatý Denis s hlavou pod paží poté, co mu ji na Montmartru v roce 272 sťali. Na místě, kde dnes stojí bazilika, se už v dávné minulosti rozkládal starý galsko-románský hřbitov. Pozemky v roce 475 koupila sv. Geneviève a nechala na nich vybudovat kostel. Do něho byly kolem roku 630 přeneseny ostatky sv. Denise, sv. Rustiqua a sv. Eleuthera a kolem něj bylo vybudováno rozlehlé benediktýnské opatství, které se stalo postupem času nejbohatší a nejproslulejší ve Francii. Už tehdy zde byli pohřbívání členové královských rodů a v době dynastie Kapetovců kostel, který byl mezitím několikrát rozšířen a přestavěn, získal privilegium, že se stal oficiálně pohřebním místem francouzských králů. Jsou zde pohřbeni prakticky skoro všichni...",1,czech-iso8859_2,cs-en,"Nice little apartment in which we found everything needed. Shower, fully equipped kitchenette including a coffee machine, a kettle and a toaster. The TV wasn't even needed to turn on, because in Paris there is always something to do. Wi Fi worked in the apartment without any problems. The great thing is that this is a loft, so we didn't catch any interference from the neighboring apartments. Residential house is I in 10. the circuit, therefore, rather on the divide 2. and 10. the circuit between the 2 stations of the line 4 metro. This is a neighborhood full of immigrants, and making it act very cosmopolitan, and it is still where to go. Pubs in the area have worked long into the night. The apartment is about 200m from the station Château d'eau. But if you go to the apartment from the station Strasbourg Saint - Denis and heading down the street around the gate of st. Denise / Porte Saint-Denis awaits you for a pleasant surprise in the form of Rue du Faubourg Saint - Denis. It's full of shops, boutiques, restaurants and fast food joints. I counted about 4 butchers, three beautiful outlets of fruits and vegetables and a few of the amazing gyrosů (Website hidden by Airbnb) At the beginning of the street to stop at the gate of st. Denise, and as I found on the internet, it's a real curiosity: """""""" On the border of 2. and 10. circuit, where the boulevard Saint-Denis crosses the rue Saint-Denis, an old paris street, which kráčívali French kings at the basilica of Saint-Denis, is from the year 1672 the arc de triomphe, honoring Louis XIV. Its author is the architect Francois Blondel, who created a representative masterpiece of its time. This is the third gate, bearing the name of st. Denise - the first, of the 13. century, became closer to the center, while the other has already stood at the present location on broad bastion of 16. century and was part of the walls built by king Charles In the. After their destruction were in their places created by the wide boulevards and built this triumphal arch, inspired by the Tito's arch in Rome. The decoration of the gate by of the mandate of Louis XIV. sculptor Michel Anguier, which it created along the sides of the obelisks are seated figures, representing the United provinces of the netherlands, and with the motives of military trophies, and in the upper part of the king's victories on the Rhine and entry into Maastricht. At the top is the gilded Latin inscription Ludovico Magno - Louis the Great."""""""" What we missed, is to look to the nearby basilica, to which travelers on the internet they write: """""""" the Basilica of Saint-Denis you will find on the eponymous suburb in the north of Paris. It was built on the spot where allegedly ran out of the martyr saint Denis with his head under his arm after it for him in Montmartre, in the year 272 beheaded. On the spot where now stands the basilica, already in the distant past decayed old gallo-roman cemetery. The land in the year 475 bought st. Geneviève and left them to build a church. In it were around the year 630 transferred the remains of st. Denise, st. Rustiqua and st. Eleuthera, and around it was built a vast benediktýnské abbey, which became over time the richest and most famous in France. Then there were the burial of the members of the royal families, and at the time of the dynasty of the Capetian church, which, meanwhile, was expanded several times and rebuilt, received the privilege, that he became officially a burial place of French kings. Here are buried practically all the..."
"Krasný byt, velikosti odpovidajici Paříži :-). Velmi flexibilni majitelka bez problemu s přijezdem i odjezdem s pozdějěím uskladněním zavazadel. Ocenil bych vice vybavenou kuchyn a koupelnu o zakladni komodity jako sul, cukr, olej a mydlo na ruce.",1,czech-iso8859_2,cs-en,"Very nice apartment, size of the without Paris :-). Very flexible owner no problems with přijezdem and leaving with pozdějěím storage storage. I would appreciate a vice equipped kitchen and a bathroom on basic commodities such as salt, sugar, oil and soap on your hands."
"Maria byla perfektní! Poradila nám se vším potřebným, snažila se být časově flexibilní, celou dobu pobytu s námi komunikovala, měla sama zájem, zda vše probíhá podle našich představ a zda nemáme s čímkoli problém. Byt byl útulný a čistý, jediný problém byl tím, že v něm bylo relativně chladno, ale pokud s tím člověk počítá, stačí jen tepláky a teplé ponožky na doma :) Rozhodně doporučuji!",1,czech-iso8859_2,cs-en,"Maria was perfect! She advised us with everything needed, trying to be time-flexible, the entire period of stay with us communicating, itself was interested, whether all is according to our liking and if there is anything problem. The apartment was cozy and clean, the only problem was that it was relatively cold, but if this one counts, just sweatpants and warm socks at home :) Definitely recommend!"
Very lovely house.,1,czech-iso8859_2,en-en,Very lovely house.
"Apartmán odpovídal popisu, byl čistý prostorný a vzdušný. Stejně tak poloha byla výborná, jednoduše se sem můžete dostat veřejnou dopravou z letiště během 45 minut. Určitě bych místo doporučil i ostatním. Jediné co bohužel trochu pokazilo celkový dojem byla poslední noc, kdy se obyvatelé zřejmě dolního bytu rozhodli udělat diskotéku, která trvala až téměř do 4 hodin, díky čemuž jsme se před odletem příliš nevyspali. Celkově jsme byli i tak spokojeni.",1,czech-iso8859_2,cs-en,"The apartment matched the description, was clean spacious and airy. Similarly, the location was excellent, simply here you can get public transport from the airport within 45 minutes. I would definitely a place to recommend to others. The only thing unfortunately little spoil the overall impression was last night, when residents apparently of the lower flat decided to do a disco, which lasted until almost 4 hours, thanks to which we before departure too didn't sleep. Overall, we were satisfied."
Very nice !!!,1,czech-iso8859_2,en-en,Very nice !!!
Todo muy bueno!,2,czech-iso8859_2,es-en,All in all very good!
"Velmi dobré ubytování blízko všeho, co si v Paříži oblíbíte. Doporučuji. Byli jsme spokojeni.",1,czech-iso8859_2,cs-en,Very good accommodation close to everything in Paris will like. I recommend. We were satisfied.
"Výborné místo, do centra se dalo chodit pěšky. Byt menší, ale pro dva dostačující.",1,czech-iso8859_2,cs-en,"Excellent location, in the center you could walk on foot. The apartment is smaller, but for two sufficient."
"Vynikající ubytování v Latinské čtvrti, v blízkosti jsou možnosti nákupu potravin, restaurace i stanice metra.",1,czech-iso8859_2,cs-en,"Excellent accommodation in the Latin quarter, near the are the options for buying food, restaurants and metro station."
Very nice host!,6,czech-iso8859_2,en-en,Very nice host!
Very nice nice flat!,1,czech-iso8859_2,en-en,Very nice nice flat!
Very nice house,1,czech-iso8859_2,en-en,Very nice house
"Má první zkušenost s ubytováním v soukromém bytě byla velmi příjemná. Frantz byl přátelský a velmi vstřícný. Vše bylo dobře zorganizováno a i když jsem přijel dříve, Frantz se dostavil k předání klíčů a bytu do deseti minut po mém telefonátu. Dvoupokojový byt přesně odpovídal popisu v nabídce a byl pohodlný a čistý. Nachází se blízko stanice linky metra 4, centrum města je tak dosažitelné během 20 minut. Velmi děkuji za tuto možnost ubytování, kterou mi poskytli Jeanne a Frantz",1,czech-iso8859_2,cs-en,"My first experience with accommodation in a private apartment was very pleasant. Frantz was friendly and very accommodating. Everything was well organised and even when I arrived earlier, Frantz came to the handover of keys and apartment in ten minutes after my phone call. A two bedroom apartment exactly matched the description on the menu and was comfortable and clean. Located close to the station metro line 4, the center of the city is so reachable within 20 minutes. Thank you very much for this possibility of accommodation, which provided me with Jeanne and Frantz"
S ubytováním jsme byli více než spokojeni. Vřele doporučuji! Tatiana nás velmi mile přivítala a vše jsme měli k dispozici.,1,czech-iso8859_2,cs-en,With accommodation we were more than satisfied. I highly recommend it! Tatiana us very welcome and everything we had available.
"U Nicol jsme se cítili velmi vítaní. Apartmán je velice roztomilý, odpovídá popisu. Je velmi tichý, s hezkým výhledem do soukromé zahrady. Je skvěle situován, všechny zásadní památky jsou v procházkové vzdálenosti. Pokud bychom se do Paříže vraceli, tak zase k Nicol. ",1,czech-iso8859_2,cs-en,"With Nicole we felt very welcome. The apartment is very cute, matches the description. It is very quiet, with a nice view to a private garden. It is great located, all major sights are in the walking distance. If we get to Paris coming back for more, so back to Nicole. "
Very Nice!!!!!,1,czech-iso8859_2,en-en,Very Nice!!!!!
lovely stay,1,czech-iso8859_2,en-en,lovely stay
"ubytování bylo výborné s ohledem na polohu blízko eiffel tour. Snídaně byly vynikající, dokonce nám domácí umožnily zůstat v domě až do 12:00. poskytli nám velké množství užitečných rad na toulky Paříží. Velmi milý a vstřícný hostitelé.",1,czech-iso8859_2,cs-en,"the accommodation was excellent with regard to the location close to the eiffel tour. The breakfast were excellent, even us home allowed to stay in the house until 12:00. they provided us with a large amount of useful advice to wander Paris. Very nice and accommodating hosts."
"Vše v naprostém pořádku. Krásné, čisté bydlení a velice milá a ochotná paní hostitelka. Všem doporučuji!",1,czech-iso8859_2,cs-en,"Everything in perfect order. Beautiful, clean housing and very nice and willing lady hostess. To all I recommend!"
very nice stay,2,czech-iso8859_2,en-en,very nice stay
"Byt je umisten blizko Sacre Coeur a presto je to klidna ctvrt. Byt je mensi ale utulny, citili jsme se zde super :) urcite tento byt doporucuji!",1,czech-iso8859_2,cs-en,"The apartment is umisten close to the Sacre Coeur and presto it's klidna quarter. The apartment is a bit of an issue but utulny, citili, we are cool here :) I'm sure this apartment!!"
"Potřeboval jsem místo, které by se nacházelo blízko místo startu maratonu. Byt od Livia bylo ideální z tohoto hlediska. Livii jsem nepotkal, ale napsala mi podrobné instrukce na email a také byla dostupná po celou dobu na (Hidden by Airbnb) . Byt byl čistý a odpovídalo popisu. Koupelna a záchod bylo trochu menší a při sezení na záchodě se dotýkáte nohami obou stěn. Také bylo jasně slyšet každé slovo z vedlejšího pokoje, ale sousedé byli celou dobu potichu, takže v tom nevidím žádný problém. Za mě můžu byt jen doporučit!",1,czech-iso8859_2,cs-en,"I needed a place that would be located near the starting place of the marathon. Apartment from Livia was ideal from this point of view. Livia, I've never met, but she wrote me detailed instructions on email and was available the whole time on the (Hidden by Airbnb) . The apartment was clean and matched the description. Bathroom and toilet was a bit small and when sitting on the toilet touching the feet of both walls. It was also clearly hear every word from the room next door, but the neighbors were quiet, so I don't see any problem. For me I can the apartment only recommend!"
"Výborná lokalita. Nočný život, bar a kabaret neďaleko. Nič z toho ale nerušilo. Okno dobre tesnilo. Nádherné rána, až na smetiarov. Ale c'est la vie. ",1,czech-iso8859_2,sk-en,"Excellent site. Night life, bar and cabaret nearby. Nothing of it but it does not interfere with. Window well tesnilo. Beautiful morning, up to the garbage men. But c'est la vie. "
Very nice host. She knows a lot about Paris.,1,czech-iso8859_2,en-en,Very nice host. She knows a lot about Paris.
"Byt je v úžasné lokalitě, hned u domu je obchod kde jsme si mohli koupit potřebné věci a také spoustu podniků, které můžete navštívit. Vincent byl přátelský a v průběhu pobytu rychle reagoval na veškeré dotazy. Jediné co nám vadilo, byl ruch v ranních hodinách z důvodu rekonstrukce. Určitě doporučuji.",1,czech-iso8859_2,cs-en,"The apartment is in an amazing location, right next to the house is a shop where we could buy necessary things and also a lot of businesses, that you can visit. Vincent was friendly and during the stay responded quickly to any questions. The only thing that bothered us, was a bustle in the early morning hours due to the reconstruction. I definitely recommend it."
Skvělé ubytování pro pobyt a poznávání Paříže. Kousek od Pantheonu a Lucemburských zahrad a se spoustou dobrých restaurací a kaváren. V ubytování   je vše co je potřebné - Ikea standard.,1,czech-iso8859_2,cs-en,Great accommodation to stay and explore Paris. Not far from the Pantheon and the Luxembourg gardens and with lots of good restaurants and cafes. The accommodation is all that is needed - Ikea standard.
"Alan byl skvělý hostitel, velmi nápomocný a ochotný. I díky němu jsme si pobyt v Paříži moc užili!",1,czech-iso8859_2,cs-en,"Alan was a great host, very helpful and willing. And thanks to him we enjoy the stay in Paris very much enjoyed!"
"Všechno super. Hezký byt, 10 minut od Sacre Ceur. Blízko na hromadnou dopravu. A i k té Eiffelovce se dá dojít pěšky :)",1,czech-iso8859_2,cs-en,"All super. Nice apartment, 10 minutes from the Sacre Ceur. Close to public transport. And even to the eiffel Tower you can walk :)"
"Nice place. Thank you, Karole.",1,czech-iso8859_2,en-en,"Nice place. Thank you, Karole."
"Pěkný,malý byt ve velmi dobré lokalitě ",1,czech-iso8859_2,cs-en,"Nice,small apartment in a very good location "
"Vše probíhalo na jedničku,  přesně tak jak bylo domluvené. Utulný a čistý byt, kde je vše potřebné.",1,czech-iso8859_2,cs-en,"Everything went perfectly, exactly how it was arranged. Cosy and clean apartment, where everything is needed."
You must choose Patricia’s house!,1,czech-iso8859_2,en-en,You must choose Patricia’s house!
nice house~nice holiday,1,czech-iso8859_2,en-en,nice house~nice holiday
Nice neighborhood,2,czech-iso8859_2,en-en,Nice neighborhood
Very lovely place to stay.,1,czech-iso8859_2,en-en,Very lovely place to stay.
Prostředí bylo příjemné v centru Paříže. Byt je velmi pěkný a dobře vybavený. Hostitel je velmi milý člověk a nic nebylo problém. Ubytování vřele doporučuji!!!,1,czech-iso8859_2,cs-en,The environment was pleasant in the heart of Paris. The apartment is very nice and well equipped. The host is very nice person and nothing was a problem. Accommodation I highly recommend!!!
Vřelé a přátelské přijetí.Cítila jsem se jako bych navštívila své přátele.,1,czech-iso8859_2,cs-en,A warm and friendly welcome.I felt like I visited my friends.
"Cítili jsme se vítaní, v pohodě. Vše odpovídalo nabídce, všude perfektně čisto, pokoj malý, ale příjemný.  ",1,czech-iso8859_2,cs-en,"We felt welcome, at ease. Everything corresponds to the menu, all perfectly clean, the room small, but pleasant. "
S ubytováním jsem byl naprosto spokojený a mohu ho jedině doporučit.,1,czech-iso8859_2,cs-en,With accommodation I was completely satisfied and I can only recommend.
Close to a lot. Nice spot. Would stay again.,1,czech-iso8859_2,en-en,Close to a lot. Nice spot. Would stay again.
Tudo muito bom,1,czech-iso8859_2,pt-en,All very good
"Cozy, awsome place to stay",1,czech-iso8859_2,en-en,"Cozy, awsome place to stay"
"Vše bylo bezvadné, akorát je zde velmi malý sprchový kout.",1,czech-iso8859_2,cs-en,"Everything was great, except there is a very small shower."
"Výborné ubytování na skvělém místě a u super hostitele. Není co vytknout, velmi doporučuju!",1,czech-iso8859_2,cs-en,"Excellent accommodation in a great location and a super host. There is nothing to dislike, I highly recommend!"
Byt vypadá přesně jako na obrázcích. Je čistý a útulný. Splnil moje představy. Vše fungovalo dle domluvy. Jen doporučuji.,1,czech-iso8859_2,cs-en,The apartment looks exactly like on the pictures. It is clean and cozy. Fulfilled my fantasies. Everything worked according to the agreement. Just I recommend.
Nice stay at François place,1,czech-iso8859_2,en-en,Nice stay at François place
"První dojem z ubytování byl popravdě hodně špatný. Prach, zmačkané peřiny. Nebylo kam si odložit osobní věci. Pokud to chápu správně, tak hostitel v bytě trvale bydlí a byt opustí, když má rezervaci přes Airbnb. Což vysvětluje, že musí pracovně pryč. Náš pobyt měl být romantický, nakonec jsme se v bytě celé dny raději vůbec nezdržovali a toulali se celé dny raději venku. Byla jsem opravdu zklamaná a na konci pobytu šťastná, že mě v bytě alespoň nepokousali žádné štěnice, blechy nebo něco podobného. Hostitel má hodně co zlepšovat. A mimochodem ..výhled na Sacré-Coeur je pouze z malého okna v koupelně!!! takže pokud si plánujete sedět po večerech na balkoně a při sklence vína se kochat výhledem...tak to asi těžko! Opravdu zklamání.",1,czech-iso8859_2,cs-en,"The first impression of the accommodation was actually very bad. The dust, the crumpled duvet. There was nowhere to put personal things. If I understand correctly, so the host in the apartment permanently live and flat leaves, if he has a booking through Airbnb. Which explains, that he must away on business. Our stay was supposed to be romantic, in the end, we are in the apartment for days prefer not to not linger and wander for days out there. I was really disappointed and at the end of the stay happy, that me in the apartment at least was never bit no bugs, fleas or something similar. The host has a lot to improve. And by the way ..views of the Sacré-Coeur is only from a small window in the bathroom!!! so if you are planning to sit in the evenings on the balcony with a glass of wine enjoying the views...so that might be difficult! Really disappointing."
"Jsme z toho zklamaní, nefungující věci, voda, hrozně malé. Nedoporučuji",1,czech-iso8859_2,cs-en,"We're disappointed, dysfunctional things, water, very small. I do not recommend"
Very nice place!!,1,czech-iso8859_2,en-en,Very nice place!!
"Maličký, ale vkusně zařízený byt na skvělém místě. Přes ulici je hudební klub i supermarket. Poblíž stanice metra a spousta bister. Kamarádka Candice na nás čekala s klíči navzdory pozdnímu příjezdu.  ",1,czech-iso8859_2,cs-en,Tiny but tastefully furnished apartment in a great location. Across the street is a music club and a supermarket. Near metro station and lots of bistros. My friend Candice was waiting for us with the keys despite the late arrival. 
"U Elo jsme se cítili skvěle.Klidný a stylový byt s výhledem do zahrady ve vnitrobloku a lokalitou odkud je všude kousek. U Elo v bytě procestujete celý svět:) Mohu jen doporučit. A pokud se vrátíme, tak jedině sem:)",1,czech-iso8859_2,cs-en,"At Elo, we felt great.Calm and stylish apartment with views of the courtyard garden and the location from where it is everywhere piece. With Elo in the apartment will travel the whole world:) I Can only recommend. And if we go back, it's here:)"
"Thank you, see you next time ",1,czech-iso8859_2,en-en,"Thank you, see you next time "
such a lovely house ^u,1,czech-iso8859_2,en-en,such a lovely house ^u
Thank you Benjamin! We had a very nice stay.,1,czech-iso8859_2,en-en,Thank you Benjamin! We had a very nice stay.
"Cítili jsme se velmi příjemně, měli jste maximální komfort a soukromí. Všechno bylo jako na fotkách a v popisu. Jsme velmi rádi, že jsme měli možnost bydlet u Valentina pomocí Airbnb. Cítili jsme se jako Pařížané :)",1,czech-iso8859_2,cs-en,"We felt very comfortable there, you should have maximum comfort and privacy. Everything was as on the pictures and in the description. We are very happy that we had the opportunity to stay with Valentina using Airbnb. We felt like Parisians :)"
very nice host.但是这个街区可能不是很安全,1,czech-iso8859_2,en-en,very nice host.但是这个街区可能不是很安全
"房东超级Nice~就在蓬皮杜中心边上,走路一分钟的节奏~去机场也很方便,半小时的车程~市中心的地段,走去老佛爷半小时,走去香榭丽舍四十多分钟吧~赞赞的~~不过,这个房子只有一间房间哦,和房东一起住的~公共设施除了厕所和沐浴间也不好意思用~哈哈~",1,czech-iso8859_2,zh-en,"The landlord is super Nice~in the Centre Pompidou on the edge,walk a minute pace to get to the airport is also very convenient,half hour drive to the city centre area,around Lafayette for half an hour,walked the Champs Elysees, forty more minutes~like like~~however,this house is only one room Oh,and the landlord live with~public facilities in addition to toilets and bathing rooms are also sorry with~haha~"
Nice host!,6,czech-iso8859_2,en-en,Nice host!
"Komunikace s hostitelem byla výborná, vše proběhlo bez problémů. Francois je milý a spolehlivý, vše nám ukázal, vysvětlil, popsal nám okolí, doporučil restaurace, kavárny, ukázal nám kudy se kam nejlépe dostaneme. Byt je umístěn uvnitř vnitrobloku, kde je klid a velmi čisto. Samotné bydlení je příjemné a pohodlné, pro skupinu ideální. Zajímavé je také členění bytu, jsou zde čtyři patra, což mu dodává osobitou atmosféru. V okolí je hodně obchodů, hned vedle je supermarket a výborná pekárna. Pár kroků od domu je metro, další dvě linky mají zastávky opodál. ",1,czech-iso8859_2,cs-en,"Communication with the host was excellent, everything went without problems. Francois is nice and reliable, everything we showed, explained, described to us the neighborhood, recommended restaurants, cafes, showed us the way to where the best we get. The apartment is located inside the courtyard where it is calm and very clear. Housing itself is nice and comfortable, for the group ideal. Interesting is also the breakdown of the apartment, there are four floors, which gives it a distinctive atmosphere. There's lots of shops, right next door is a supermarket and excellent bakery. A few steps from the house is metro, the other two lines have stops nearby. "
Top Spot,1,czech-iso8859_2,en-en,Top Spot
Very nice :),2,czech-iso8859_2,en-en,Very nice :)
"Julien byl velice sympatický a ochotný. Byt byl čistý, uklizený a vypadal přesně podle fotek. V blízkosti stanice metra 2 minuty, poblíž pekárna, kavárny, restaurace. ´Pokud nevadí, 4. patro bez výtahu. Vřele doporučujeme. Pokud pojedeme do Paříže znovu, rádi se zde znovu ubytujeme. ",1,czech-iso8859_2,cs-en,"Julien was very personable and helpful. The apartment was clean, tidy and looked exactly as the photos. Near the metro station 2 minutes, near bakery, cafes, restaurants. If you don't mind 4. floor without elevator. I highly recommend you. If we go to Paris again, love is here again to stay. "
nice house!,1,czech-iso8859_2,en-en,nice house!
"Poměr cena a dopravní dostupnost je výborná. Stanice metra před domem.  Apartmán na místní poměry velký, plně vybavený, čistý. Koupelna čistá.  Starší dům, vše je slyšet. ",1,czech-iso8859_2,cs-en,"The ratio of the price and transport accessibility is excellent. Metro station in front of the house. Apartment by local standards a large, fully equipped, clean. The bathroom clean. The older the house, everything is heard. "
"파리 여행을 더 완벽하게 만들어준 숙소입니다.
스튜디오 형식의 숙소는 정갈하고 예뻤어요. 작은 정원도 마음에 들었구요.
아기자기하고 귀여운 분위기에, 여자들이 좋아할만한 요소들이 많았던 것 같아요.
스테판과 그의 와이프가 만든 식기들과 의자를 사용하는 것도 좋았고,
접시에 그림을 그려 걸어놓은 것도 귀엽고 재미있었어요.
궁금한 것이 있거나 요청사항이 있을 때마다 친절하게 답변해줘서 도움이 많이 됐어요.
파리에서 좋은 추억을 만들수 있게 해줘서 고맙습니다-",1,czech-iso8859_2,ko-en,"A trip to Paris more perfect, they stay.
Studio type of accommodation is immaculate and pretty. A small garden in.
Lovely and cute atmosphere, the girls might like the element a lot with me.
Stephen and his swipe is made tableware and chairs to use was also great,
On a plate picture to hang anything cute and fun.
For questions or requests whenever you have the kindness to answer me a lot of help there.
In Paris good memories make me so grateful. -"
"Antoin je velice milý a spolehlivý hostitel, jeho byt je fantasticky umístěn v centru Paříže, kousek od Champ Elysees, současně  se ale jedná o velmi klidnou a luxusní zonu. Byl je velmi vkusně a prakticky zařízen vším potřebným, velmi pohodlný pro 4-6 člennou rodinu, velice oceňujeme jeho čistotu a útulnost. 
Již se těšíme na naší příští návštěvu u Antoine. Můžeme ve všech směrech jenom doporučit.",1,czech-iso8859_2,cs-en,"Antoine is a very kind and reliable host, his apartment is fantastically located in the heart of Paris, minutes away from Champ Elysees, at the same time but it is a very peaceful and luxury zonu. Was it very tastefully and practically furnished with everything needed, very comfortable for 4-6 member family, we very much appreciate his cleanliness and neatness. 
Already looking forward to our next visit with Antoine. Can we in all directions just recommend."
"Bydlení bylo skvělé, čisté, upravené, vše jak bylo slíbeno. Hostitel  komunikoval, čekal na nás po příjezdu, vše bylo naprosto v pořádku, byli jsme spokojeni, můžeme doporučit!",1,czech-iso8859_2,cs-en,"Housing was great, clean, neat, everything as promised. The host communicated, he was waiting for us upon arrival, everything was perfectly fine, we were satisfied, we can recommend!"
Nice place! Good host!,1,czech-iso8859_2,en-en,Nice place! Good host!
"Elsie, krásný a milý člověk, pobyt u ní doma byl absolutně bezproblémový. Večery, kdy jsme se potkaly, byly moc fajn a príma. Ubytování čisté, klidné místo, se skvělou atmosférou. Nejvíce asi vyjádří konstatování, že pokud se di Paříže vrátím, tak dozajista k Elsie. Díky!!!",1,czech-iso8859_2,cs-en,"Elsie, a lovely and dear person, stay in her home was absolutely seamless. Evenings, when we met, were very nice and cool. Accommodation clean, quiet place with a great atmosphere. Most probably expresses the statement that if di Paris I'll be back, surely to Elsie. Thanks!!!"
"Olivier je velmi dobrý hostitel - jeho přítomnost není obtěžující, ale kdykoliv je připraven poradit nebo pomoci.

Klady:
- VÝHLED NA EIFFEL TOWER - toto z pokoje dělá naprosto úžasné místo pobytu, eiffelovka je vidět přímo z postele!!!
- příjemně starší vybavení bytu, všude je čisto, dřevěné podlahy
- v okolí jsou pekárny, kavárny, kebap, vše dostupné v rámci minut, doporučujeme i půjčení jízdního kola

Zápory:
- 92 schodů do 5-tého patra, žádný výtah
- příchod z centra do kopce, je to pěkně vysilující
- v pokoji není skříň, věci je nutno pověsit na radiátor, není to pohodlné",1,czech-iso8859_2,cs-en,"Olivier is a very good host - his presence is not intrusive, but anytime is ready to give advice or help.

Pros:
- A VIEW of THE EIFFEL TOWER - this room makes an absolutely amazing place stay, the eiffel tower is visible directly from the bed!!!
- pleasantly older equipment of the apartment, very clean, wooden floors
- in the vicinity there are bakeries, cafes, kebap, all available within minutes, we also recommend renting a bicycle

Cons:
- 92 stairs to the 5th floor, no elevator
- coming from the centre to the hill, it's pretty debilitating
- in the room there is no wardrobe, things should be hang on the radiator, it's not comfortable"
"Francois je skvělý hostitel, výborná komunikace a domluva.",1,czech-iso8859_2,cs-en,"Francois is a great host, excellent communication and negotiation."
"V době naší návštěvy bohužel Véronique nebyla v Paříži, ale domluva i instrukce byly skvělé a vždy se snažila vyjít nám maximálně vstříc. Těším se, jestli ji někdy osobně poznám. Umístění bytu je super - klid, vyhled do zahrady a hlavně - všude je to kousek pěšky. My si nejvíc užívali každodenní prochazky kolem Eiffelovky a výběr z mnoha restaurací kolem. Byt je kompletně vybavený, hezký, čistý a jediné, co nám chybělo, bylo mýdlo v koupelně :) Rádi se někdy vrátíme!",1,czech-iso8859_2,cs-en,"At the time of our visit, unfortunately, Véronique was not in Paris, but the deal and the instructions were great and always tried to get us up to meet. I look forward, if you ever personally know. The location of the apartment is super - quiet, a view of the garden and most importantly - everywhere is a short walk away. We most enjoyed the daily prochazky around the eiffel tower and a selection of the many restaurants around. The apartment is fully equipped, nice, clean and the only thing missing was soap in the bathroom :) Like we'll ever get back!"
"Ubytování se mi velice líbilo, byt je sice situovaný dále od centra, ale na metru, a to stále v jeho vnitřní zóně. Byt je malý, ale útulný a je v něm vše potřebné. Hostitelé mi ve všem vyšli vstříc, komunikace s nimi byla bezproblémová. Pobyt u Dalia a Yeun mohu doporučit.",1,czech-iso8859_2,cs-en,"Accommodation I very liked the apartment although it is located further from the center but on the subway, and it's still in its inner zone. The apartment is small but cozy and there is everything needed. The hosts I all went to meet, the communication with them was hassle free. A stay at Dalia and Yeun I can recommend."
"lovely.  
Thank you",1,czech-iso8859_2,en-en,"lovely.  
Thank you"
Lucky you,1,czech-iso8859_2,en-en,Lucky you
Nice host.Nice Flat.,1,czech-iso8859_2,en-en,Nice host.Nice Flat.
"Very nice room, very nice host.",1,czech-iso8859_2,en-en,"Very nice room, very nice host."
Nice Stay.Thanks,1,czech-iso8859_2,en-en,Nice Stay.Thanks
